age_group,alpha,mse,n_utterances,n_pairs,n_unique_subjects,n_unique_verbs,status,scope,collection,annotation_scheme
0-12mo,1.5299999999999994,1.3463313339627136e-07,68282,31728,769,589,ok,eng_na,Eng-NA,UD: includes copulas
12-24mo,1.4799999999999993,1.7669972165387842e-07,204262,105169,1696,938,ok,eng_na,Eng-NA,UD: includes copulas
24-36mo,1.4399999999999995,5.339322975147139e-07,266001,185004,2529,1138,ok,eng_na,Eng-NA,UD: includes copulas
36-48mo,1.4399999999999995,4.237062826285993e-07,162502,115925,2212,1016,ok,eng_na,Eng-NA,UD: includes copulas
48-60mo,1.4399999999999995,1.5644459944363475e-06,199456,139267,2556,1306,ok,eng_na,Eng-NA,UD: includes copulas
60-72mo,1.4399999999999995,1.1059248170483006e-06,42416,29507,899,604,ok,eng_na,Eng-NA,UD: includes copulas
72-84mo,1.3299999999999994,4.989786664051848e-06,7639,5384,249,280,ok,eng_na,Eng-NA,UD: includes copulas
84-96mo,1.3999999999999995,3.5613581360446315e-06,18841,10945,484,429,ok,eng_na,Eng-NA,UD: includes copulas
