rank,verb,frequency
1,be,9005
2,go,3713
3,get,1885
4,want,1859
5,do,1486
6,have,1108
7,know,912
8,see,884
9,think,710
10,like,668
11,say,609
12,put,487
13,come,366
14,play,300
15,look,290
16,need,255
17,make,234
18,try,228
19,take,224
20,hear,197
21,eat,189
22,find,149
23,give,149
24,love,144
25,fall,138
26,sit,121
27,throw,117
28,tell,112
29,can,97
30,feel,97
31,help,97
32,talk,88
33,let,87
34,hold,79
35,read,78
36,turn,75
37,stand,73
38,hurt,72
39,drop,71
40,mean,71
41,walk,68
42,work,68
43,watch,67
44,wash,63
45,pull,61
46,keep,58
47,sing,57
48,wave,56
49,guess,55
50,chew,54
51,roll,52
52,leave,51
53,stay,50
54,wear,50
55,run,49
56,crawl,49
57,bring,48
58,open,48
59,use,43
60,knock,43
61,reach,42
62,taste,42
63,start,41
64,forget,40
65,smell,40
66,clean,39
67,push,39
68,hide,38
69,move,37
70,call,37
71,close,37
72,clap,35
73,bite,35
74,stop,35
75,shake,35
76,sound,33
77,pick,32
78,hope,32
79,show,32
80,remember,32
81,learn,30
82,miss,29
83,bang,28
84,needta,28
85,hit,27
86,drink,27
87,build,27
88,touch,27
89,ask,26
90,bet,26
91,will,26
92,feed,26
93,fly,26
94,blow,25
95,fix,25
96,wait,25
97,tickle,25
98,cry,24
99,jump,24
100,fit,24
