rank,verb,frequency
1,be,50903
2,go,15010
3,do,11044
4,have,7446
5,get,6435
6,know,6191
7,think,6121
8,see,5066
9,want,4128
10,say,3330
11,like,3328
12,wanna,3203
13,put,2853
14,look,2607
15,come,2332
16,make,2272
17,eat,2065
18,need,1750
19,take,1677
20,happen,1531
21,tell,1527
22,play,1478
23,give,990
24,find,934
25,remember,889
26,try,889
27,mean,872
28,sit,869
29,fall,732
30,help,639
31,fit,594
32,work,591
33,can,584
34,read,576
35,use,575
36,bring,572
37,show,557
38,talk,545
39,turn,542
40,hear,505
41,call,473
42,stay,450
43,run,443
44,hold,426
45,buy,409
46,open,405
47,feel,400
48,ask,393
49,hurt,388
50,walk,385
51,leave,384
52,build,359
53,move,356
54,will,355
55,start,353
56,live,339
57,guess,327
58,break,319
59,drive,317
60,pick,316
61,wear,306
62,sleep,304
63,watch,299
64,keep,295
65,love,290
66,finish,286
67,let,279
68,drink,278
69,jump,270
70,fix,269
71,bet,254
72,wait,252
73,hafta,239
74,miss,238
75,wonder,237
76,stand,233
77,pretend,231
78,push,229
79,catch,226
80,fly,222
81,cry,214
82,needta,207
83,throw,204
84,cut,203
85,stop,190
86,knock,187
87,sing,183
88,blow,182
89,sound,181
90,begin,180
91,close,178
92,choose,178
93,pull,175
94,wash,171
95,hit,167
96,draw,167
97,forget,166
98,lose,165
99,hide,162
100,learn,162
