rank,verb,frequency
1,be,10715
2,do,2964
3,go,2382
4,think,2045
5,have,1858
6,know,1739
7,say,1491
8,see,1213
9,get,1116
10,like,878
11,want,758
12,wanna,731
13,tell,558
14,make,474
15,look,430
16,play,399
17,mean,391
18,start,335
19,happen,326
20,come,299
21,eat,280
22,put,275
23,take,251
24,read,242
25,remember,208
26,hit,190
27,call,169
28,try,166
29,need,165
30,give,148
31,use,143
32,help,141
33,can,139
34,move,133
35,wear,127
36,talk,126
37,hear,117
38,paint,99
39,sound,93
40,ask,93
41,love,91
42,work,90
43,show,88
44,learn,77
45,bet,75
46,brush,74
47,turn,73
48,guess,73
49,pick,71
50,dress,70
51,find,69
52,grow,69
53,feed,68
54,keep,67
55,wash,66
56,finish,65
57,understand,65
58,fix,64
59,let,63
60,sit,63
61,share,62
62,press,62
63,skip,61
64,feel,60
65,live,58
66,useta,55
67,watch,54
68,will,53
69,build,49
70,write,49
71,fall,48
72,hold,48
73,bring,48
74,drive,48
75,jump,47
76,push,45
77,could,45
78,hafta,42
79,walk,41
80,catch,41
81,buy,41
82,run,40
83,throw,38
84,would,38
85,win,37
86,speak,36
87,believe,35
88,stay,34
89,miss,34
90,pretend,34
91,pour,33
92,lose,32
93,stop,31
94,knit,30
95,sew,30
96,hurt,29
97,tie,29
98,draw,29
99,forget,28
100,die,28
