rank,verb,frequency
1,be,21358
2,go,5407
3,do,4485
4,have,3757
5,know,3328
6,think,2811
7,get,2784
8,see,2208
9,say,2088
10,like,1697
11,want,1684
12,wanna,1344
13,eat,1332
14,look,1247
15,make,1239
16,tell,1135
17,come,888
18,put,816
19,play,807
20,happen,730
21,take,624
22,read,514
23,start,471
24,need,464
25,mean,403
26,try,378
27,call,372
28,use,356
29,find,350
30,give,346
31,remember,313
32,live,283
33,stick,262
34,talk,255
35,sit,247
36,hear,239
37,work,229
38,hit,219
39,feel,218
40,can,217
41,keep,212
42,stay,206
43,move,201
44,help,200
45,turn,185
46,ask,179
47,leave,174
48,fall,172
49,drink,172
50,bring,168
51,fly,165
52,love,162
53,show,155
54,pick,149
55,grow,145
56,guess,143
57,let,141
58,run,136
59,build,133
60,sound,133
61,walk,126
62,watch,123
63,finish,120
64,wear,117
65,open,112
66,roll,112
67,drive,107
68,hold,106
69,touch,106
70,pull,106
71,wait,104
72,jump,103
73,learn,101
74,wave,99
75,will,97
76,stop,97
77,wash,95
78,buy,95
79,hurt,92
80,wonder,90
81,push,89
82,end,88
83,cut,86
84,hafta,85
85,bet,85
86,would,81
87,lie,81
88,press,80
89,understand,79
90,brush,79
91,paint,76
92,miss,75
93,count,74
94,pretend,69
95,laugh,67
96,fit,67
97,nibble,67
98,listen,64
99,forget,64
100,feed,63
