rank,verb,frequency
1,be,102638
2,go,29274
3,do,20558
4,have,15359
5,get,11174
6,want,10786
7,think,10592
8,know,10168
9,see,9529
10,like,7295
11,put,7205
12,wanna,6769
13,say,5869
14,need,4886
15,look,4666
16,make,4131
17,come,3729
18,play,3575
19,eat,3335
20,take,3090
21,happen,2147
22,find,2074
23,give,1994
24,sit,1834
25,tell,1748
26,try,1725
27,fall,1693
28,remember,1620
29,fit,1490
30,help,1242
31,mean,1227
32,read,1122
33,turn,1074
34,show,996
35,hold,972
36,use,948
37,love,945
38,talk,939
39,work,922
40,open,920
41,bring,918
42,hear,917
43,can,897
44,wear,846
45,build,741
46,pop,718
47,pick,712
48,guess,688
49,hurt,688
50,sleep,679
51,drink,660
52,start,657
53,cook,636
54,blow,618
55,fix,612
56,move,601
57,leave,595
58,stay,591
59,knock,591
60,draw,586
61,run,581
62,ask,569
63,stop,568
64,feel,564
65,call,562
66,let,553
67,throw,550
68,sing,548
69,keep,547
70,stand,538
71,drive,506
72,push,505
73,cry,503
74,break,501
75,wash,486
76,write,480
77,wait,475
78,bet,474
79,buy,462
80,finish,461
81,pull,460
82,dance,459
83,will,454
84,cut,442
85,seem,440
86,watch,436
87,jump,429
88,walk,419
89,live,418
90,feed,409
91,drop,408
92,wonder,405
93,pretend,394
94,catch,393
95,miss,377
96,close,364
97,hide,363
98,fly,350
99,hit,338
100,begin,323
