rank,verb,frequency
1,be,21576
2,have,5940
3,go,5609
4,think,5080
5,do,4037
6,know,3858
7,like,3570
8,get,3220
9,play,2329
10,see,2270
11,say,1870
12,want,1401
13,wanna,1361
14,put,1136
15,look,1110
16,try,1085
17,make,843
18,seem,840
19,mean,839
20,recognize,799
21,eat,780
22,come,733
23,read,569
24,love,548
25,take,532
26,give,447
27,guess,442
28,pick,397
29,sit,370
30,need,327
31,hear,325
32,start,324
33,feel,304
34,find,303
35,talk,282
36,remember,271
37,notice,252
38,keep,244
39,show,236
40,tell,229
41,hold,214
42,prefer,214
43,fall,207
44,ask,204
45,use,201
46,let,196
47,chew,190
48,turn,188
49,can,186
50,pull,185
51,throw,176
52,help,163
53,work,161
54,needta,152
55,walk,150
56,change,146
57,dunno,144
58,move,142
59,touch,134
60,stand,130
61,call,125
62,watch,121
63,shake,120
64,will,119
65,crawl,111
66,sing,110
67,grab,109
68,leave,108
69,feed,108
70,bang,107
71,wash,104
72,open,102
73,care,102
74,roll,99
75,bring,99
76,drink,95
77,happen,94
78,drop,92
79,clean,90
80,hurt,89
81,pretend,88
82,push,86
83,sound,85
84,run,83
85,tend,83
86,wonder,79
87,stay,78
88,enjoy,77
89,wave,75
90,stop,72
91,would,72
92,taste,69
93,laugh,68
94,hadta,68
95,pay,64
96,smile,64
97,spend,63
98,clap,62
99,knock,61
100,close,61
