rank,verb,frequency
1,be,55335
2,go,15979
3,do,8245
4,have,6381
5,get,6354
6,want,6135
7,see,5238
8,wanna,5034
9,put,4578
10,say,4335
11,know,4315
12,think,3541
13,like,3426
14,look,2056
15,play,1979
16,come,1919
17,make,1589
18,take,1423
19,need,1373
20,eat,1339
21,find,1077
22,sit,1067
23,try,989
24,give,904
25,turn,878
26,read,795
27,fall,711
28,love,607
29,tell,582
30,hear,572
31,open,569
32,help,537
33,throw,521
34,hold,517
35,show,484
36,happen,465
37,talk,445
38,pick,443
39,fit,439
40,draw,415
41,mean,370
42,can,361
43,push,359
44,remember,341
45,cook,338
46,call,331
47,use,329
48,bring,327
49,stay,327
50,blow,322
51,let,315
52,leave,308
53,move,308
54,walk,303
55,work,299
56,feel,299
57,feed,293
58,drink,290
59,start,290
60,build,288
61,begin,287
62,fix,284
63,pull,272
64,keep,266
65,sing,264
66,guess,259
67,close,259
68,stop,256
69,run,255
70,wear,248
71,wash,243
72,pop,234
73,needta,223
74,cry,223
75,touch,221
76,hurt,220
77,sleep,213
78,stand,205
79,jump,197
80,break,194
81,write,193
82,roll,187
83,catch,183
84,knock,180
85,drop,178
86,bet,174
87,will,174
88,rid,168
89,recognize,167
90,seem,162
91,ask,160
92,dance,157
93,finish,156
94,watch,154
95,miss,152
96,sound,152
97,hide,141
98,climb,138
99,taste,135
100,clean,135
