rank,verb,frequency
1,be,35691
2,go,9468
3,do,7351
4,have,4722
5,know,4442
6,get,4198
7,think,3729
8,see,3584
9,want,2447
10,say,2330
11,wanna,2207
12,like,2007
13,put,1896
14,look,1718
15,come,1673
16,make,1647
17,eat,1439
18,tell,1210
19,happen,1184
20,take,1117
21,play,999
22,need,727
23,give,686
24,find,654
25,remember,653
26,mean,598
27,try,573
28,fall,537
29,sit,478
30,show,439
31,read,416
32,bring,412
33,talk,403
34,use,397
35,help,393
36,call,368
37,hear,361
38,turn,348
39,can,347
40,work,339
41,run,338
42,hold,291
43,ask,289
44,hurt,288
45,buy,287
46,walk,276
47,leave,275
48,feel,269
49,live,264
50,break,260
51,fit,253
52,stay,253
53,guess,242
54,wear,228
55,sleep,226
56,watch,224
57,finish,221
58,build,221
59,start,220
60,will,217
61,open,215
62,pick,198
63,keep,198
64,let,195
65,hafta,190
66,fix,189
67,jump,187
68,move,181
69,wait,176
70,drink,175
71,fly,172
72,drive,171
73,love,171
74,bet,168
75,stand,167
76,needta,165
77,cut,163
78,cry,156
79,miss,153
80,pretend,151
81,wonder,149
82,catch,149
83,throw,149
84,draw,146
85,sing,139
86,push,138
87,forget,137
88,blow,133
89,learn,129
90,hit,127
91,sound,127
92,lose,123
93,grow,120
94,teach,119
95,pull,115
96,stop,115
97,ride,113
98,wash,110
99,knock,108
100,stick,107
