rank,verb,frequency
1,be,20736
2,go,5274
3,do,3999
4,have,3187
5,know,2821
6,get,2595
7,think,2414
8,say,2198
9,see,1982
10,want,1546
11,eat,1420
12,like,1375
13,wanna,1243
14,come,1201
15,look,1171
16,make,1059
17,put,875
18,tell,827
19,take,749
20,happen,728
21,play,596
22,remember,516
23,find,477
24,mean,462
25,need,426
26,give,425
27,talk,400
28,try,395
29,read,341
30,call,313
31,start,293
32,hear,288
33,use,274
34,fall,272
35,fly,240
36,bring,237
37,feel,237
38,can,235
39,ask,233
40,sit,232
41,walk,228
42,stay,209
43,love,208
44,guess,208
45,turn,205
46,buy,203
47,run,200
48,help,191
49,work,183
50,leave,180
51,build,178
52,keep,167
53,show,163
54,let,157
55,watch,141
56,finish,132
57,pick,131
58,write,131
59,forget,130
60,jump,119
61,cut,118
62,sleep,118
63,stop,117
64,break,116
65,drive,115
66,hold,114
67,live,111
68,wait,108
69,hafta,107
70,wear,107
71,hurt,107
72,cry,105
73,drink,101
74,laugh,101
75,wonder,100
76,wave,97
77,win,96
78,will,95
79,bet,94
80,sound,94
81,fix,94
82,catch,94
83,grow,91
84,useta,91
85,learn,90
86,open,90
87,needta,88
88,move,87
89,understand,86
90,fit,86
91,draw,86
92,miss,85
93,lie,85
94,lose,82
95,throw,78
96,spell,77
97,nibble,75
98,pretend,72
99,stand,71
100,hadta,70
