rank,verb,frequency
1,go,39503
2,do,29651
3,get,21629
4,have,20177
5,want,18428
6,think,16999
7,know,15964
8,say,10052
9,see,9849
10,like,9285
11,put,8279
12,look,6198
13,come,6131
14,make,5277
15,need,4165
16,eat,3933
17,take,3696
18,play,3374
19,happen,3235
20,tell,3223
21,find,2591
22,remember,2306
23,give,2294
24,sit,2136
25,mean,2116
26,can,2020
27,fall,1969
28,try,1676
29,use,1380
30,hear,1363
31,fit,1278
32,bring,1257
33,will,1236
34,help,1209
35,show,1205
36,buy,1202
37,work,1182
38,start,1159
39,talk,1138
40,finish,1093
41,turn,1059
42,hurt,1048
43,read,1044
44,run,1030
45,open,1020
46,love,1005
47,call,990
48,keep,971
49,leave,947
50,hold,916
51,live,915
52,feel,891
53,stay,888
54,watch,830
55,break,824
56,move,790
57,sleep,782
58,ask,778
59,walk,766
60,wonder,710
61,drive,668
62,wear,664
63,pick,654
64,bet,640
65,wait,634
66,stand,627
67,let,619
68,would,618
69,draw,617
70,sing,595
71,pretend,594
72,forget,592
73,miss,591
74,cry,586
75,build,575
76,guess,569
77,hide,560
78,throw,543
79,lose,542
80,jump,523
81,catch,506
82,drink,498
83,sound,490
84,cut,488
85,push,481
86,stop,474
87,fix,472
88,pull,465
89,fly,461
90,wash,436
91,ride,430
92,stick,419
93,hope,406
94,could,399
95,drop,394
96,knock,388
97,blow,382
98,grow,377
99,haft,352
100,write,348
