rank,verb,frequency
1,do,4806
2,go,4161
3,have,2994
4,think,2878
5,know,2556
6,want,2501
7,get,2175
8,say,1958
9,see,1769
10,like,1573
11,tell,877
12,make,824
13,put,674
14,look,663
15,happen,620
16,play,567
17,come,539
18,mean,446
19,take,419
20,eat,419
21,remember,397
22,start,382
23,need,364
24,call,284
25,read,254
26,use,246
27,give,216
28,help,215
29,try,209
30,find,202
31,hit,202
32,can,193
33,talk,187
34,hear,174
35,wear,164
36,sound,149
37,fall,138
38,ask,138
39,live,136
40,love,133
41,show,131
42,move,129
43,work,129
44,sit,122
45,bring,120
46,turn,112
47,watch,110
48,guess,110
49,bet,107
50,feel,104
51,paint,103
52,fix,101
53,pick,100
54,learn,100
55,finish,92
56,forget,92
57,keep,91
58,will,90
59,jump,89
60,walk,88
61,drive,85
62,win,85
63,let,84
64,hold,83
65,write,83
66,understand,80
67,grow,80
68,color,80
69,run,78
70,wash,78
71,feed,74
72,brush,74
73,draw,72
74,share,69
75,press,68
76,stay,66
77,build,66
78,lose,65
79,dress,65
80,hurt,63
81,miss,59
82,skip,59
83,leave,58
84,break,57
85,open,56
86,cut,56
87,sleep,55
88,buy,55
89,push,55
90,fly,55
91,pretend,55
92,teach,51
93,wait,50
94,wonder,50
95,stand,50
96,could,50
97,haft,50
98,throw,48
99,would,47
100,ride,47
