rank,average_proportion,num_verbs,sd_proportion
1,0.4533710273667104,100,0.16388652988671032
2,0.17715289259755143,100,0.07439599794347063
3,0.09571195755414764,99,0.042368427900703644
4,0.05490034001923669,99,0.027605577338321866
5,0.03906683415780092,99,0.02069300399193464
6,0.02580158428355737,99,0.014415946130594605
7,0.019260136817076032,99,0.010838194331648307
8,0.013683833275795197,99,0.007725369564323412
9,0.01109315590110083,99,0.006508563347108611
10,0.008824737409513252,98,0.005111679784991277
11,0.007589505163977127,98,0.003973051773119798
12,0.006558411308489014,97,0.0035030951742962726
13,0.005756231897503052,96,0.0031521158361825273
14,0.004947546786665807,96,0.002589765199935164
15,0.00452149450712831,96,0.002371294518675523
16,0.003994859584836078,95,0.0020546890306429987
17,0.0036738324077555096,94,0.0018625826655575299
18,0.0035116265675980405,94,0.001857808278285566
19,0.003363093186143318,94,0.0018027205038467242
20,0.0033097017197702672,93,0.0018335550076929083
21,0.0031610956864515437,92,0.0017014092611896663
22,0.0030102390470082984,92,0.0016871794778116375
23,0.0028900078019696803,91,0.0016727874322936787
24,0.0027947363772885263,90,0.0016607919737551546
25,0.002702036293206567,87,0.001635822397652523
26,0.002657947623368072,85,0.0015811137380552062
27,0.0025626104637853464,81,0.0015796879907969722
28,0.0023649259679209508,78,0.0012746137192265992
29,0.0023271510644093983,76,0.0012795789212389152
30,0.0021932088474715616,72,0.0011835727509379684
31,0.002084519466662167,69,0.0011058197675557345
32,0.002038778084749492,68,0.0011092875380339182
33,0.002031401789597877,68,0.0011141480638557557
34,0.00196994651442895,66,0.0010987715619812496
35,0.001958628019789981,66,0.001091426738698914
36,0.001955500649747519,65,0.001101309678173221
37,0.0019429848940677934,64,0.0011156926939113502
38,0.0019071168042421953,61,0.0011217314406640152
39,0.001856394659508759,58,0.0011126664621224156
40,0.0018360118548742335,57,0.0011368359890107829
41,0.0018186359640476977,57,0.0011377756822970734
42,0.001725922418979144,50,0.001177337017713168
43,0.0017052325494195907,49,0.001180317992020144
44,0.001687518355896955,48,0.0011913227537581957
45,0.0016759556297791342,48,0.0011897720219450135
46,0.0016481201902200085,46,0.0012315338987038398
47,0.0015143162301528687,42,0.0010938422300435925
48,0.0014819474273223784,40,0.0011054785974404114
49,0.0014671870231469145,40,0.0011077826060134893
50,0.0014269955556835577,38,0.0010990741695408315
51,0.0013892584528191817,38,0.0010866905172001965
