rank,verb,frequency
1,go,5101
2,do,3748
3,have,3265
4,want,2841
5,know,2807
6,get,2614
7,be,2427
8,think,2395
9,say,2083
10,like,1495
11,see,1475
12,eat,1387
13,come,1207
14,look,1104
15,make,1011
16,tell,778
17,put,769
18,take,667
19,play,548
20,happen,534
21,remember,491
22,find,473
23,mean,467
24,need,423
25,give,416
26,talk,367
27,try,343
28,call,278
29,can,267
30,start,267
31,hear,267
32,use,263
33,fall,251
34,bring,234
35,read,231
36,feel,225
37,walk,224
38,fly,224
39,ask,220
40,love,215
41,sit,208
42,stay,206
43,guess,205
44,buy,200
45,run,195
46,turn,180
47,help,175
48,work,170
49,leave,165
50,forget,164
51,build,163
52,keep,160
53,let,147
54,show,139
55,watch,136
56,write,122
57,jump,119
58,pick,115
59,live,114
60,drive,109
61,hurt,106
62,stop,104
63,finish,104
64,hold,104
65,sleep,104
66,wear,102
67,break,101
68,wait,101
69,will,100
70,wonder,99
71,cry,98
72,wave,98
73,win,95
74,bet,94
75,catch,94
76,drink,93
77,sound,93
78,lay,92
79,cut,90
80,fit,88
81,lose,86
82,learn,85
83,understand,85
84,grow,85
85,miss,82
86,draw,81
87,fix,78
88,open,77
89,nibble,77
90,move,74
91,spell,73
92,throw,72
93,hope,69
94,could,69
95,rain,67
96,stand,63
97,would,62
98,push,62
99,land,61
100,taste,60
