rank,verb,frequency
1,go,15152
2,do,11457
3,want,9091
4,be,7404
5,have,7351
6,get,5977
7,know,5650
8,think,5259
9,see,3991
10,put,3557
11,say,3370
12,like,3251
13,make,2501
14,look,2459
15,come,1988
16,take,1703
17,eat,1636
18,play,1482
19,need,1214
20,tell,1194
21,give,1181
22,happen,1114
23,fall,942
24,find,917
25,sit,872
26,remember,735
27,talk,608
28,turn,575
29,mean,574
30,can,547
31,hold,541
32,hurt,541
33,read,539
34,bring,511
35,use,511
36,help,504
37,try,496
38,hear,488
39,wear,473
40,work,471
41,show,444
42,draw,425
43,fit,405
44,fix,391
45,write,389
46,open,376
47,sleep,371
48,drive,371
49,drink,366
50,cry,365
51,love,360
52,break,358
53,sing,357
54,buy,348
55,throw,348
56,leave,344
57,pick,341
58,ride,333
59,live,330
60,wait,330
61,let,322
62,ask,317
63,call,314
64,guess,313
65,stay,304
66,run,301
67,stand,292
68,build,290
69,will,273
70,finish,268
71,push,263
72,feel,256
73,bet,246
74,hit,245
75,move,242
76,jump,241
77,keep,239
78,watch,232
79,cut,232
80,pull,227
81,forget,216
82,walk,212
83,catch,212
84,fly,210
85,start,204
86,wash,198
87,miss,189
88,blow,189
89,bite,189
90,drop,180
91,taste,179
92,close,173
93,hide,166
94,pretend,155
95,feed,153
96,stop,151
97,cook,149
98,swim,144
99,sound,140
100,belong,140
