rank,verb,frequency
1,be,72744
2,go,18474
3,do,15511
4,have,11430
5,know,10403
6,get,9988
7,think,8298
8,see,7037
9,say,6553
10,want,5158
11,like,4879
12,come,3997
13,put,3805
14,wanna,3718
15,look,3571
16,make,3200
17,tell,3094
18,eat,2820
19,take,2436
20,play,2297
21,happen,2147
22,need,1654
23,mean,1634
24,hear,1548
25,give,1381
26,find,1311
27,remember,1272
28,sit,1140
29,talk,1114
30,can,1097
31,try,999
32,fall,846
33,use,827
34,start,794
35,call,782
36,work,745
37,will,725
38,read,692
39,help,686
40,leave,682
41,bring,679
42,ask,671
43,buy,651
44,feel,640
45,turn,623
46,finish,616
47,sound,614
48,keep,604
49,run,597
50,love,580
51,let,559
52,show,543
53,stay,529
54,watch,515
55,walk,501
56,wonder,487
57,guess,475
58,pick,471
59,hurt,471
60,bet,446
61,hold,445
62,wait,430
63,would,421
64,break,420
65,live,405
66,hafta,402
67,stop,399
68,open,398
69,move,394
70,fit,394
71,wear,382
72,forget,369
73,useta,359
74,drive,356
75,write,349
76,fly,341
77,cut,337
78,build,334
79,needta,322
80,throw,319
81,sing,312
82,listen,306
83,jump,303
84,sleep,296
85,stand,290
86,could,287
87,lose,287
88,pull,282
89,catch,282
90,pretend,281
91,drink,271
92,cry,268
93,fix,258
94,hope,254
95,draw,248
96,win,247
97,wash,243
98,grow,237
99,miss,230
100,hit,229
