rank,verb,frequency
1,be,276900
2,go,67571
3,do,57977
4,have,34742
5,get,32534
6,think,25671
7,see,20827
8,know,19353
9,want,17455
10,put,17318
11,say,16455
12,wanna,13466
13,like,13259
14,come,10918
15,look,10061
16,make,9424
17,take,6150
18,play,5889
19,eat,5866
20,need,5180
21,find,4929
22,sit,4460
23,tell,4244
24,happen,4201
25,can,4111
26,fall,4071
27,give,3963
28,remember,3352
29,mean,2460
30,try,2390
31,will,2362
32,hear,2339
33,read,2253
34,talk,2209
35,fit,2070
36,help,2060
37,hurt,2014
38,finish,2001
39,show,1908
40,draw,1865
41,bring,1830
42,open,1800
43,hold,1799
44,use,1799
45,buy,1791
46,turn,1708
47,sing,1671
48,break,1652
49,keep,1604
50,watch,1587
51,wear,1575
52,work,1556
53,call,1502
54,leave,1467
55,move,1432
56,cry,1424
57,throw,1418
58,sleep,1389
59,run,1337
60,needta,1336
61,feel,1334
62,hide,1307
63,build,1289
64,stand,1282
65,love,1222
66,stay,1193
67,drive,1190
68,pick,1179
69,live,1171
70,cut,1170
71,write,1152
72,drink,1113
73,ask,1111
74,pull,1107
75,start,1101
76,wait,1073
77,would,1022
78,wash,1013
79,fix,998
80,let,990
81,walk,979
82,drop,942
83,jump,911
84,stick,898
85,push,890
86,lose,856
87,miss,828
88,blow,802
89,stop,796
90,wonder,786
91,shall,785
92,count,757
93,pretend,756
94,bet,753
95,could,736
96,catch,734
97,sound,728
98,lie,686
99,wake,670
100,color,660
