rank,verb,frequency
1,be,10006
2,go,4168
3,get,2086
4,do,1786
5,see,1393
6,have,1155
7,wanna,1080
8,know,932
9,want,802
10,say,755
11,think,728
12,put,696
13,like,637
14,come,490
15,play,404
16,look,389
17,try,304
18,make,284
19,take,269
20,need,254
21,hear,207
22,eat,205
23,give,170
24,find,163
25,fall,153
26,sit,148
27,love,143
28,turn,130
29,throw,127
30,help,126
31,read,124
32,feel,119
33,tell,112
34,needta,109
35,let,101
36,wash,99
37,talk,98
38,can,94
39,hold,92
40,stand,89
41,walk,88
42,open,82
43,hurt,80
44,mean,76
45,work,73
46,drop,72
47,pull,69
48,leave,67
49,watch,67
50,wave,65
51,run,63
52,keep,62
53,sing,62
54,push,61
55,clean,61
56,chew,61
57,roll,60
58,move,60
59,wear,56
60,guess,55
61,bring,54
62,crawl,54
63,stay,54
64,change,54
65,close,52
66,shake,50
67,start,49
68,taste,46
69,reach,45
70,use,44
71,show,44
72,knock,43
73,clap,42
74,call,42
75,pick,41
76,hide,41
77,smell,40
78,happen,38
79,bite,36
80,stop,36
81,hafta,35
82,build,35
83,sound,34
84,bless,34
85,touch,34
86,check,33
87,finish,33
88,forget,32
89,drink,32
90,hope,32
91,fix,32
92,remember,32
93,laugh,32
94,blow,31
95,fly,31
96,bang,30
97,learn,30
98,wipe,30
99,feed,30
100,kiss,30
