rank,verb,frequency
1,be,124160
2,go,32078
3,do,27083
4,have,16785
5,get,16087
6,think,13303
7,know,13219
8,see,10635
9,say,8518
10,put,7735
11,want,7297
12,like,6801
13,wanna,6460
14,come,5379
15,look,5263
16,make,4533
17,happen,3280
18,eat,3182
19,take,3038
20,play,3029
21,need,2830
22,tell,2795
23,find,2314
24,can,1971
25,remember,1928
26,give,1914
27,sit,1727
28,mean,1720
29,fall,1650
30,try,1553
31,will,1298
32,hear,1181
33,show,1170
34,read,1142
35,help,1096
36,use,1069
37,bring,1060
38,talk,1035
39,finish,1018
40,buy,974
41,turn,959
42,call,951
43,start,942
44,work,925
45,run,916
46,hurt,891
47,fit,869
48,leave,852
49,open,829
50,hold,801
51,keep,793
52,feel,781
53,love,760
54,break,745
55,live,737
56,sleep,731
57,watch,730
58,move,692
59,needta,677
60,stay,668
61,walk,657
62,ask,649
63,draw,619
64,stand,582
65,wonder,569
66,would,567
67,cry,550
68,cut,547
69,sing,546
70,pick,532
71,drive,532
72,wear,528
73,wait,526
74,miss,523
75,bet,516
76,let,510
77,build,484
78,hide,477
79,pretend,474
80,hafta,469
81,throw,465
82,jump,451
83,catch,446
84,guess,441
85,stick,438
86,sound,434
87,fly,422
88,lose,420
89,fix,419
90,pull,413
91,stop,388
92,could,384
93,drink,383
94,wash,383
95,push,379
96,useta,378
97,forget,341
98,color,341
99,grow,332
100,blow,328
