rank,verb,frequency
1,go,4168
2,get,2086
3,do,1786
4,see,1393
5,have,1155
6,wanna,1080
7,know,932
8,want,802
9,say,755
10,think,728
11,put,696
12,like,637
13,come,490
14,play,404
15,look,389
16,try,304
17,make,284
18,take,269
19,need,254
20,hear,207
21,eat,205
22,give,170
23,find,163
24,fall,153
25,sit,148
26,love,143
27,turn,130
28,throw,127
29,help,126
30,read,124
31,feel,119
32,tell,112
33,needta,109
34,let,101
35,wash,99
36,talk,98
37,can,94
38,hold,92
39,stand,89
40,walk,88
41,open,82
42,hurt,80
43,mean,76
44,work,73
45,drop,72
46,pull,69
47,leave,67
48,watch,67
49,wave,65
50,run,63
51,keep,62
52,sing,62
53,push,61
54,clean,61
55,chew,61
56,roll,60
57,move,60
58,wear,56
59,guess,55
60,bring,54
61,crawl,54
62,stay,54
63,change,54
64,close,52
65,shake,50
66,start,49
67,taste,46
68,reach,45
69,use,44
70,show,44
71,knock,43
72,clap,42
73,call,42
74,pick,41
75,hide,41
76,smell,40
77,happen,38
78,bite,36
79,stop,36
80,hafta,35
81,build,35
82,sound,34
83,bless,34
84,touch,34
85,check,33
86,finish,33
87,forget,32
88,drink,32
89,hope,32
90,fix,32
91,remember,32
92,laugh,32
93,blow,31
94,fly,31
95,bang,30
96,learn,30
97,wipe,30
98,feed,30
99,kiss,30
100,hit,29
