rank,actual_frequency,predicted_frequency,squared_error,num_verbs
1,0.33543429529930513,0.3443247457976802,7.904011006405732e-05,100
2,0.1682075104193941,0.1295734259162752,0.0014925924853941336,100
3,0.09281808424157932,0.07315217888216916,0.0003867478336052775,100
4,0.05814156363230369,0.04875999447784555,8.801383979988042e-05,100
5,0.040410131231687,0.035597584484903036,2.3160606189980894e-05,100
6,0.030365984896774993,0.02752801983210443,8.054045708290586e-06,100
7,0.02273494023629379,0.022150319712776857,3.4178115651721186e-07,99
8,0.014741716788565019,0.018348955772889662,1.3012173090031483e-05,99
9,0.010627903171020539,0.015541262545077665,2.4141100338635036e-05,99
10,0.008660814551592953,0.013395787065397744,2.241996470648686e-05,99
11,0.006668789492668718,0.011711284988716455,2.5426760827661713e-05,97
12,0.00557578047272598,0.01035911557873564,2.2880294736384446e-05,96
13,0.0048033935296715865,0.009253544307566221,1.9803841945996225e-05,96
14,0.004344437604221396,0.008335424175443154,1.592797381167241e-05,96
15,0.003806030706544234,0.007562746795848503,1.4112915775637561e-05,96
16,0.003525378535401723,0.006904926498882924,1.1421344437469934e-05,95
17,0.0032719110657827306,0.006339211714212287,9.40833326785638e-06,95
18,0.002956439086830107,0.005848358724159903,8.363199188773698e-06,95
19,0.002762272496815326,0.005419081195282881,7.058632460252864e-06,95
20,0.0025639373376379693,0.005040991227300303,6.135795972291295e-06,94
21,0.0024459843493270057,0.004705860295264341,5.107039291026166e-06,93
22,0.0022929611130053226,0.004407093409317376,4.469555366309676e-06,93
23,0.0022135841738793968,0.004139348449401939,3.7085680448788637e-06,93
24,0.002068500269535482,0.003898256257736786,3.3480069763585303e-06,92
25,0.0019472178655034935,0.0036802118831865457,3.0032682653252468e-06,91
26,0.0018642829329964885,0.003482216867747064,2.6177102172174796e-06,90
27,0.0018050185875249352,0.003301758678768583,2.2402309007360437e-06,90
28,0.0017710434855162324,0.0031367175320943476,1.8650656014970438e-06,89
29,0.0017124897191792188,0.0029852936590873203,1.6200298694455861e-06,88
30,0.0016760905292964052,0.0028459500039861086,1.368571190521269e-06,87
31,0.0016044624566373914,0.002717366688706918,1.2385558297582629e-06,87
32,0.0015666853649759357,0.0025984045383890034,1.0644444527881436e-06,87
33,0.0014892731152316987,0.0024880756462912937,9.976064960510533e-07,87
34,0.0014506310600046596,0.0023855194534920464,8.74016308277427e-07,87
35,0.0014118066984183443,0.0022899831829295714,7.711939379484976e-07,87
36,0.0013733994186157302,0.0022008057368087084,6.846012153856599e-07,86
37,0.0013494437468802942,0.0021174043677452113,5.897635151992289e-07,86
38,0.0013148793471373208,0.0020392635857890097,5.24732525206987e-07,85
39,0.001310926308864932,0.0019659258788182134,4.2902443663898367e-07,85
40,0.0013073389930383394,0.0018969839121553765,3.4768113064053724e-07,85
41,0.0012880717738345214,0.001832073941443329,2.959383583630811e-07,84
42,0.001253419803390477,0.0017708702258043838,2.677549396563306e-07,81
43,0.0012154712298198158,0.0017130802697553494,2.4761475662556345e-07,81
44,0.0011955707833977691,0.0016584407549779336,2.142486105906223e-07,79
45,0.0011917422427219675,0.0016067140488808533,1.722015999067679e-07,79
46,0.0011630773743165638,0.0015576851974658291,1.5571533409060183e-07,79
47,0.001141011955302807,0.0015111593264845683,1.3700907639276853e-07,78
48,0.0011331407241588936,0.0014669593881332845,1.1143490041764732e-07,78
49,0.0011074167139959296,0.0014249242012554083,1.0081100446582804e-07,77
50,0.0010960430485337119,0.001384906741737527,8.344223325134787e-08,76
51,0.0010856816849421104,0.0013467726468967707,6.816849041440987e-08,74
52,0.0010684869624103999,0.001310398903489056,5.8521387236443245e-08,74
53,0.0010681111142525105,0.0012756726937676267,4.308180929080991e-08,74
54,0.0010650675932489166,0.0012424903779881687,3.1478844544630985e-08,72
55,0.0010650675932489166,0.0012107565950475448,2.1225285245080676e-08,72
56,0.001039679911679292,0.0011803834656830719,1.9797490109294626e-08,71
57,0.0010111659776494508,0.001151289884948499,1.9634709396752254e-08,70
58,0.0010208312072639192,0.0011234008926020182,1.0520540350356649e-08,69
59,0.0009961313282776723,0.0010966471116558262,1.0103422708123943e-08,67
60,0.000985835990500182,0.0010709642466986513,7.246820003392209e-09,66
61,0.0009738705265770576,0.0010462926347552175,5.244961752969086e-09,65
62,0.0009785871680390355,0.001022576842424818,1.9350914525671586e-09,63
63,0.0009785871680390355,0.0009997653038737644,4.4851343743422554e-10,63
64,0.0009785871680390355,0.000977809994967051,6.03997983817764e-13,63
65,0.0009629123492912717,0.0009566661394326116,3.9015137598422375e-11,61
66,0.0009620770538443527,0.0009362919434731648,6.648719168543387e-10,60
67,0.0009517212892907551,0.0009166483556892406,1.2301106714162441e-09,60
68,0.0009492498672722362,0.0008976988495636828,2.6575074267875884e-09,60
69,0.0009464854815950681,0.0008794092260920513,4.499224052306e-09,60
70,0.0009372579325944614,0.0008617474344326954,5.701835332638075e-09,59
71,0.0009372579325944614,0.0008446834087013794,8.570042474030814e-09,59
72,0.0009271107177111429,0.0008281889192537319,9.78552221004863e-09,59
73,0.0009215748683474938,0.0008122374369891045,1.1954673896050508e-08,59
74,0.0009215748683474938,0.0007968040093756168,1.5567767248580016e-08,59
75,0.000891131631062604,0.0007818651470415479,1.1939164530323708e-08,58
76,0.0008878846475631795,0.0007673987199056844,1.4516858763487149e-08,57
77,0.000838845896167637,0.0007533838619311382,7.303759295840502e-09,52
78,0.0008033667665417303,0.0007398008836855901,4.04062146328054e-09,49
79,0.0008033667665417303,0.0007266311919776703,5.888348403676402e-09,49
80,0.0008006895557070415,0.0007138572159157509,7.53985523363015e-09,49
81,0.0007973045936533664,0.0007014623388031298,9.185737814777695e-09,49
82,0.0007488905854524788,0.0006894308353435366,3.5354618830178496e-09,46
83,0.0007383734558917817,0.0006777478136840541,3.6754684930994102e-09,45
84,0.0007328029827093512,0.000666399161869788,4.409467422092813e-09,44
85,0.0007185046034567544,0.0006553714983266221,3.9857889633723364e-09,43
86,0.0007185046034567544,0.0006446521260258286,5.4541884226854135e-09,43
87,0.0006799183808095483,0.0006342289900176911,2.0875204309310475e-09,41
88,0.0006149353601438404,0.0006240906380511226,8.381911355956963e-11,38
89,0.0006075568673600134,0.000614226184022945,4.4479784750457196e-11,38
90,0.0006107260574230636,0.0006046252740243929,3.7219558077495784e-11,37
91,0.0005991720077635391,0.0005952780547738345,1.5162869886029005e-11,36
92,0.0005991720077635391,0.0005861751442439515,1.6891846134678638e-10,36
93,0.0005991720077635391,0.0005773076043089187,4.780521384264177e-10,36
94,0.0005991720077635391,0.0005686669152526989,9.305606690949152e-10,36
95,0.0005974843655440474,0.0005602449519936054,1.3867739215808466e-09,36
96,0.0005713805905527451,0.0005520339618929392,3.7429204050042333e-10,34
97,0.0005640275517835736,0.0005440265440269575,4.0004031128021997e-10,33
98,0.0005230187441046302,0.0005362156298117543,1.7415779236689667e-10,32
99,0.0005103421336293272,0.0005285944648800074,3.331475960845558e-10,31
100,0.0005049917097380345,0.0005211565921170181,2.6130342232637506e-10,31
101,0.0005032026918906256,0.0005138958357711669,1.1434332604995695e-10,31
102,0.0005032026918906256,0.0005068062865608897,1.2985894547555197e-11,31
103,0.0005032026918906256,0.0004998822877066286,1.1025083945105122e-11,31
104,0.0005023055059653415,0.0004931184218219828,8.440251505715376e-11,31
105,0.0005148247613782129,0.0004865094986035469,8.017541059983839e-10,29
106,0.0005148247613782129,0.00048005054326370874,1.2092462454751057e-09,29
107,0.0005112130270652804,0.0004737367856550613,1.4044686702370223e-09,29
108,0.0004324166139465803,0.0004675636500390597,1.2353141460860494e-09,26
109,0.0004324166139465803,0.00046152674545521673,8.473997564501082e-10,26
110,0.0004324166139465803,0.000455621856650454,5.384832889456836e-10,26
111,0.0004324166139465803,0.00044984493553128625,3.037463932599278e-10,26
