rank,verb,frequency
1,go,4552
2,do,3916
3,have,2823
4,get,2639
5,know,2408
6,think,2038
7,see,1627
8,like,1431
9,say,1388
10,want,1156
11,put,1076
12,wanna,1010
13,look,949
14,eat,903
15,tell,872
16,make,810
17,come,784
18,play,736
19,happen,717
20,take,473
21,find,387
22,remember,375
23,give,327
24,sound,323
25,need,315
26,read,290
27,sit,268
28,try,253
29,start,239
30,live,237
31,use,232
32,stick,218
33,fall,213
34,call,213
35,talk,209
36,run,195
37,mean,192
38,help,181
39,hear,174
40,work,173
41,can,169
42,fly,167
43,watch,159
44,show,156
45,turn,156
46,bet,152
47,leave,150
48,stay,149
49,open,145
50,drink,144
51,keep,141
52,ask,138
53,feel,133
54,finish,131
55,bring,130
56,jump,128
57,pick,127
58,walk,119
59,hold,118
60,guess,116
61,love,108
62,build,103
63,hafta,97
64,stand,97
65,let,96
66,wonder,92
67,buy,92
68,move,91
69,fit,89
70,drive,87
71,ride,83
72,pull,83
73,learn,80
74,fix,79
75,sleep,79
76,wave,79
77,will,78
78,lose,72
79,win,72
80,lie,72
81,wear,68
82,wait,67
83,pretend,66
84,grow,64
85,break,62
86,hurt,61
87,forget,61
88,stop,61
89,belong,60
90,would,59
91,could,57
92,catch,57
93,miss,56
94,end,56
95,roll,55
96,wash,55
97,cut,55
98,listen,53
99,count,53
100,throw,51
