rank,verb,frequency
1,do,1604
2,go,1494
3,know,889
4,have,864
5,think,827
6,get,779
7,see,551
8,say,484
9,wanna,483
10,like,459
11,want,403
12,put,385
13,tell,319
14,look,308
15,make,306
16,happen,304
17,play,282
18,come,246
19,take,191
20,eat,150
21,remember,130
22,find,122
23,need,108
24,can,107
25,read,104
26,help,96
27,fall,82
28,hafta,76
29,give,76
30,show,75
31,try,74
32,fix,69
33,use,66
34,talk,61
35,pick,61
36,drive,61
37,sit,61
38,win,59
39,start,57
40,live,57
41,call,57
42,hear,56
43,bring,56
44,turn,54
45,mean,49
46,will,48
47,jump,48
48,sound,47
49,ask,46
50,finish,45
51,watch,44
52,write,43
53,hold,42
54,walk,40
55,guess,40
56,open,38
57,needta,37
58,draw,37
59,sleep,36
60,bet,36
61,run,35
62,love,34
63,work,34
64,stand,34
65,learn,31
66,leave,31
67,knit,30
68,useta,30
69,sing,30
70,feel,29
71,wonder,29
72,sew,28
73,cut,28
74,catch,27
75,wear,27
76,stick,27
77,break,26
78,move,26
79,fight,26
80,feed,26
81,could,26
82,fit,26
83,let,25
84,paint,25
85,color,24
86,stay,23
87,deliver,23
88,hurt,23
89,ride,22
90,wake,22
91,build,22
92,count,22
93,lose,21
94,keep,21
95,pretend,19
96,rhyme,19
97,pull,18
98,cry,18
99,drink,17
100,set,17
