rank,verb,frequency
1,go,18474
2,do,15511
3,have,11430
4,know,10403
5,get,9988
6,think,8298
7,see,7037
8,say,6553
9,want,5158
10,like,4879
11,come,3997
12,put,3805
13,wanna,3718
14,look,3571
15,make,3200
16,tell,3094
17,eat,2820
18,take,2436
19,play,2297
20,happen,2147
21,need,1654
22,mean,1634
23,hear,1548
24,give,1381
25,find,1311
26,remember,1272
27,sit,1140
28,talk,1114
29,can,1097
30,try,999
31,fall,846
32,use,827
33,start,794
34,call,782
35,work,745
36,will,725
37,read,692
38,help,686
39,leave,682
40,bring,679
41,ask,671
42,buy,651
43,feel,640
44,turn,623
45,finish,616
46,sound,614
47,keep,604
48,run,597
49,love,580
50,let,559
51,show,543
52,stay,529
53,watch,515
54,walk,501
55,wonder,487
56,guess,475
57,pick,471
58,hurt,471
59,bet,446
60,hold,445
61,wait,430
62,would,421
63,break,420
64,live,405
65,hafta,402
66,stop,399
67,open,398
68,move,394
69,fit,394
70,wear,382
71,forget,369
72,useta,359
73,drive,356
74,write,349
75,fly,341
76,cut,337
77,build,334
78,needta,322
79,throw,319
80,sing,312
81,listen,306
82,jump,303
83,sleep,296
84,stand,290
85,could,287
86,lose,287
87,pull,282
88,catch,282
89,pretend,281
90,drink,271
91,cry,268
92,fix,258
93,hope,254
94,draw,248
95,win,247
96,wash,243
97,grow,237
98,miss,230
99,hit,229
100,understand,227
