rank,verb,frequency
1,go,19020
2,do,9998
3,get,7268
4,want,6755
5,have,6192
6,see,5963
7,wanna,5962
8,put,5409
9,say,4865
10,know,3807
11,think,3280
12,like,3170
13,look,2389
14,come,2357
15,make,1858
16,play,1707
17,take,1638
18,find,1371
19,sit,1281
20,eat,1252
21,need,1024
22,give,997
23,turn,990
24,read,927
25,fall,901
26,try,892
27,open,824
28,hear,735
29,throw,715
30,tell,696
31,help,664
32,fit,613
33,talk,548
34,hold,543
35,push,538
36,happen,516
37,show,483
38,draw,483
39,love,460
40,can,412
41,call,394
42,drink,383
43,pick,381
44,bring,371
45,pull,360
46,stay,357
47,move,353
48,work,349
49,fix,341
50,feel,330
51,mean,329
52,leave,326
53,close,321
54,use,318
55,remember,317
56,build,305
57,hurt,302
58,sleep,295
59,let,295
60,walk,289
61,cry,286
62,color,286
63,keep,283
64,sing,272
65,stand,267
66,wear,264
67,needta,261
68,roll,256
69,break,250
70,write,231
71,feed,228
72,finish,228
73,catch,224
74,will,218
75,wash,215
76,drive,214
77,run,214
78,cook,210
79,stop,208
80,touch,207
81,s,205
82,jump,205
83,blow,196
84,smell,184
85,drop,184
86,miss,176
87,brush,175
88,hide,168
89,watch,161
90,hafta,160
91,bet,159
92,ride,159
93,rid,159
94,wipe,159
95,pop,159
96,guess,157
97,sound,155
98,live,151
99,start,147
100,hit,145
