rank,verb,frequency
1,go,32078
2,do,27083
3,have,16785
4,get,16087
5,think,13303
6,know,13219
7,see,10635
8,say,8518
9,put,7735
10,want,7297
11,like,6801
12,wanna,6460
13,come,5379
14,look,5263
15,make,4533
16,happen,3280
17,eat,3182
18,take,3038
19,play,3029
20,need,2830
21,tell,2795
22,find,2314
23,can,1971
24,remember,1928
25,give,1914
26,sit,1727
27,mean,1720
28,fall,1650
29,try,1553
30,will,1298
31,hear,1181
32,show,1170
33,read,1142
34,help,1096
35,use,1069
36,bring,1060
37,talk,1035
38,finish,1018
39,buy,974
40,turn,959
41,call,951
42,start,942
43,work,925
44,run,916
45,hurt,891
46,fit,869
47,leave,852
48,open,829
49,hold,801
50,keep,793
51,feel,781
52,love,760
53,break,745
54,live,737
55,sleep,731
56,watch,730
57,move,692
58,needta,677
59,stay,668
60,walk,657
61,ask,649
62,draw,619
63,stand,582
64,wonder,569
65,would,567
66,cry,550
67,cut,547
68,sing,546
69,pick,532
70,drive,532
71,wear,528
72,wait,526
73,miss,523
74,bet,516
75,let,510
76,build,484
77,hide,477
78,pretend,474
79,hafta,469
80,throw,465
81,jump,451
82,catch,446
83,guess,441
84,stick,438
85,sound,434
86,fly,422
87,lose,420
88,fix,419
89,pull,413
90,stop,388
91,could,384
92,drink,383
93,wash,383
94,push,379
95,useta,378
96,forget,341
97,color,341
98,grow,332
99,blow,328
100,count,321
