subject_lemma,verb_lemma
he,have
he,know
what,happen
he,be
he,get
we,go
we,go
i,hear
she,be
she,be
he,hurt
he,try
he,bite
he,try
i,bet
they,like
they,do
they,help
you,put
that,be
they,help
you,get
you,help
they,get
you,help
they,get
you,have
they,do
you,bring
you,wanna
us,go
you,show
it,be
you,tell
what,be
you,put
you,say
you,do
you,do
you,mean
thing,be
you,know
they,call
those,be
you,go
you,wanna
that,do
you,do
you,know
we,do
you,know
we,do
it,be
we,read
you,take
you,take
you,go
you,go
we,go
we,sit
you,wanna
we,look
us,go
they,lose
they,begin
we,lose
one,be
jack,be
jack,be
jack,jump
this,be
you,have
you,do
you,burn
i,think
you,blow
you,be
they,burn
you,jump
they,burn
i,go
this,be
we,fall
you,do
you,do
you,do
you,fall
i,turn
boy,come
boy,be
who,look
he,be
i,be
i,live
i,get
i,lay
they,make
i,hadta
street,be
lane,be
wheelbarrow,break
wife,have
he,come
he,be
story,be
he,steal
he,go
bridge,fall
you,play
what,happen
they,laugh
they,do
cloudy,be
i,chance
you,do
you,do
you,do
she,do
she,give
she,give
simon,meet
that,be
simon,say
i,taste
pieman,show
he,want
i,m
he,wanna
you,be
they,have
fair,be
pieman,show
simon,say
i,have
he,be
he,have
she,lay
gentleman,come
hen,lay
shem,go
he,have
daddy,be
i,wanna
i,like
piggy,be
they,run
porgie,kiss
they,cry
boy,come
cow,jump
dish,be
spoon,do
what,go
mommy,come
dish,be
dish,be
spoon,have
they,afraide
he,fly
i,see
hubbard,go
she,get
cupboard,be
dog,have
she,go
she,get
he,play
she,go
she,come
he,feed
she,go
she,come
he,rid
you,have
that,be
that,be
who,live
i,guess
master,be
he,be
sukey,take
sukey,take
sukey,take
they,have
molly,grow
she,get
these,be
swine,be
she,get
get,be
she,get
she,be
she,get
i,know
she,get
it,be
she,wanna
man,rub_a_dub_dub
you,think
they,be
you,know
butcher,be
eater,have
he,keep
she,do
he,have
you,know
black+bird,bake
pie,be
bird,begin
that,be
king,be
queen,be
maid,be
you,know
you,sing
he,hold
it,be
piper,pick
peck,pick
piper,pick
peck,be
barber,shave
that,be
spratt,eat
wife,eat
you,see
they,lick
she,eat
she,eat
he,eat
he,be
she,be
you,know
cole,be
he,be
he,call
he,call
he,call
fiddler,go
he,have
he,go
tweedeedledeedeedledee,go
i,smell
he,be
i,grind
they,lose
they,begin
they,say
we,fear
we,lose
what,do
she,do
mommy,say
you,have
you,have
they,find
they,begin
see,see
we,find
you,have
we,have
kitten,put
we,fear
we,soil
they,begin
they,begin
cat,sit
mistress,snore
jack,take
two,buckle
pick,lie
what,make
you,come
you,useta
you,come
pussycat,be
she,have
she,have
she,have
she,take
queen,like
taffy,be
taffy,be
taffy,come
i,go
i,jump
taffy,be
taffy,be
taffy,come
i,go
i,be
i,take
garden,grow
muffett,sit
whey,come
who,sit
i,have
prettiest,see
she,wash
she,go
she,bake
she,brew
she,sit
miller,grind
baker,take
i,go
i,meet
wife,have
sack,have
cat,have
kit,cat
many,go
you,say
one,can
you,can
you,do
piggy,go
piggy,stay
piggy,have
piggy,have
i,find
you,do
you,do
thou,be
shalt,wash
he,do
they,be
you,see
they,be
i,see
i,wish
i,have
i,wish
sleep,wake
what,be
shem,be
you,play
bat,be
it,rain
you,know
i,think
it,go
it,be
i,wish
it,rain
you,measure
you,needta
you,measure
they,measure
they,measure
rug,be
you,go
i,come
you,know
you,hafta
you,take
you,mean
you,go
that,be
marianne,get
you,take
you,put
you,do
you,give
house,get
you,get
shem,go
i,be
i,ride
i,ride
i,know
i,drive
that,pull
i,know
i,drive
who,go
they,plan
i,think
lemme,tell
you,do
rug,roll
boy,be
it,happen
that,be
you,ride
it,get
i,think
people,ride
you,will
you,drive
you,drive
he,ride
i,agree
that,be
you,drive
you,be
xxx,stop
we,go
he,be
shem,be
you,need
i,know
you,go
we,work
we,will
us,cross
we,get
they,say
shem,go
you,go
you,go
shem,go
they,go
that,be
it,have
it,have
you,go
she,cook
she,go
you,have
it,be
they,live
it,be
you,meet
i,meet
he,make
he,be
shem,do
everybody,see
you,see
he,know
that,be
who,be
he,come
robin,be
you,read
he,read
us,go
baby,be
name,be
it,be
you,put
he,sleep
we,wake
us,put
we,cover
he,be
be,be
he,be
you,wanna
you,call
he,say
he,knock
he,be
he,wanna
he,shut
robin,run
you,wanna
boppie_bop,be
you,play
this,be
we,put
you,get
i,remember
i,go
i,be
you,play
that,be
i,say
i,put
you,wanna
you,spread
us,do
you,know
it,be
we,look
we,find
we,move
you,climb
you,be
we,sit
you,read
this,be
he,be
you,tell
it,be
he,touch
horse,be
he,come
that,be
i,hold
he,see
they,sit
you,read
he,be
you,go
he,be
baby,be
what,happen
this,be
you,know
this,be
this,be
that,be
you,call
you,go
you,tell
he,cook
we,wanna
he,cook
what,be
they,catch
they,do
i,know
i,guess
they,catch
what,happen
calf,go
he,get
what,happen
you,know
that,be
it,be
it,prick
it,be
it,hurt
calf,have
he,want
that,be
i,say
he,hurt
that,hurt
it,prick
you,tell
it,say
we,get
they,try
it,hurt
he,get
calf,drag
you,miss
page,be
it,be
he,come
this,be
you,know
you,go
you,lasso
he,get
hadta,stop
he,stop
he,be
he,come
he,get
owner,be
wire,be
it,be
they,take
that,be
they,want
he,be
that,be
that,be
that,be
it,be
it,be
who,own
you,own
they,put
this,mand
name,be
they,put
that,be
we,go
we,play
we,put
wanna,play
you,play
us,find
i,see
us,see
we,find
we,do
you,know
ball,be
you,mean
you,look
us,see
i,catch
you,go
who,be
we,go
i,catch
i,throw
i,throw
that,be
you,miss
i,miss
i,miss
i,throw
it,see
you,throw
i,go
i,miss
you,go
we,go
you,look
you,swim
you,do
you,look
you,go
you,do
station,be
shem,be
thing,be
that,be
you,make
it,work
that,be
you,learn
i,play
i,think
we,play
we,throw
we,put
we,forgot
you,miss
it,come
i,get
it,be
it,be
it,be
he,catch
we,go
you,give
we,do
i,go
it,be
i,know
ya,get
that,be
this,fit
i,know
matter,be
i,think
it,go
we,get
engine,be
it,go
we,have
engine,be
you,wind
it,be
we,get
we,wind
we,find
us,look
i,know
it,be
it,be
you,go
shem,be
we,get
i,see
you,be
we,give
it,be
shem,stop
you,be
you,do
it,go
we,go
we,go
we,go
we,go
we,go
it,go
we,go
it,go
you,help
i,count
we,go
it,go
engine,be
it,go
you,be
us,play
game,be
it,wind
what,happen
us,see
us,see
they,go
that,be
you,want
i,help
you,say
you,be
you,have
what,be
it,go
one,have
it,be
you,do
it,be
i,see
you,use
you,go
you,need
you,have
you,have
you,have
i,know
i,come
i,buy
i,bring
i,hadta
i,go
i,be
i,go
somebody,invite
i,go
i,leave
you,have
he,do
he,give
he,do
it,look
you,do
you,go
you,do
we,do
i,go
what,be
i,get
i,get
that,eat
i,get
you,get
us,put
us,put
that,be
you,want
i,put
you,have
you,have
we,have
we,have
robin,be
we,go
i,have
it,be
you,know
it,be
it,be
you,put
it,go
it,go
it,go
i,go
he,help
you,cook
tea+pot,be
they,be
you,do
i,think
we,dump
you,want
you,want
you,go
mm,sound
we,put
us,get
cake,do
i,think
you,make
you,need
this,be
we,needta
you,do
we,go
dough,be
dough,be
we,go
this,be
you,know
i,make
beater,be
this,be
it,work
that,be
that,look
thing,be
that,sound
robin,like
he,like
he,like
he,like
this,be
you,needta
needta,do
you,be
we,talk
you,come
you,tell
you,come
you,find
you,do
you,be
you,shut
you,shut
you,see
you,do
what,s
those,be
they,be
they,be
it,be
you,pick
you,need
i,see
sock,fall
we,go
you,know
you,put
you,know
you,do
i,play
we,go
we,turn
you,like
you,wanna
you,carry
it,be
you,carry
you,carry
you,carry
that,be
you,do
us,put
this,be
it,be
you,get
you,climb
you,do
you,climb
you,do
you,tell
you,use
telescope,make
he,go
you,do
you,get
you,wanna
i,get
i,think
we,move
you,do
we,put
it,be
this,be
i,have
that,mean
i,put
i,needta
we,put
you,reach
we,get
they,be
us,look
we,find
you,think
they,be
they,be
we,want
she,eat
you,go
they,move
we,have
they,put
they,move
we,have
you,think
we,have
we,load
us,put
baby,be
they,need
i,put
car,go
we,need
giraffe,get
anna,help
she,put
she,know
we,tell
we,put
she,put
we,let
she,play
she,want
they,be
they,go
they,drive
they,buy
they,get
it,be
you,go
who,get
i,think
baby,be
they,be
you,put
they,be
they,be
that,be
that,be
it,look
you,go
they,unload
they,move
man,load
you,go
you,go
man,help
she,want
she,go
you,think
we,unload
we,put
i,see
you,push
she,understand
we,do
she,give
she,feel
she,have
she,can
she,go
she,go
she,want
you,push
it,be
you,push
i,go
i,go
shem,like
you,like
you,want
i,think
i,go
i,get
i,keep
it,be
it,be
you,like
you,want
you,get
you,do
i,take
that,be
that,mean
you,wanna
wanna,go
we,go
we,go
you,see
that,mean
what,be
that,be
thing,be
it,do
that,mean
they,be
you,want
they,be
that,call
us,go
that,be
they,move
you,want
i,sit
i,go
noise,be
they,make
they,go
this,be
it,be
we,go
we,put
thing,be
us,put
that,be
we,put
that,be
you,be
i,think
that,be
you,know
us,see
us,see
i,think
they,want
it,work
we,get
you,move
you,help
kevin,move
you,help
he,move
he,move
you,do
you,tie
you,go
you,do
you,sit
you,sit
you,sit
front,be
i,see
you,mean
they,be
they,be
what,be
baby,be
it,fall
you,want
i,do
you,mean
they,go
you,mean
they,go
that,be
we,put
us,see
us,take
boy,be
they,go
you,mean
we,go
they,hafta
trailer,pull
trailer,be
that,pull
train,pull
what,pull
they,connect
we,go
i,have
we,hook
wanna,do
we,hook
they,go
they,move
you,wanna
you,put
i,see
that,be
it,break
we,put
they,be
they,go
you,go
you,do
hasta,go
you,find
it,go
us,have
they,pull
they,pull
motor,go
boat,go
you,know
we,do
we,take
it,get
we,take
everything,go
we,attach
they,be
they,be
they,hafta
house,get
they,get
we,go
they,be
we,untie
we,untie
xxx,be
we,do
we,load
we,put
that,go
it,be
it,stay
we,get
they,be
we,get
paper,be
we,sit
we,take
we,take
he,be
you,take
we,make
we,do
we,get
we,get
i,think
we,push
leg,be
i,go
they,be
we,play
you,make
you,make
snow+man,be
we,make
we,make
we,make
we,make
they,start
they,be
you,want
that,look
snow+man,be
you,have
you,want
you,have
you,want
you,mean
that,be
you,want
he,say
he,say
he,say
he,roar
he,roar
who,swim
he,roar
they,want
you,want
that,be
person,be
the,be
what,be
you,get
person,be
lion,go
us,put
you,make
people,say
you,want
they,live
they,say
you,be
they,be
they,wanna
that,be
they,go
us,put
mommy,be
she,sleep
it,be
she,be
daddy,be
kid,say
baby,go
it,go
you,wanna
you,mean
you,wanna
you,wanna
girl,go
we,make
they,go
we,close
one,be
we,put
us,look
you,want
us,leave
you,open
that,open
that,be
you,put
you,mean
you,get
that,mean
you,be
you,be
nineteen,mean
that,be
you,wear
they,wanna
you,cook
you,wanna
us,see
he,do
he,hide
i,mean
that,be
it,be
i,like
i,get
that,be
i,do
i,like
you,know
i,make
you,know
i,make
i,make
you,slice
you,have
you,have
it,be
i,clean
it,be
you,know
they,come
they,come
they,be
i,have
they,be
they,be
they,have
i,like
i,think
they,be
you,sprinkle
i,sprinkle
i,sprinkle
seed,be
i,get
ummhm,be
that,be
you,make
you,cook
who,be
they,go
katy,go
maggie,go
janet,go
janet,go
i,see
katy,be
we,put
these,be
we,go
we,have
froggie,come
name,be
i,like
beer'd,be
you,know
you,say
name,be
it,be
who,be
they,be
you,think
i,mean
those,be
you,know
name,be
who,be
name,be
you,wanna
i,know
it,be
you,know
it,look
it,look
staple,give
it,be
you,know
we,do
we,could
we,do
i,think
we,clean
it,be
i,bet
we,do
we,clear
we,help
we,put
we,take
we,do
you,show
play+dough,be
it,be
paper,have
you,go
some,be
paper,be
us,put
it,say
it,say
it,say
that,mean
you,be
that,be
you,go
we,put
we,get
paper,be
paper,be
we,go
you,wanna
what,be
you,do
you,mean
you,put
you,scoop
you,wand
name,go
you,hear
you,make
i,make
this,be
body,be
i,put
i,do
i,do
i,do
i,do
leg,be
i,make
we,go
you,want
i,make
one,be
i,go
yours,tell
i,be
you,want
i,make
this,look
i,do
mouth,be
face,be
you,think
i,make
one,be
i,make
lady,do
that,be
mommys,be
mommys,have
shem,be
cindy,be
we,make
we,pretend
it,be
what,be
you,mean
you,mean
that,be
i,make
i,make
he,lie
he,stand
we,wanna
shem,look
you,like
you,wanna
you,wanna
us,hide
us,hide
you,know
i,think
we,come
you,know
we,fight
he,go
i,know
you,know
we,yell
it,scare
he,go
he,be
he,go
lion,go
people,scar
i,go
they,say
you,be
you,make
snow+man,talk
who,be
you,be
you,be
you,do
he,mean
you,be
you,be
i,be
you,be
i,be
i,knock
i,help
you,get
leg,fall
leg,fall
we,do
we,do
that,be
we,do
she,do
i,feel
leg,be
you,eat
you,eat
i,have
i,pretend
those,be
i,can
i,wanna
i,wanna
i,do
us,make
us,make
you,make
that,be
we,put
this,be
that,be
we,make
you,want
some,pretend
i,do
shem,want
some,pretend
we,do
he,eat
shem,eat
shem,eat
i,want
you,have
i,put
she,do
that,be
she,make
she,play
you,do
you,find
you,do
you,find
you,go
you,walk
us,find
this,be
what,happen
he,be
you,be
i,go
i,like
i,like
what,be
what,be
you,say
she,be
you,hear
i,be
he,sleep
he,sleep
that,be
he,borrow
you,let
he,sleep
he,hear
you,chew
you,wanna
you,squash
i,squash
they,go
i,do
that,be
thing,be
it,be
thing,call
thing,call
it,do
you,think
you,like
you,make
what,happen
who,sleep
you,mean
he,want
he,cry
he,get
you,think
xxx,cry
that,be
we,get
that,be
it,be
you,get
i,think
it,come
matter,be
we,go
that,be
you,put
you,hadta
i,see
you,go
that,be
it,be
it,vam
it,get
what,vam
you,call
that,be
i,see
chip,be
i,want
i,be
you,get
you,have
you,buy
you,have
you,have
shem,let
i,see
you,have
you,do
you,put
it,be
thing,be
you,do
you,do
you,go
i,see
it,fall
i,wear
i,push
i,do
you,do
i,see
you,have
i,see
you,have
you,go
that,do
that,do
you,do
it,go
i,have
you,fall
it,hurt
it,be
that,be
it,be
you,ride
you,go
that,be
piece,be
that,make
that,be
that,be
you,go
you,go
you,want
i,do
it,push
it,cut
it,work
i,push
that,work
you,pick
you,need
you,know
you,get
we,push
one,see
i,try
what,happen
letter,do
one,do
it,be
one,have
that,be
one,make
that,make
print,feel
one,do
that,make
we,smooth
we,roll
that,do
you,go
you,go
you,get
that,be
you,bring
you,know
this,be
it,be
that,be
that,be
h,be
h,be
see,be
that,be
you,want
we,go
you,get
we,go
you,know
one,be
that,be
that,be
you,want
that,be
that,be
mine,be
it,be
they,buy
you,go
this,be
you,put
this,be
you,know
we,go
you,run
we,go
we,have
you,run
we,see
i,turn
it,record
it,play
i,get
these,be
i,play
you,hear
you,know
it,make
you,get
shem,tell
you,tell
thing,be
it,work
it,work
it,come
thing,be
i,see
it,have
you,have
you,get
they,fall
you,get
that,be
you,take
it,come
you,think
it,be
you,wanna
what,do
that,do
it,help
you,do
that,make
it,be
i,know
that,be
he,be
name,be
he,be
lemme,see
he,be
you,pet
you,go
you,go
i,help
us,go
us,wipe
i,wipe
we,take
you,know
you,call
you,go
that,be
you,call
they,know
you,go
we,get
you,take
you,go
you,do
they,come
you,be
you,go
they,go
you,keep
he,be
lion,be
lion,be
name,be
name,be
name,be
word,be
he,have
baby,have
name,be
that,be
name,be
this,be
that,be
name,be
name,be
name,be
we,do
jeremy,get
i,wanna
i,wanna
i,go
i,go
i,hug
we,make
that,be
you,mean
you,mean
you,mean
who,be
it,be
we,do
we,let
he,sit
he,do
you,be
can,be
i,go
i,know
you,be
you,go
you,take
he,cry
that,be
hammy,be
you,go
who,cry
we,pet
he,cry
he,be
he,be
you,cry
we,do
we,give
you,be
we,get
guy,be
we,go
we,get
us,go
us,go
three,come
it,be
us,take
we,put
he,take
that,be
he,stop
that,be
you,be
one,cry
cardboard,be
you,be
us,go
you,show
it,be
you,get
you,need
he,cry
monster,come
you,think
you,sell
you,sell
that,be
name,be
name,be
he,be
he,be
that,be
he,do
he,do
he,fix
that,be
that,be
i,want
you,move
house,do
he,do
he,do
it,make
it,do
it,look
friend,take
you,know
who,need
this,be
you,tell
thing,be
it,be
it,be
thing,be
you,mean
you,take
you,say
you,take
you,go
what,happen
you,go
trick,be
it,be
trick,be
you,put
you,put
you,leave
it,be
you,tell
trick,be
you,go
that,be
i,sit
it,fall
you,have
you,hafta
it,hurt
i,know
we,whack
that,make
it,hurt
ya,know
bark,come
it,be
that,be
somebody,whack
you,have
you,have
ya,be
brick,fall
that,be
it,be
you,go
you,go
that,lettuce
who,be
you,do
it,be
grass,be
you,go
lot,be
it,be
ya,get
those,be
i,go
i,be
that,be
it,be
water,spill
you,go
you,want
geese,dry
i,think
you,want
they,be
goose,get
it,matter
goose,get
you,take
toy+store,be
you,honk
they,be
it,go
i,hadta
hadta,turn
you,be
you,go
she,go
she,go
what,be
it,be
it,be
it,be
you,tell
it,be
everything,be
you,try
it,be
it,be
you,weight
you,know
you,be
you,be
you,be
you,be
you,be
you,be
you,look
it,be
you,do
it,go
it,work
that,hurt
it,be
i,think
i,hate
that,be
you,know
i,bet
you,fix
you,could
you,drive
you,can
you,pull
ya,walk
you,get
that,be
i,do
they,have
i,think
it,work
you,need
that,go
you,know
i,be
it,be
we,look
us,go
one,be
it,go
thing,be
you,wear
you,wear
you,wear
i,will
i,turn
you,see
it,be
this,be
string,come
i,put
it,keep
i,help
you,put
you,look
you,look
you,go
we,take
you,like
you,be
it,be
you,know
us,make
i,know
that,be
ya,know
we,look
we,need
us,get
we,find
you,want
they,eat
you,decide
you,want
animal,be
you,put
name,be
animal,be
name,be
one,be
cottontail,come
us,put
one,be
i,see
i,tie
ya,go
i,think
we,cut
this,be
one,be
you,wanna
you,go
i,say
you,put
he,stay
you,get
matter,be
i,guess
you,put
that,be
you,know
doggie,be
you,wear
you,do
lemme,try
you,be
we,tie
you,trip
one,be
us,see
who,get
they,have
us,try
i,know
this,be
you,know
you,sing
birthday,be
it,be
i,hope
you,be
we,make
you,have
i,wait
you,get
we,go
you,do
you,go
ya,go
you,hafta
i,wait
you,finish
we,start
you,go
i,touch
you,haf
you,get
you,lean
you,know
you,lean
you,push
you,know
i,see
you,do
we,do
us,see
we,ask
i,think
i,know
she,say
us,ask
it,be
we,do
we,do
you,know
i,get
that,be
it,be
i,do
shem,be
we,go
that,be
you,take
ya,get
you,do
that,be
we,useta
we,useta
i,go
they,be
we,do
i,have
i,bring
these,be
we,buy
we,go
they,look
one,last
it,be
i,remember
it,be
we,put
i,have
you,get
it,have
it,look
we,use
useta,be
we,starve
we,get
it,be
you,do
you,wanna
we,finish
they,get
you,eat
i,put
you,want
i,put
you,eat
it,work
you,wipe
it,get
that,be
that,be
we,stir
you,do
yellow,be
i,know
it,go
we,forget
we,use
you,want
shem,in_case
you,get
sweater,be
i,know
you,use
you,know
ummhm,look
i,go
you,scare
they,know
i,lie
you,think
that,be
thing,be
you,do
that,be
hand+print,let
us,see
you,wanna
what,happen
what,happen
it,get
it,do
you,wanna
you,wand
you,wanna
you,go
you,use
what,be
that,be
it,go
you,use
hand,be
you,mean
that,be
this,be
thing,be
you,know
they,look
they,be
they,be
they,go
it,be
ear,be
you,make
ear,be
it,be
you,fit
you,fit
you,need
you,need
you,fit
that,be
ya,hafta
mm,be
those,be
you,smooth
you,hafta
you,could
you,go
i,go
you,know
you,get
a,get
that,be
it,say
they,look
other,be
we,use
they,call
it,work
you,know
what,go
news,be
it,be
it,be
we,go
that,be
that,be
that,fit
needta,put
shem,say
you,come
he,say
i,wand
i,wand
what,be
that,be
part,be
that,be
i,see
you,go
you,wanna
this,be
paint,go
you,empty
i,empty
that,be
you,do
you,make
you,make
you,cover
you,know
you,do
you,go
you,like
i,have
that,be
i,have
i,get
that,be
that,look
you,see
you,know
this,look
it,look
that,be
he,be
he,be
he,do
you,like
he,want
he,want
he,want
he,want
he,go
name,be
he,get
elephant,want
wanna,see
robin,come
he,be
he,be
we,play
he,be
he,have
that,be
i,write
it,be
you,see
house,be
house,be
it,be
that,be
that,be
he,come
he,want
they,move
that,be
you,meet
she,be
that,be
i,bet
she,crawl
she,do
you,get
elephant,cover
you,go
he,do
that,be
munsister,be
name,be
he,have
name,be
he,play
he,play
that,be
he,play
he,hurt
y,do
we,know
mackey,go
he,be
he,be
that,be
he,say
it,be
it,look
mm,put
you,want
i,go
i,get
that,feel
it,feel
i,will
that,be
i,get
i,guess
i,wash
you,get
arm,fix
they,be
you,keep
i,go
who,be
shem,look
they,look
they,be
they,look
you,put
you,put
we,put
you,make
wanna,do
you,wanna
you,wanna
you,know
you,do
you,put
you,go
we,go
this,come
it,soak
we,use
i,get
you,soap
that,be
it,green
sock,be
that,be
shem,look
it,be
ya,get
you,lift
it,go
we,go
it,be
we,save
we,dry
we,go
i,show
it,be
you,wash
what,be
you,leave
we,put
us,try
i,put
us,start
you,want
you,do
us,put
you,wanna
that,be
us,do
sink,be
he,sit
you,go
who,cut
water,come
it,get
it,m
it,be
it,be
i,try
it,be
we,go
you,try
i,hold
that,be
it,be
i,go
it,be
you,have
you,wanna
you,get
xxx,get
lemme,dry
arm,be
we,go
that,be
you,get
shower,sit
you,lean
it,be
you,go
i,pour
you,go
it,be
we,get
you,know
we,live
i,go
that,be
i,see
we,rinse
we,dry
you,think
we,do
we,do
i,wipe
we,go
it,go
i,see
i,know
it,fit
i,think
i,rip
paper,s
that,hold
we,do
we,do
you,see
you,wanna
he,play
you,be
i,do
we,make
thing,be
that,look
that,look
that,be
it,do
that,be
it,look
this,be
it,be
we,go
you,think
you,make
i,bet
i,help
it,do
you,think
it,hurt
it,be
it,go
it,look
you,be
which,be
which,be
you,want
you,know
that,be
it,look
it,be
us,start
you,want
cracker,be
we,start
you,be
you,needta
you,think
it,be
i,know
this,look
it,need
you,be
these,be
these,be
that,be
color,be
you,know
i,bet
you,be
you,find
what,happen
it,fall
we,try
you,need
you,do
we,see
this,work
it,need
it,stand
it,need
that,be
that,be
that,be
you,need
it,work
us,try
it,work
one,work
we,need
we,see
it,work
one,work
we,need
we,see
it,work
it,work
shem,tell
i,see
you,tell
he,say
that,be
that,be
we,make
he,tell
he,tell
he,tell
which,one
that,be
you,be
you,wanna
i,think
you,need
she,be
she,be
we,carry
she,like
she,refuse
she,sit
she,cry
you,carry
she,be
you,know
i,see
you,be
i,have
they,be
you,wanna
you,think
we,play
we,get
you,hand
you,take
i,go
i,go
you,take
we,put
we,go
we,put
that,be
you,make
shem,stand
it,stand
you,ask
lego,be
xxx,think
you,have
you,put
i,take
we,go
it,be
you,know
we,put
we,put
booklet,go
you,do
you,be
it,go
that,be
you,go
trouble,be
you,wanna
trouble,be
who,make
you,go
you,want
i,leave
i,tape
you,want
this,close
i,see
you,mean
you,want
this,go
it,be
that,be
you,want
one,do
you,do
i,come
i,sit
you,do
you,hammer
it,come
i,see
you,have
this,be
it,be
shem,hammer
you,want
i,guess
i,take
you,want
it,belong
you,take
top,fall
it,be
i,mean
you,be
you,bump
it,move
you,take
top,go
she,want
she,go
you,have
what,happen
it,stay
that,be
that,be
that,be
that,be
you,can
you,get
you,poke
you,poke
it,be
san,slam
what,zamme
it,be
it,be
you,saw
top,be
you,get
that,be
you,want
you,want
it,do
tool,be
they,fall
they,be
what,be
that,be
i,camp
what,happen
it,be
i,see
one,be
you,need
that,be
i,think
it,stay
it,look
you,use
you,want
that,be
that,be
they,do
they,do
that,make
they,seem
you,see
what,happen
you,poke
you,poke
it,do
that,be
what,be
that,be
what,be
milk,come
hax,be
it,let
you,put
milk,come
it,be
what,happen
it,stick
you,think
i,rake
i,r
you,wanna
it,make
you,mean
you,want
i,turn
we,keep
wind,be
it,float
he,be
he,do
he,get
wind,blow
he,have
he,hold
he,fall
he,hurt
it,be
you,hurt
it,be
you,fall
you,hurt
cat,know
people,have
cat,be
wind,be
wind,be
that,move
you,feel
hand,be
it,feel
nothing,touch
curtain,move
you,feel
you,do
you,stand
curtain,move
you,open
curtain,move
you,feel
you,see
it,be
it,be
it,be
you,see
you,see
this,be
that,be
it,be
air,make
curtain,move
you,blow
you,feel
air,touch
lick,go
it,say
that,feel
you,feel
you,go
wind,feel
it,blow
it,blow
water,be
he,do
he,be
i,know
he,be
he,get
he,do
that,be
you,float
you,float
they,go
place,have
we,go
you,feel
you,blow
air,take
she,do
kitty,do
she,have
they,be
you,see
boy,do
it,make
dog,eat
that,kit
he,do
you,make
you,do
you,make
you,mean
you,like
people,put
i,know
it,be
we,open
i,see
thing,be
it,be
it,be
you,go
she,go
she,like
he,get
he,roll
adult,be
some,be
some,be
they,hurt
some,look
you,go
you,mean
you,go
you,go
clown,go
you,want
i,come
i,take
i,let
anything,happen
some,put
you,know
