subject_lemma,verb_lemma
you,be
i,love
i,love
that,taste
that,be
that,be
he,taste
big_bird,taste
i,love
i,love
i,do
i,do
i,love
this,be
we,go
we,do
you,be
we,have
we,have
that,be
what,be
that,be
that,look
old_mcdonald,have
he,have
old_mcdonald,have
he,have
macdonald,have
he,have
macdonald,have
we,be
i,guess
this,be
kind,mess
name,be
name,be
name,be
name,be
you,be
i,have
that,be
i,chew
you,love
you,love
you,drool
you,like
you,look
you,look
i,want
that,be
that,be
it,be
we,get
you,be
that,be
you,wanna
you,do
what,be
car,have
you,see
i,eat
you,be
wanna,walk
you,wanna
we,get
wanna,play
i,wanna
this,make
you,bang
you,go
end,be
you,get
hair,come
i,wanna
big_bird,go
us,see
you,do
i,go
that,be
i,go
i,go
you,put
you,put
you,put
you,take
you,go
you,get
you,get
you,get
whoops,all_gone
you,take
you,take
it,fall
it,fall
you,wanna
us,put
one,go
you,want
this,be
this,be
that,be
you,wanna
what,be
you,be
you,have
mot,be
we,know
that,be
that,be
you,like
you,like
big_bird,say
i,love
i,love
i,want
you,say
it,be
i,chew
i,chew
who,be
who,be
that,be
that,be
baby,give
baby,give
you,wanna
chi,be
she,be
you,bang
mot,bang
mot,bang
ahhah,look
you,make
you,make
what,be
you,wanna
what,be
what,be
you,get
you,wanna
you,get
i,go
i,go
you,get
they,come
they,come
you,get
you,take
it,come
you,take
you,take
wanna,take
wanna,look
you,get
they,come
they,come
they,come
you,put
you,go
you,take
you,take
you,take
you,think
you,think
you,think
that,be
that,be
that,be
that,be
us,look
us,look
you,wanna
you,wanna
you,have
you,have
you,think
you,do
you,do
you,like
you,like
we,have
you,touch
that,be
that,be
it,be
who,be
who,be
who,be
that,be
who,be
that,be
what,be
that,be
that,be
that,be
that,be
what,be
that,be
that,be
you,wanna
kitty+cat,say
kitty+cat,say
that,be
that,be
what,be
that,be
you,wanna
kitty+cat,say
that,be
you,got
that,be
that,be
it,be
you,get
wanna,hold
wanna,hold
you,go
you,go
you,think
you,think
you,think
that,be
it,be
that,be
that,entertain
that,be
piggie,say
it,be
you,think
you,think
you,think
wanna,do
wanna,do
you,like
you,like
you,do
it,be
it,be
wanna,hold
it,be
it,be
it,be
it,be
you,think
that,be
you,have
you,see
you,see
that,be
that,be
you,go
you,go
you,put
you,put
i,know
ton,do
i,know
i,know
i,know
i,like
you,see
that,be
that,be
you,do
who,be
who,be
that,be
it,be
kitty+cat,say
you,be
that,be
that,be
you,do
you,do
that,be
that,be
that,be
it,be
it,be
it,be
i,wanna
i,wanna
us,get
you,do
you,do
wanna,hold
you,go
i,wanna
i,wanna
you,go
you,go
you,go
that,be
it,be
thing,be
thing,be
that,be
us,see
what,be
i,see
you,like
i,get
who,be
that,be
cat,say
you,wanna
you,go
you,go
us,turn
what,be
that,be
it,be
that,be
cat,be
you,see
cat,say
us,look
wanna,hold
you,wanna
you,see
you,do
you,do
you,do
you,do
it,go
it,go
it,be
it,be
it,be
it,say
pig,go
it,be
it,be
that,be
that,be
chi,look
that,be
you,wanna
you,go
you,wanna
that,be
you,wanna
you,go
you,go
we,put
what,be
that,be
that,be
that,be
he,go
he,go
he,go
he,go
you,go
wanna,play
you,go
you,go
that,be
it,be
you,want
you,go
you,go
i,wanna
i,wanna
chi,look
you,get
you,hear
one,be
that,go
i,wipe
i,wipe
that,make
mama,hold
that,be
you,wanna
you,wanna
you,hold
chi,be
he,be
that,be
it,have
you,want
you,go
this,have
you,go
you,go
that,be
that,be
thing,be
what,be
that,be
that,be
that,be
that,be
cat,say
that,be
you,be
it,go
it,go
you,like
you,do
you,like
it,get
it,get
you,go
i,hold
you,go
it,go
it,be
that,be
you,go
you,get
you,wanna
you,wanna
you,wanna
we,put
chi,get
you,wanna
that,be
you,wanna
fun,be
you,put
i,see
you,put
mama,help
you,go
you,wanna
we,get
that,be
that,be
that,be
what,be
i,remember
you,remember
we,like
you,wear
you,wanna
mom'll,wear
us,let
momma,wear
you,wanna
you,go
it,be
you,get
you,see
big_bird,be
momma,give
we,watch
you,wanna
i,wanna
wanna,eat
that,be
bird,do
bird,quack
that,be
that,be
we,like
that,be
big_bird,like
he,do
we,sing
we,sing
you,see
you,be
you,look
we,do
momma,read
we,read
you,open
it,be
who,be
that,be
that,be
you,know
kitty+cat,say
kitty+cat,say
what,chase
allison,say
we,teach
you,know
we,go
it,be
it,be
that,be
that,look
i,remember
you,like
you,wanna
one,make
mom,hold
wanna,read
he,have
we,see
that,be
momma,like
they,have
it,go
it,do
it,go
tutus,look
that,be
sister,want
she,think
she,want
that,be
kitty,be
we,be
we,talk
chi,like
we,keep
we,do
chi,like
shoulder,shrug
they,have
you,like
it,make
wind,chime
you,go
you,want
i,move
you,see
we,do
you,be
you,be
i,get
that,be
piggy,do
you,see
you,see
that,be
you,have
we,come
you,do
you,have
you,want
you,like
you,do
piggy,be
oink,be
oink,be
you,wanna
momma,say
cow,say
that,be
cow,say
you,remember
i,have
that,be
that,be
you,know
you,like
yay,be
what,go
they,go
they,fall
they,be
you,want
big_bird,quack
i,guess
bird,say
ducky,quack
birdie,say
they,eat
we,put
they,do
you,see
lots_of,bird
you,want
that,be
car,go
you,get
you,get
you,want
he,say
i,get
you,get
you,like
you,go
i,guarantee
i,have
you,have
you,have
that,be
that,taste
that,taste
that,be
you,know
i,see
you,eat
you,try
yay,do
you,try
you,think
they,be
momma,say
you,wanna
yay,taste
that,taste
that,taste
it,say
it,say
that,be
hand,do
we,wave
chi,go
you,do
you,wave
that,be
big_bird,wave
us,see
big_bird,wave
big_bird,say
big_bird,say
he,disappear
big_bird,go
big_bird,go
big_bird,go
big_bird,be
big_bird,disappear
yay,be
you,see
that,taste
that,taste
you,chew
it,taste
you,want
you,wanna
you,wanna
i,put
that,be
it,be
you,get
you,look
you,be
you,like
you,wanna
yay,be
that,be
you,chew
you,chew
you,want
she,be
she,be
i,be
they,talk
chi,say
i,wanna
i,wanna
momma,get
you,love
we,love
you,love
we,love
you,want
you,remember
you,make
they,go
they,go
yay,hang
it,hang
it,be
that,be
it,be
that,be
ahhah,be
big_bird,give
big_bird,give
chi,be
you,want
big_bird,sit
you,want
big_bird,sit
you,hug
you,give
you,give
you,shake
you,shake
you,hear
ahhah,watch
he,go
you,hear
i,love
i,love
you,want
you,make
it,play
you,hear
you,hear
you,give
you,give
you,give
what,be
chicken,do
what,be
birdie,do
you,go
you,hold
you,hold
you,hear
you,hear
what,be
what,be
this,be
you,see
you,see
they,go
they,disappear
that,be
that,be
i,think
you,get
i,think
you,get
i,think
you,get
book,be
book,be
you,hear
who,be
who,be
what,be
what,be
you,see
you,see
you,go
what,be
he,be
you,go
us,see
us,see
it,be
this,be
that,be
that,be
that,be
that,feel
that,feel
this,be
that,be
that,be
that,be
that,be
that,be
that,be
that,be
that,be
that,be
it,be
this,be
that,be
you,see
that,be
that,be
you,have
you,do
you,have
you,call
this,be
that,be
you,go
you,go
cow,go
good,be
good,be
pig,go
cow,go
you,see
