rank,verb,frequency
1,go,4407
2,do,3612
3,have,2757
4,get,2719
5,know,2390
6,want,2196
7,think,2023
8,like,1569
9,say,1306
10,see,1167
11,put,923
12,look,910
13,eat,886
14,tell,792
15,make,765
16,come,765
17,play,665
18,happen,552
19,take,431
20,find,395
21,remember,374
22,need,337
23,sound,329
24,give,317
25,live,263
26,sit,235
27,start,234
28,read,232
29,stick,227
30,use,226
31,fall,207
32,call,201
33,try,196
34,talk,195
35,mean,189
36,run,185
37,work,167
38,fly,165
39,hear,164
40,can,160
41,help,157
42,bet,150
43,watch,148
44,stay,147
45,show,143
46,turn,137
47,keep,136
48,drink,135
49,bring,132
50,ask,131
51,open,130
52,pick,119
53,love,118
54,feel,117
55,finish,117
56,jump,116
57,leave,115
58,guess,114
59,hold,110
60,walk,108
61,ride,98
62,wonder,92
63,forget,92
64,buy,91
65,let,86
66,stand,86
67,build,86
68,will,85
69,fit,85
70,learn,81
71,lose,78
72,wave,78
73,drive,73
74,pull,72
75,wear,70
76,win,70
77,sleep,70
78,move,67
79,fix,63
80,pretend,63
81,belong,61
82,break,60
83,grow,59
84,hurt,59
85,wait,57
86,stop,57
87,miss,56
88,roll,54
89,lay,54
90,end,54
91,could,53
92,haft,53
93,would,52
94,write,52
95,wash,51
96,cook,51
97,hope,50
98,catch,50
99,throw,48
100,carry,48
