verb,subject,frequency,rank,total,proportion
do,you,666,1,1461,0.45585215605749485
do,he,133,2,1461,0.09103353867214237
do,i,129,3,1461,0.08829568788501027
do,we,125,4,1461,0.08555783709787816
do,they,88,5,1461,0.06023271731690623
do,she,59,6,1461,0.040383299110198494
do,who,53,7,1461,0.03627652292950034
do,it,37,8,1461,0.025325119780971937
do,that,16,9,1461,0.010951403148528405
do,firstname,7,10,1461,0.004791238877481177
do,daddy,6,11,1461,0.004106776180698152
do,dad,5,12,1461,0.0034223134839151265
do,man,5,13,1461,0.0034223134839151265
do,billy,5,14,1461,0.0034223134839151265
do,boy,4,15,1461,0.0027378507871321013
do,girl,4,16,1461,0.0027378507871321013
do,baby,4,17,1461,0.0027378507871321013
do,one,4,18,1461,0.0027378507871321013
do,christopher,4,19,1461,0.0027378507871321013
do,car,3,20,1461,0.002053388090349076
do,bro,3,21,1461,0.002053388090349076
do,frog,3,22,1461,0.002053388090349076
do,seamstress,2,23,1461,0.0013689253935660506
do,person,2,24,1461,0.0013689253935660506
do,chi,2,25,1461,0.0013689253935660506
do,cat,2,26,1461,0.0013689253935660506
do,horse,2,27,1461,0.0013689253935660506
do,tiger,2,28,1461,0.0013689253935660506
do,truck,2,29,1461,0.0013689253935660506
do,animal,2,30,1461,0.0013689253935660506
do,monkey,2,31,1461,0.0013689253935660506
do,momma,2,32,1461,0.0013689253935660506
do,alison,2,33,1461,0.0013689253935660506
do,chip,2,34,1461,0.0013689253935660506
do,boss,2,35,1461,0.0013689253935660506
do,dorothy,2,36,1461,0.0013689253935660506
do,penguin,1,37,1461,0.0006844626967830253
do,laura,1,38,1461,0.0006844626967830253
do,which,1,39,1461,0.0006844626967830253
do,university,1,40,1461,0.0006844626967830253
do,lady,1,41,1461,0.0006844626967830253
do,pam,1,42,1461,0.0006844626967830253
do,some,1,43,1461,0.0006844626967830253
do,wheel,1,44,1461,0.0006844626967830253
do,anybody,1,45,1461,0.0006844626967830253
do,word,1,46,1461,0.0006844626967830253
do,magnet,1,47,1461,0.0006844626967830253
do,grandfather,1,48,1461,0.0006844626967830253
do,mommy,1,49,1461,0.0006844626967830253
do,boxer,1,50,1461,0.0006844626967830253
do,casey,1,51,1461,0.0006844626967830253
do,joel,1,52,1461,0.0006844626967830253
do,rich,1,53,1461,0.0006844626967830253
do,madaline,1,54,1461,0.0006844626967830253
do,the,1,55,1461,0.0006844626967830253
do,all,1,56,1461,0.0006844626967830253
do,thing,1,57,1461,0.0006844626967830253
do,teddy,1,58,1461,0.0006844626967830253
do,home,1,59,1461,0.0006844626967830253
do,dog,1,60,1461,0.0006844626967830253
do,ambulance,1,61,1461,0.0006844626967830253
do,tanker,1,62,1461,0.0006844626967830253
