rank,verb,frequency
1,go,31013
2,do,24260
3,get,16688
4,have,15538
5,want,14014
6,think,13242
7,know,13164
8,say,8267
9,see,8073
10,like,7387
11,put,6820
12,come,5030
13,look,4902
14,make,4306
15,eat,3080
16,need,2840
17,take,2819
18,play,2691
19,tell,2688
20,happen,2463
21,find,2165
22,remember,1921
23,give,1840
24,can,1696
25,mean,1673
26,fall,1624
27,sit,1623
28,try,1278
29,hear,1145
30,use,1062
31,bring,1029
32,show,1006
33,will,984
34,buy,978
35,talk,941
36,help,931
37,finish,913
38,work,907
39,start,895
40,hurt,880
41,read,871
42,run,868
43,fit,865
44,turn,827
45,keep,797
46,love,793
47,call,787
48,leave,778
49,open,761
50,live,757
51,hold,745
52,break,714
53,feel,710
54,watch,706
55,sleep,675
56,stay,675
57,ask,635
58,walk,626
59,wonder,573
60,move,567
61,draw,560
62,stand,527
63,wear,522
64,wait,516
65,bet,514
66,would,514
67,sing,503
68,cry,498
69,drive,496
70,pick,485
71,pretend,478
72,let,472
73,miss,468
74,forget,467
75,hide,463
76,lose,459
77,throw,445
78,guess,428
79,sound,421
80,jump,418
81,build,418
82,cut,413
83,catch,393
84,fly,384
85,fix,376
86,drink,371
87,pull,370
88,stick,360
89,stop,360
90,push,348
91,wash,347
92,could,338
93,hope,330
94,blow,304
95,ride,301
96,write,298
97,haft,292
98,grow,292
99,drop,280
100,wake,279
