rank,verb,frequency
1,go,17358
2,want,12610
3,do,8481
4,get,7051
5,have,5953
6,say,4445
7,put,4271
8,see,4054
9,know,3788
10,like,3537
11,think,3256
12,come,2091
13,look,1872
14,make,1694
15,take,1370
16,play,1277
17,find,1242
18,eat,1171
19,need,1031
20,sit,1004
21,give,899
22,fall,869
23,turn,715
24,hear,713
25,open,680
26,try,673
27,tell,657
28,throw,643
29,fit,620
30,read,604
31,talk,494
32,help,475
33,push,469
34,love,466
35,hold,451
36,draw,392
37,drink,354
38,show,349
39,can,348
40,stay,348
41,call,328
42,work,326
43,happen,318
44,bring,317
45,remember,309
46,mean,308
47,hurt,297
48,pick,295
49,fix,295
50,use,294
51,pull,281
52,feel,280
53,leave,273
54,move,264
55,ride,264
56,keep,253
57,wear,249
58,cry,248
59,close,244
60,let,242
61,build,237
62,sleep,236
63,break,234
64,sing,231
65,walk,222
66,roll,220
67,stand,213
68,feed,200
69,run,197
70,will,195
71,catch,195
72,drive,189
73,stop,187
74,drop,185
75,blow,185
76,write,184
77,finish,176
78,cook,174
79,smell,174
80,miss,171
81,jump,170
82,color,170
83,touch,166
84,hide,165
85,guess,157
86,bet,155
87,wash,154
88,brush,153
89,sound,153
90,live,153
91,bite,138
92,lose,138
93,watch,136
94,ask,133
95,dance,133
96,forget,131
97,hit,131
98,climb,129
99,start,122
100,taste,121
