rank,verb,frequency
1,be,31322
2,go,9386
3,have,7043
4,think,5885
5,do,5788
6,get,5201
7,know,4426
8,like,4187
9,see,2968
10,want,2661
11,play,2555
12,say,2326
13,put,1607
14,wanna,1478
15,look,1419
16,try,1312
17,come,1206
18,make,1185
19,eat,1002
20,mean,892
21,seem,875
22,recognize,800
23,take,734
24,give,652
25,read,643
26,need,634
27,love,626
28,sit,487
29,find,453
30,guess,448
31,pick,444
32,feel,421
33,hear,409
34,start,355
35,remember,332
36,tell,326
37,talk,315
38,fall,310
39,turn,307
40,keep,307
41,hold,304
42,show,287
43,can,282
44,let,261
45,notice,254
46,use,247
47,pull,241
48,ask,231
49,stand,230
50,throw,227
51,help,225
52,prefer,220
53,chew,218
54,work,211
55,move,194
56,will,188
57,change,185
58,walk,174
59,sing,171
60,happen,170
61,touch,170
62,open,159
63,watch,157
64,leave,156
65,shake,155
66,needta,154
67,drop,152
68,dunno,145
69,wash,141
70,roll,141
71,call,140
72,push,139
73,crawl,138
74,bring,133
75,wave,132
76,bang,131
77,clean,131
78,stop,125
79,send,124
80,grab,123
81,feed,122
82,sound,121
83,enjoy,120
84,drink,119
85,finish,118
86,stay,117
87,run,116
88,wonder,115
89,build,114
90,clap,113
91,care,108
92,hide,108
93,hurt,106
94,knock,100
95,taste,98
96,catch,95
97,would,94
98,pretend,92
99,wear,90
100,laugh,90
