rank,verb,frequency
1,be,17839
2,do,5219
3,go,4376
4,have,2999
5,think,2934
6,know,2602
7,get,2169
8,say,2080
9,see,2064
10,like,1451
11,want,1312
12,wanna,1195
13,tell,1062
14,make,883
15,happen,851
16,put,763
17,look,760
18,play,634
19,come,587
20,mean,460
21,take,452
22,eat,436
23,start,416
24,remember,403
25,need,359
26,call,303
27,read,302
28,use,251
29,try,243
30,help,242
31,give,238
32,find,218
33,hit,210
34,can,209
35,talk,207
36,hear,202
37,wear,164
38,color,163
39,move,162
40,show,157
41,ask,152
42,sound,149
43,turn,148
44,fall,145
45,live,137
46,work,137
47,sit,128
48,love,127
49,bring,120
50,feel,120
51,watch,119
52,guess,116
53,pick,115
54,finish,115
55,paint,113
56,bet,113
57,hafta,111
58,fix,109
59,will,103
60,learn,102
61,jump,97
62,walk,94
63,keep,92
64,let,90
65,drive,89
66,win,86
67,write,85
68,understand,84
69,grow,84
70,hold,83
71,run,80
72,wash,79
73,brush,75
74,dress,74
75,feed,73
76,draw,71
77,open,70
78,leave,68
79,stay,67
80,build,67
81,share,67
82,press,67
83,hurt,66
84,cut,66
85,buy,65
86,useta,65
87,skip,64
88,sleep,61
89,push,60
90,stand,60
91,miss,59
92,break,57
93,fly,57
94,lose,55
95,pretend,55
96,would,54
97,could,53
98,wonder,52
99,needta,51
100,teach,51
