rank,verb,frequency
1,be,14960
2,go,3960
3,do,3878
4,have,2662
5,think,2289
6,know,2147
7,get,1874
8,say,1565
9,see,1450
10,want,1402
11,like,1203
12,wanna,1187
13,tell,827
14,put,632
15,make,631
16,look,573
17,eat,554
18,play,517
19,come,468
20,read,435
21,happen,385
22,start,358
23,mean,355
24,take,320
25,write,308
26,remember,290
27,need,262
28,hit,243
29,give,238
30,try,234
31,can,208
32,call,206
33,help,197
34,use,192
35,hear,187
36,talk,183
37,move,181
38,sound,157
39,work,153
40,ask,153
41,find,139
42,love,139
43,show,130
44,sit,127
45,live,127
46,guess,121
47,feel,117
48,wear,111
49,finish,108
50,keep,107
51,turn,106
52,run,103
53,pick,101
54,bring,98
55,watch,98
56,fall,96
57,hafta,87
58,learn,85
59,let,85
60,leave,83
61,hold,83
62,spell,82
63,paint,81
64,grow,79
65,walk,78
66,win,78
67,buy,75
68,stop,72
69,miss,69
70,sing,68
71,brush,68
72,skip,67
73,wash,66
74,stand,64
75,understand,63
76,share,63
77,jump,59
78,wait,58
79,cut,57
80,needta,56
81,forget,54
82,dress,54
83,bet,53
84,stay,52
85,will,51
86,build,49
87,listen,48
88,useta,48
89,would,46
90,press,46
91,pretend,45
92,drink,45
93,ride,45
94,hurt,44
95,draw,42
96,sleep,42
97,lie,41
98,teach,41
99,fly,41
100,fix,39
