rank,verb,frequency
1,be,37420
2,go,9785
3,do,9291
4,have,6391
5,get,5468
6,know,5359
7,think,4813
8,see,4020
9,like,3098
10,say,3094
11,want,2611
12,tell,2210
13,wanna,2072
14,look,1970
15,make,1965
16,happen,1866
17,put,1782
18,play,1710
19,eat,1701
20,come,1562
21,take,1046
22,need,774
23,remember,716
24,find,648
25,give,603
26,start,602
27,read,601
28,use,567
29,try,560
30,mean,540
31,call,527
32,sound,483
33,live,467
34,hear,453
35,sit,440
36,talk,435
37,fall,399
38,can,367
39,turn,361
40,work,360
41,help,354
42,bet,336
43,watch,324
44,show,318
45,keep,310
46,stick,309
47,run,308
48,move,294
49,feel,290
50,bring,287
51,stay,274
52,ask,271
53,fly,271
54,hit,268
55,walk,260
56,leave,255
57,open,248
58,guess,248
59,pick,233
60,jump,231
61,hold,228
62,let,219
63,love,216
64,finish,216
65,drink,202
66,wear,200
67,drive,199
68,wonder,183
69,build,181
70,hurt,178
71,grow,175
72,learn,172
73,pull,170
74,will,164
75,buy,160
76,sleep,158
77,stand,149
78,hafta,145
79,stop,144
80,break,143
81,cut,143
82,ride,143
83,fit,140
84,color,138
85,would,137
86,push,135
87,wait,134
88,wash,132
89,pretend,128
90,roll,127
91,touch,127
92,cry,126
93,lie,124
94,paint,123
95,win,122
96,sing,121
97,catch,117
98,miss,116
99,could,114
100,fix,114
