rank,verb,frequency
1,be,73362
2,go,18726
3,do,15837
4,have,11175
5,get,9531
6,know,9143
7,think,8782
8,see,6991
9,say,6628
10,like,4816
11,want,4764
12,look,3775
13,put,3645
14,come,3542
15,wanna,3329
16,tell,3315
17,make,3046
18,eat,2621
19,happen,2452
20,play,2437
21,take,2144
22,need,1631
23,mean,1542
24,find,1376
25,remember,1315
26,give,1101
27,can,1093
28,try,988
29,use,984
30,sit,974
31,hear,943
32,start,925
33,fall,881
34,talk,878
35,call,758
36,read,745
37,help,695
38,work,669
39,sound,640
40,will,636
41,bring,622
42,turn,615
43,buy,608
44,feel,607
45,guess,600
46,walk,584
47,love,581
48,show,575
49,keep,573
50,run,550
51,wonder,521
52,leave,516
53,ask,495
54,finish,486
55,stay,463
56,let,461
57,bet,458
58,pick,451
59,move,450
60,would,441
61,drive,437
62,hurt,421
63,watch,419
64,fit,417
65,wear,416
66,fly,412
67,live,409
68,break,387
69,build,386
70,useta,378
71,hold,376
72,open,364
73,stop,342
74,needta,330
75,wait,327
76,pretend,325
77,hafta,320
78,stand,318
79,jump,318
80,forget,315
81,sleep,308
82,cut,306
83,write,284
84,draw,281
85,could,279
86,cry,264
87,lose,258
88,sing,250
89,drink,248
90,pull,244
91,hit,241
92,fix,241
93,catch,237
94,drop,227
95,throw,223
96,hope,215
97,learn,214
98,seem,203
99,miss,200
100,count,200
