rank,verb,frequency
1,be,338879
2,go,90004
3,do,69590
4,have,46075
5,get,42866
6,think,33118
7,see,26069
8,know,25286
9,want,24793
10,put,21851
11,say,20323
12,like,18649
13,wanna,17245
14,come,13407
15,look,12792
16,make,11689
17,need,9361
18,play,8312
19,eat,8046
20,take,7895
21,find,6425
22,sit,5675
23,tell,5080
24,give,5071
25,fall,5012
26,happen,4955
27,can,4763
28,remember,4398
29,try,3704
30,mean,3320
31,fit,3274
32,hear,2911
33,will,2910
34,read,2850
35,help,2839
36,talk,2629
37,show,2496
38,open,2421
39,use,2384
40,bring,2347
41,finish,2306
42,hurt,2291
43,hold,2284
44,turn,2265
45,work,2128
46,draw,2083
47,keep,2045
48,buy,2041
49,wear,2040
50,sing,1952
51,break,1903
52,love,1902
53,call,1887
54,watch,1878
55,move,1858
56,leave,1827
57,build,1805
58,sleep,1756
59,throw,1697
60,run,1685
61,feel,1682
62,pick,1614
63,cry,1612
64,start,1612
65,stay,1579
66,stand,1568
67,hide,1558
68,needta,1491
69,ask,1463
70,drink,1459
71,cut,1421
72,pull,1401
73,drive,1384
74,wash,1358
75,live,1356
76,wait,1310
77,let,1297
78,stop,1284
79,write,1282
80,blow,1269
81,fix,1229
82,walk,1225
83,drop,1225
84,push,1186
85,would,1164
86,jump,1129
87,wonder,1106
88,pop,1100
89,stick,1092
90,knock,1073
91,miss,1055
92,pretend,1044
93,bet,1031
94,lose,1006
95,cook,968
96,catch,938
97,count,919
98,sound,910
99,shall,863
100,could,862
