rank,verb,frequency
1,be,59805
2,go,17358
3,want,12610
4,do,8498
5,get,7083
6,have,5953
7,say,4445
8,put,4271
9,see,4054
10,know,3788
11,like,3537
12,think,3256
13,come,2091
14,look,1872
15,make,1694
16,take,1370
17,play,1277
18,find,1242
19,eat,1171
20,need,1031
21,sit,1004
22,give,899
23,fall,869
24,turn,715
25,hear,713
26,open,680
27,try,673
28,tell,657
29,throw,643
30,fit,620
31,read,604
32,talk,494
33,help,475
34,push,469
35,love,466
36,hold,451
37,draw,392
38,drink,354
39,can,350
40,show,349
41,stay,348
42,call,328
43,work,326
44,happen,318
45,bring,317
46,remember,309
47,mean,308
48,hurt,297
49,pick,295
50,fix,295
51,use,294
52,pull,281
53,feel,280
54,leave,273
55,move,264
56,ride,264
57,keep,253
58,wear,249
59,cry,248
60,close,244
61,let,242
62,build,237
63,sleep,236
64,break,234
65,sing,231
66,walk,222
67,roll,220
68,stand,213
69,feed,200
70,run,197
71,will,196
72,catch,195
73,drive,189
74,stop,187
75,drop,185
76,blow,185
77,write,184
78,finish,176
79,cook,174
80,smell,174
81,miss,171
82,jump,170
83,color,170
84,touch,166
85,hide,165
86,guess,157
87,bet,155
88,wash,154
89,brush,153
90,sound,153
91,live,153
92,bite,138
93,lose,138
94,watch,136
95,ask,133
96,dance,133
97,forget,131
98,hit,131
99,climb,129
100,start,122
