rank,verb,frequency
1,be,17564
2,go,4407
3,do,3618
4,have,2757
5,get,2731
6,know,2390
7,want,2196
8,think,2023
9,like,1569
10,say,1306
11,see,1167
12,put,923
13,look,910
14,eat,886
15,tell,792
16,make,765
17,come,765
18,play,665
19,happen,552
20,take,431
21,find,395
22,remember,374
23,need,337
24,sound,329
25,give,317
26,live,263
27,sit,235
28,start,234
29,read,232
30,stick,227
31,use,226
32,fall,207
33,call,201
34,try,196
35,talk,195
36,mean,189
37,run,185
38,work,167
39,fly,165
40,hear,164
41,can,163
42,help,157
43,bet,150
44,watch,148
45,stay,147
46,show,143
47,turn,137
48,keep,136
49,drink,135
50,bring,132
51,ask,131
52,open,130
53,pick,119
54,love,118
55,feel,117
56,finish,117
57,jump,116
58,leave,115
59,guess,114
60,hold,110
61,walk,108
62,ride,98
63,wonder,92
64,forget,92
65,buy,91
66,let,86
67,stand,86
68,build,86
69,will,85
70,fit,85
71,learn,81
72,lose,78
73,wave,78
74,drive,73
75,pull,72
76,wear,70
77,win,70
78,sleep,70
79,move,67
80,fix,63
81,pretend,63
82,belong,61
83,break,60
84,grow,59
85,hurt,59
86,wait,57
87,stop,57
88,miss,56
89,roll,54
90,lay,54
91,end,54
92,could,53
93,haft,53
94,would,52
95,write,52
96,wash,51
97,cook,51
98,hope,50
99,catch,50
100,throw,48
