rank,verb,frequency
1,be,70068
2,go,16201
3,do,14529
4,have,11150
5,know,10376
6,get,10351
7,think,8268
8,want,7823
9,say,6307
10,see,5402
11,like,5175
12,come,3857
13,put,3539
14,look,3383
15,make,3138
16,tell,2948
17,eat,2847
18,take,2316
19,play,2243
20,need,1673
21,mean,1597
22,happen,1577
23,hear,1506
24,give,1381
25,find,1276
26,remember,1255
27,sit,1118
28,talk,1047
29,can,1041
30,try,877
31,fall,833
32,use,825
33,start,747
34,call,727
35,work,719
36,bring,681
37,leave,669
38,buy,665
39,ask,657
40,will,643
41,help,623
42,keep,604
43,love,599
44,sound,596
45,feel,588
46,turn,575
47,run,568
48,stay,565
49,finish,562
50,read,546
51,watch,525
52,let,518
53,show,508
54,walk,505
55,forget,493
56,wonder,490
57,hurt,484
58,guess,468
59,bet,445
60,pick,435
61,wait,423
62,break,422
63,live,420
64,hold,419
65,fit,404
66,wear,400
67,would,386
68,stop,379
69,open,376
70,move,353
71,write,337
72,drive,328
73,fly,313
74,build,311
75,lose,310
76,throw,309
77,jump,290
78,sleep,289
79,sing,288
80,listen,281
81,drink,279
82,catch,277
83,hope,272
84,could,269
85,haft,265
86,cut,260
87,stand,258
88,pull,257
89,pretend,255
90,win,252
91,cry,249
92,draw,238
93,hit,236
94,miss,227
95,understand,227
96,fix,227
97,taste,226
98,wash,223
99,grow,214
100,learn,206
