collection,corpus,transcript,utterance_id,classification,multiplicity,alignment_basis,spacy_subject_surface,spacy_verb_surface,spacy_subject_lemma,spacy_verb_lemma,spacy_verb_pos,ud_subject_surface,ud_verb_surface,ud_subject_lemma,ud_verb_lemma,ud_verb_pos
Eng-UK,Manchester,Manchester/John/020821.cha,274,spacy_only,1,surface_forms,monkey,doing,monkey,do,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,279,spacy_only,1,surface_forms,we,did,we,do,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,282,spacy_only,1,surface_forms,we,did,we,do,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,290,spacy_only,1,surface_forms,it,was,it,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,294,spacy_only,1,surface_forms,we,go,we,go,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,299,spacy_only,1,surface_forms,what,'s,what,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,307,spacy_only,1,surface_forms,they,coming,they,come,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,315,spacy_only,1,surface_forms,Daddy,going,daddy,go,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,316,spacy_only,1,surface_forms,we,come,we,come,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,332,spacy_only,1,surface_forms,it,be,it,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,344,spacy_only,1,surface_forms,it,did,it,do,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,347,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,348,spacy_only,1,surface_forms,you,are,you,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,349,spacy_only,1,surface_forms,you,are,you,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,354,spacy_only,1,surface_forms,you,been,you,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,359,spacy_only,1,surface_forms,you,had,you,have,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,366,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,373,spacy_only,1,surface_forms,Daddy,mended,daddy,mend,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,374,spacy_only,1,surface_forms,it,was,it,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,375,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,378,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,379,spacy_only,1,surface_forms,she,'s,she,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,381,spacy_only,1,surface_forms,she,hadta,she,hadta,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,389,spacy_only,1,surface_forms,we,useta,we,useta,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,391,spacy_only,1,surface_forms,house,is,house,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,399,spacy_only,1,surface_forms,it,'s,it,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,404,spacy_only,1,surface_forms,you,like,you,like,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,406,spacy_only,1,surface_forms,you,did,you,do,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,411,spacy_only,1,surface_forms,it,was,it,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,415,spacy_only,1,surface_forms,it,was,it,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,423,spacy_only,1,surface_forms,blood,'s,blood,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,456,spacy_only,1,surface_forms,you,hurt,you,hurt,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,465,spacy_only,1,surface_forms,it,'s,it,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,478,spacy_only,1,surface_forms,them,muddled,they,muddle,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,481,spacy_only,1,surface_forms,you,being,you,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,484,spacy_only,1,surface_forms,we,get,we,get,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,495,spacy_only,1,surface_forms,socks,are,sock,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,499,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,506,spacy_only,1,surface_forms,you,are,you,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,511,spacy_only,1,surface_forms,you,are,you,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,527,spacy_only,1,surface_forms,it,'s,it,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,527,spacy_only,1,surface_forms,it,is,it,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,529,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,532,spacy_only,1,surface_forms,you,are,you,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,533,spacy_only,1,surface_forms,you,are,you,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,537,spacy_only,1,surface_forms,you,'re,you,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,541,spacy_only,1,surface_forms,this,is,this,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,542,spacy_only,1,surface_forms,'s,put,us,put,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,544,spacy_only,1,surface_forms,it,'s,it,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,548,spacy_only,1,surface_forms,you,are,you,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,552,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,554,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,562,spacy_only,1,surface_forms,I,take,i,take,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,566,spacy_only,1,surface_forms,it,is,it,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,567,spacy_only,1,surface_forms,it,'s,it,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,567,spacy_only,1,surface_forms,it,is,it,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,570,spacy_only,1,surface_forms,you,'re,you,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,573,spacy_only,1,surface_forms,some,'s,some,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,575,spacy_only,1,surface_forms,you,like,you,like,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,583,spacy_only,1,surface_forms,this,is,this,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,595,spacy_only,1,surface_forms,we,have,we,have,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,597,spacy_only,1,surface_forms,I,put,i,put,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,614,spacy_only,1,surface_forms,that,was,that,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,614,spacy_only,1,surface_forms,it,was,it,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,621,spacy_only,1,surface_forms,it,is,it,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,623,spacy_only,1,surface_forms,it,is,it,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,632,spacy_only,1,surface_forms,we,did,we,do,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,673,spacy_only,1,surface_forms,you,'re,you,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,684,spacy_only,1,surface_forms,dolly,'s,dolly,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,685,spacy_only,1,surface_forms,she,is,she,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,689,spacy_only,1,surface_forms,you,are,you,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,690,spacy_only,1,surface_forms,she,'s,she,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,694,spacy_only,1,surface_forms,that,is,that,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,695,spacy_only,1,surface_forms,she,be,she,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,707,spacy_only,1,surface_forms,you,'re,you,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,718,spacy_only,1,surface_forms,you,were,you,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,725,spacy_only,1,surface_forms,you,wake,you,wake,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,737,spacy_only,1,surface_forms,she,is,she,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,741,spacy_only,1,surface_forms,hands,are,hand,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,773,spacy_only,1,surface_forms,these,are,these,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,775,spacy_only,1,surface_forms,you,put,you,put,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,799,spacy_only,1,surface_forms,sheep,'s,sheep,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,819,spacy_only,1,surface_forms,we,fetch,we,fetch,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,825,spacy_only,1,surface_forms,one,'s,one,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,826,spacy_only,1,surface_forms,me,help,i,help,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,826,spacy_only,1,surface_forms,you,put,you,put,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,827,spacy_only,1,surface_forms,it,is,it,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,830,spacy_only,1,surface_forms,moth,'s,moth,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,832,spacy_only,1,surface_forms,we,eat,we,eat,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,837,spacy_only,1,surface_forms,I,read,i,read,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,841,spacy_only,1,surface_forms,houses,are,house,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,841,spacy_only,1,surface_forms,they,are,they,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,842,spacy_only,1,surface_forms,they,got,they,get,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,848,spacy_only,1,surface_forms,we,having,we,have,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,849,spacy_only,1,surface_forms,house,is,house,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,850,spacy_only,1,surface_forms,we,walking,we,walk,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,853,spacy_only,1,surface_forms,we,see,we,see,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,857,spacy_only,1,surface_forms,you,are,you,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,859,spacy_only,1,surface_forms,you,are,you,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,860,spacy_only,1,surface_forms,wanna,read,wanna,read,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,860,spacy_only,1,surface_forms,you,'re,you,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,873,spacy_only,1,surface_forms,it,is,it,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,877,spacy_only,1,surface_forms,you,are,you,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,878,spacy_only,1,surface_forms,you,'re,you,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,887,spacy_only,1,surface_forms,these,are,these,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,896,spacy_only,1,surface_forms,it,'s,it,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,901,spacy_only,1,surface_forms,water,logged,water,log,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,913,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,919,spacy_only,1,surface_forms,it,'s,it,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,923,spacy_only,1,surface_forms,you,were,you,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,926,spacy_only,1,surface_forms,this,be,this,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,933,spacy_only,1,surface_forms,those,were,those,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,934,spacy_only,2,surface_forms,it,was,it,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,935,spacy_only,1,surface_forms,it,was,it,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,940,spacy_only,1,surface_forms,it,'s,it,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,940,spacy_only,1,surface_forms,it,is,it,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,942,spacy_only,1,surface_forms,forest,be,forest,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,942,spacy_only,1,surface_forms,it,would,it,would,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,944,spacy_only,1,surface_forms,you,need,you,need,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,945,spacy_only,1,surface_forms,boots,are,boot,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,946,spacy_only,1,surface_forms,that,is,that,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,953,spacy_only,1,surface_forms,foot,is,foot,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,956,spacy_only,1,surface_forms,boot,was,boot,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,966,spacy_only,1,surface_forms,you,are,you,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,972,spacy_only,1,surface_forms,you,enjoying,you,enjoy,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,974,spacy_only,1,surface_forms,we,wash,we,wash,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,983,spacy_only,1,surface_forms,they,'re,they,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,987,spacy_only,1,surface_forms,she,did,she,do,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,991,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,995,spacy_only,1,surface_forms,hadta,buy,hadta,buy,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,1004,spacy_only,1,surface_forms,it,is,it,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,1008,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,1010,spacy_only,1,surface_forms,it,lying,it,lie,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,1012,spacy_only,1,surface_forms,it,is,it,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,1018,spacy_only,1,surface_forms,you,are,you,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,1029,spacy_only,1,surface_forms,you,'re,you,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,1031,spacy_only,1,surface_forms,you,did,you,do,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,1035,spacy_only,1,surface_forms,we,replace,we,replace,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,1037,spacy_only,1,surface_forms,you,do,you,do,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,1037,spacy_only,1,surface_forms,it,is,it,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,1038,spacy_only,1,surface_forms,it,'s,it,be,AUX,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,1039,spacy_only,1,surface_forms,Mummy,have,mummy,have,VERB,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,1046,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Clinical-Eng,EllisWeismer,EllisWeismer/TD/66conv/12077.cha,27,spacy_only,1,surface_forms,+,'s,+,be,AUX,,,,,
Clinical-Eng,EllisWeismer,EllisWeismer/TD/66conv/12077.cha,37,spacy_only,1,surface_forms,they,'re,they,be,AUX,,,,,
Clinical-Eng,EllisWeismer,EllisWeismer/TD/66conv/12077.cha,53,spacy_only,1,surface_forms,I,seen,i,see,VERB,,,,,
Clinical-Eng,EllisWeismer,EllisWeismer/TD/66conv/12077.cha,71,spacy_only,1,surface_forms,teacher,is,teacher,be,AUX,,,,,
Clinical-Eng,EllisWeismer,EllisWeismer/TD/66conv/12077.cha,74,spacy_only,1,surface_forms,she,is,she,be,AUX,,,,,
Clinical-Eng,EllisWeismer,EllisWeismer/TD/66conv/12077.cha,77,spacy_only,1,surface_forms,I,love,i,love,VERB,,,,,
Clinical-Eng,EllisWeismer,EllisWeismer/TD/66conv/12077.cha,81,spacy_only,1,surface_forms,name,'s,name,be,AUX,,,,,
Clinical-Eng,EllisWeismer,EllisWeismer/TD/66conv/12077.cha,84,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Clinical-Eng,EllisWeismer,EllisWeismer/TD/66conv/12077.cha,93,spacy_only,1,surface_forms,you,made,you,make,VERB,,,,,
Clinical-Eng,EllisWeismer,EllisWeismer/TD/66conv/12077.cha,104,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Clinical-Eng,EllisWeismer,EllisWeismer/TD/66conv/12077.cha,117,spacy_only,1,surface_forms,what,'s,what,be,AUX,,,,,
Clinical-Eng,EllisWeismer,EllisWeismer/TD/66conv/12077.cha,124,spacy_only,1,surface_forms,that,'s,that,be,AUX,,,,,
Clinical-Eng,EllisWeismer,EllisWeismer/TD/66conv/12077.cha,139,spacy_only,1,surface_forms,thing,'s,thing,be,AUX,,,,,
Clinical-Eng,EllisWeismer,EllisWeismer/TD/66conv/12077.cha,139,spacy_only,1,surface_forms,you,'re,you,be,AUX,,,,,
Clinical-Eng,EllisWeismer,EllisWeismer/TD/66conv/12077.cha,152,spacy_only,1,surface_forms,favorite,'s,favorite,be,AUX,,,,,
Clinical-Eng,EllisWeismer,EllisWeismer/TD/66conv/12077.cha,152,spacy_only,1,surface_forms,what,are,what,be,AUX,,,,,
Clinical-Eng,EllisWeismer,EllisWeismer/TD/66conv/12077.cha,152,spacy_only,1,surface_forms,some,are,some,be,AUX,,,,,
Clinical-Eng,EllisWeismer,EllisWeismer/TD/66conv/12077.cha,155,spacy_only,1,surface_forms,I,seen,i,see,VERB,,,,,
Clinical-Eng,EllisWeismer,EllisWeismer/TD/66conv/12077.cha,158,spacy_only,1,surface_forms,those,are,those,be,AUX,,,,,
Clinical-Eng,EllisWeismer,EllisWeismer/TD/66conv/12077.cha,168,spacy_only,1,surface_forms,she,'s,she,be,AUX,,,,,
Eng-NA,Braunwald,Braunwald/010706.cha,6,ud_only,1,surface_forms,,,,,,we're,going,we,go,VERB
Eng-NA,Braunwald,Braunwald/010706.cha,8,ud_only,1,surface_forms,,,,,,we're,going,we,go,VERB
Eng-NA,Braunwald,Braunwald/010706.cha,9,ud_only,1,surface_forms,,,,,,Laura's,going,laura,go,VERB
Eng-NA,Braunwald,Braunwald/010706.cha,12,ud_only,1,surface_forms,,,,,,,go,fta,go,VERB
Eng-NA,Brown,Brown/Sarah/040209.cha,15,ud_only,1,surface_forms,,,,,,you'll,get,you,get,VERB
Eng-NA,Brown,Brown/Sarah/040209.cha,68,ud_only,1,surface_forms,,,,,,I'll,give,i,give,VERB
Eng-NA,Brown,Brown/Sarah/040209.cha,76,ud_only,1,surface_forms,,,,,,Sarah,put,sarah,put,VERB
Eng-NA,Brown,Brown/Sarah/040209.cha,131,ud_only,1,surface_forms,,,,,,it's,starting,it,start,VERB
Eng-NA,Brown,Brown/Sarah/040209.cha,160,ud_only,1,surface_forms,,,,,,Gail,put,gail,put,VERB
Eng-NA,Brown,Brown/Sarah/040209.cha,160,ud_only,1,surface_forms,,,,,,nod,,nod,be,VERB
Eng-NA,Brown,Brown/Sarah/040209.cha,165,ud_only,1,surface_forms,,,,,,I'd,forget,i,forget,VERB
Eng-NA,Brown,Brown/Sarah/040209.cha,165,ud_only,1,surface_forms,,,,,,Dr,thinks,dr,think,VERB
Eng-NA,Brown,Brown/Sarah/040209.cha,215,ud_only,1,surface_forms,,,,,,I've,making,i,make,VERB
Eng-NA,Brown,Brown/Sarah/040209.cha,233,ud_only,1,surface_forms,,,,,,she's,eating,she,eat,VERB
Eng-NA,Brown,Brown/Sarah/040209.cha,323,ud_only,1,surface_forms,,,,,,you,don't,you,do,AUX
Eng-NA,Brown,Brown/Sarah/040209.cha,325,ud_only,1,surface_forms,,,,,,you,don't,you,do,AUX
Eng-NA,Brown,Brown/Sarah/040209.cha,329,ud_only,1,surface_forms,,,,,,we'll,put,we,put,VERB
Eng-NA,Brown,Brown/Sarah/040209.cha,340,ud_only,1,surface_forms,,,,,,you're,dreaming,you,dreaming,VERB
Eng-NA,Brown,Brown/Sarah/040209.cha,382,ud_only,1,surface_forms,,,,,,bangs,sticking,bang,stick,VERB
Eng-NA,Brown,Brown/Sarah/040209.cha,397,ud_only,1,surface_forms,,,,,,she's,got,she,get,VERB
Eng-NA,Brown,Brown/Sarah/040209.cha,407,ud_only,1,surface_forms,,,,,,it's,gonna,it,go,VERB
Eng-NA,Brown,Brown/Sarah/040209.cha,465,ud_only,1,surface_forms,,,,,,Sarah,think,sarah,think,VERB
Eng-NA,Brown,Brown/Sarah/040209.cha,466,ud_only,1,surface_forms,,,,,,she's,trying,she,try,VERB
Eng-NA,Brown,Brown/Sarah/040209.cha,468,ud_only,1,surface_forms,,,,,,you'll,get,you,get,VERB
Eng-NA,Brown,Brown/Sarah/040209.cha,469,ud_only,1,surface_forms,,,,,,you,gonna,you,go,VERB
Eng-NA,Brown,Brown/Sarah/040209.cha,497,ud_only,1,surface_forms,,,,,,it,didn't,it,do,AUX
Eng-NA,Brown,Brown/Sarah/040209.cha,497,ud_only,1,surface_forms,,,,,,you,didn't,you,do,AUX
Eng-NA,Brown,Brown/Sarah/040209.cha,498,ud_only,1,surface_forms,,,,,,fire,was,fire,be,VERB
Eng-NA,Brown,Brown/Sarah/040209.cha,504,ud_only,1,surface_forms,,,,,,I'd,seen,i,see,VERB
Eng-NA,Brown,Brown/Sarah/040209.cha,537,ud_only,1,surface_forms,,,,,,she's,having,she,have,VERB
Eng-NA,Brown,Brown/Sarah/040209.cha,556,ud_only,1,surface_forms,,,,,,she,talk,she,talk,VERB
Eng-NA,Brown,Brown/Sarah/040209.cha,559,ud_only,1,surface_forms,,,,,,she'll,try,she,try,VERB
Eng-NA,Brown,Brown/Sarah/040209.cha,617,ud_only,1,surface_forms,,,,,,accident,was,accident,be,VERB
Eng-NA,Brown,Brown/Sarah/040209.cha,625,ud_only,1,surface_forms,,,,,,she,gonna,she,go,VERB
Eng-NA,Brown,Brown/Sarah/040209.cha,627,ud_only,1,surface_forms,,,,,,she,didn't,she,do,AUX
Eng-NA,Brown,Brown/Sarah/040209.cha,631,ud_only,1,surface_forms,,,,,,she's,gonna,she,go,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,39,ud_only,1,surface_forms,,,,,,you,gonna,you,go,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,42,ud_only,1,surface_forms,,,,,,you're,putting,you,put,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,49,ud_only,1,surface_forms,,,,,,egg,,egg,be,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,52,ud_only,1,surface_forms,,,,,,you're,cooking,you,cook,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,56,ud_only,1,surface_forms,,,,,,cups,,cup,be,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,61,ud_only,1,surface_forms,,,,,,colors,are,color,be,AUX
Eng-NA,Champaign,Champaign/21P/51G.cha,80,ud_only,1,surface_forms,,,,,,who's,gonna,who,go,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,88,ud_only,1,surface_forms,,,,,,cups,go,cup,go,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,114,ud_only,1,surface_forms,,,,,,you,gonna,you,go,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,129,ud_only,1,surface_forms,,,,,,cups,,cup,be,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,137,ud_only,1,surface_forms,,,,,,holes,,hole,be,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,162,ud_only,1,surface_forms,,,,,,you,gonna,you,go,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,178,ud_only,1,surface_forms,,,,,,bowls,is,bowl,be,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,206,ud_only,1,surface_forms,,,,,,any,are,any,be,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,217,ud_only,1,surface_forms,,,,,,more,is,more,be,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,218,ud_only,1,surface_forms,,,,,,more,is,more,be,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,221,ud_only,1,surface_forms,,,,,,you're,gonna,you,go,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,223,ud_only,1,surface_forms,,,,,,more,,more,be,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,224,ud_only,1,surface_forms,,,,,,one,baby,one,baby,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,226,ud_only,1,surface_forms,,,,,,one,,one,be,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,243,ud_only,1,surface_forms,,,,,,you,gonna,you,go,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,269,ud_only,1,surface_forms,,,,,,who's,gonna,who,go,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,274,ud_only,1,surface_forms,,,,,,who's,gonna,who,go,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,276,ud_only,1,surface_forms,,,,,,who's,gonna,who,go,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,278,ud_only,1,surface_forms,,,,,,bear's,gonna,bear,go,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,282,ud_only,1,surface_forms,,,,,,who's,gonna,who,go,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,289,ud_only,1,surface_forms,,,,,,bear's,gonna,bear,go,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,292,ud_only,1,surface_forms,,,,,,who's,gonna,who,go,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,296,ud_only,1,surface_forms,,,,,,bear's,gonna,bear,go,VERB
Eng-NA,Champaign,Champaign/21P/51G.cha,301,ud_only,1,surface_forms,,,,,,who's,having,who,have,VERB
