collection,corpus,transcript,utterance_id,classification,multiplicity,alignment_basis,spacy_subject_surface,spacy_verb_surface,spacy_subject_lemma,spacy_verb_lemma,spacy_verb_pos,ud_subject_surface,ud_verb_surface,ud_subject_lemma,ud_verb_lemma,ud_verb_pos
Eng-NA,OCSC,OCSC/7/7045.cha,823,both,1,surface_forms,you,tell,you,tell,VERB,you,tell,you,tell,VERB
Eng-NA,OCSC,OCSC/7/7045.cha,826,both,1,surface_forms,you,paint,you,paint,VERB,you,paint,you,paint,VERB
Eng-NA,OCSC,OCSC/7/7045.cha,826,both,1,surface_forms,you,use,you,use,VERB,you,use,you,use,VERB
Eng-NA,OCSC,OCSC/7/7045.cha,830,both,1,surface_forms,you,like,you,like,VERB,you,like,you,like,VERB
Eng-NA,OCSC,OCSC/7/7045.cha,832,both,1,surface_forms,you,like,you,like,VERB,you,like,you,like,VERB
Eng-NA,OCSC,OCSC/7/7045.cha,840,both,1,surface_forms,you,do,you,do,VERB,you,do,you,do,VERB
Eng-NA,OCSC,OCSC/7/7045.cha,842,both,1,surface_forms,you,use,you,use,VERB,you,use,you,use,VERB
Eng-NA,OCSC,OCSC/7/7045.cha,848,both,1,surface_forms,I,know,i,know,VERB,I,know,i,know,VERB
Eng-NA,OCSC,OCSC/7/7045.cha,849,both,1,surface_forms,you,think,you,think,VERB,you,think,you,think,VERB
Eng-NA,OCSC,OCSC/7/7045.cha,849,both,1,surface_forms,she,is,she,be,AUX,she,is,she,be,AUX
Eng-NA,OCSC,OCSC/7/7045.cha,854,both,1,surface_forms,she,do,she,do,VERB,she,do,she,do,VERB
Eng-NA,OCSC,OCSC/7/7045.cha,864,both,1,surface_forms,you,do,you,do,VERB,you,do,you,do,VERB
Eng-NA,OCSC,OCSC/7/7045.cha,885,both,1,surface_forms,you,play,you,play,VERB,you,play,you,play,VERB
Eng-NA,OCSC,OCSC/7/7045.cha,896,both,1,surface_forms,they,doing,they,do,VERB,they,doing,they,do,VERB
Eng-NA,OCSC,OCSC/7/7045.cha,898,both,1,surface_forms,they,doing,they,do,VERB,they,doing,they,do,VERB
Eng-NA,OCSC,OCSC/7/7045.cha,900,both,1,surface_forms,you,do,you,do,VERB,you,do,you,do,VERB
Eng-NA,OCSC,OCSC/7/7045.cha,908,both,1,surface_forms,you,know,you,know,VERB,you,know,you,know,VERB
Eng-NA,OCSC,OCSC/7/7045.cha,908,both,1,surface_forms,parents,push,parent,push,VERB,parents,push,parent,push,VERB
Eng-NA,OCSC,OCSC/7/7045.cha,917,both,1,surface_forms,you,share,you,share,VERB,you,share,you,share,VERB
Eng-NA,OCSC,OCSC/7/7045.cha,919,both,1,surface_forms,you,share,you,share,VERB,you,share,you,share,VERB
Eng-NA,OCSC,OCSC/7/7045.cha,924,both,1,surface_forms,you,think,you,think,VERB,you,think,you,think,VERB
Eng-NA,OCSC,OCSC/7/7045.cha,929,both,1,surface_forms,it,look,it,look,VERB,it,look,it,look,VERB
Eng-NA,OCSC,OCSC/7/7045.cha,931,both,1,surface_forms,you,think,you,think,VERB,you,think,you,think,VERB
Eng-NA,OCSC,OCSC/7/7045.cha,932,both,1,surface_forms,you,think,you,think,VERB,you,think,you,think,VERB
Eng-NA,OCSC,OCSC/7/7045.cha,932,both,1,surface_forms,he,doing,he,do,VERB,he,doing,he,do,VERB
Eng-NA,OCSC,OCSC/7/7045.cha,934,both,1,surface_forms,it,look,it,look,VERB,it,look,it,look,VERB
Eng-NA,OCSC,OCSC/7/7045.cha,937,both,1,surface_forms,you,hit,you,hit,VERB,you,hit,you,hit,VERB
Eng-NA,OCSC,OCSC/7/7045.cha,940,both,1,surface_forms,you,describe,you,describe,VERB,you,describe,you,describe,VERB
Eng-NA,OCSC,OCSC/7/7045.cha,942,both,1,surface_forms,you,think,you,think,VERB,you,think,you,think,VERB
Eng-NA,OCSC,OCSC/7/7045.cha,942,both,1,surface_forms,he,got,he,get,VERB,he,got,he,get,VERB
Eng-NA,OCSC,OCSC/7/7045.cha,943,both,1,surface_forms,you,think,you,think,VERB,you,think,you,think,VERB
Eng-NA,OCSC,OCSC/7/7045.cha,950,both,1,surface_forms,you,hit,you,hit,VERB,you,hit,you,hit,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,2,both,1,surface_forms,we,take,we,take,VERB,we,take,we,take,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,7,both,1,surface_forms,you,know,you,know,VERB,you,know,you,know,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,7,both,1,surface_forms,that,is,that,be,AUX,that,is,that,be,AUX
Eng-UK,Fletcher,Fletcher/5/hngav.cha,10,both,1,surface_forms,you,think,you,think,VERB,you,think,you,think,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,10,both,1,surface_forms,it,is,it,be,AUX,it,is,it,be,AUX
Eng-UK,Fletcher,Fletcher/5/hngav.cha,14,both,1,surface_forms,you,think,you,think,VERB,you,think,you,think,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,18,both,1,surface_forms,it,look,it,look,VERB,it,look,it,look,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,22,both,1,surface_forms,you,like,you,like,VERB,you,like,you,like,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,26,both,1,surface_forms,we,put,we,put,VERB,we,put,we,put,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,27,both,1,surface_forms,you,think,you,think,VERB,you,think,you,think,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,27,both,1,surface_forms,this,is,this,be,AUX,this,is,this,be,AUX
Eng-UK,Fletcher,Fletcher/5/hngav.cha,30,both,1,surface_forms,you,seen,you,see,VERB,you,seen,you,see,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,32,both,1,surface_forms,you,watch,you,watch,VERB,you,watch,you,watch,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,34,both,1,surface_forms,you,think,you,think,VERB,you,think,you,think,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,34,both,1,surface_forms,this,is,this,be,AUX,this,is,this,be,AUX
Eng-UK,Fletcher,Fletcher/5/hngav.cha,37,both,1,surface_forms,you,got,you,get,VERB,you,got,you,get,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,48,both,1,surface_forms,who,organized,who,organize,VERB,who,organized,who,organize,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,54,both,1,surface_forms,he,doing,he,do,VERB,he,doing,he,do,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,56,both,1,surface_forms,he,feeding,he,feed,VERB,he,feeding,he,feed,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,59,both,1,surface_forms,you,watch,you,watch,VERB,you,watch,you,watch,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,61,both,1,surface_forms,you,watch,you,watch,VERB,you,watch,you,watch,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,63,both,1,surface_forms,you,play,you,play,VERB,you,play,you,play,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,65,both,1,surface_forms,you,play,you,play,VERB,you,play,you,play,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,69,both,1,surface_forms,you,think,you,think,VERB,you,think,you,think,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,75,both,1,surface_forms,you,think,you,think,VERB,you,think,you,think,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,75,both,1,surface_forms,someone,pinch,someone,pinch,VERB,someone,pinch,someone,pinch,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,88,both,1,surface_forms,you,like,you,like,VERB,you,like,you,like,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,91,both,1,surface_forms,you,finish,you,finish,VERB,you,finish,you,finish,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,92,both,1,surface_forms,children,have,child,have,VERB,children,have,child,have,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,93,both,1,surface_forms,dog,is,dog,be,AUX,dog,is,dog,be,AUX
Eng-UK,Fletcher,Fletcher/5/hngav.cha,95,both,1,surface_forms,John,gets,john,get,VERB,John,gets,john,get,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,97,both,1,surface_forms,Mary,gets,mary,get,VERB,Mary,gets,mary,get,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,99,both,1,surface_forms,Jill,found,jill,find,VERB,Jill,found,jill,find,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,100,both,1,surface_forms,she,showed,she,show,VERB,she,showed,she,show,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,103,both,1,surface_forms,dad,gave,dad,give,VERB,dad,gave,dad,give,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,105,both,1,surface_forms,William,came,william,come,VERB,William,came,william,come,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,105,both,1,surface_forms,he,saw,he,see,VERB,he,saw,he,see,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,107,both,1,surface_forms,they,climbed,they,climb,VERB,they,climbed,they,climb,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,108,both,1,surface_forms,they,fall,they,fall,VERB,they,fall,they,fall,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,110,both,1,surface_forms,James,wanted,james,want,VERB,James,wanted,james,want,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,111,both,1,surface_forms,he,stood,he,stand,VERB,he,stood,he,stand,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,111,both,2,surface_forms,he,stretched,he,stretch,VERB,he,stretched,he,stretch,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,114,both,1,surface_forms,mummie,said,mummie,say,VERB,mummie,said,mummie,say,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,116,both,1,surface_forms,Eddie,know,eddie,know,VERB,Eddie,know,eddie,know,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,117,both,1,surface_forms,he,asked,he,ask,VERB,he,asked,he,ask,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,119,both,1,surface_forms,children,walk,child,walk,VERB,children,walk,child,walk,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,119,both,1,surface_forms,some,ride,some,ride,VERB,some,ride,some,ride,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,123,both,1,surface_forms,Mike,lives,mike,live,VERB,Mike,lives,mike,live,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,128,both,1,surface_forms,mummie,made,mummie,make,VERB,mummie,made,mummie,make,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,129,both,1,surface_forms,Mary,bought,mary,buy,VERB,Mary,bought,mary,buy,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,129,both,1,surface_forms,Christine,wants,christine,want,VERB,Christine,wants,christine,want,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,131,both,1,surface_forms,they,had,they,have,VERB,they,had,they,have,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,132,both,1,surface_forms,they,ran,they,run,VERB,they,ran,they,run,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,132,both,1,surface_forms,Paul,won,paul,win,VERB,Paul,won,paul,win,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,132,both,1,surface_forms,he,run,he,run,VERB,he,run,he,run,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,140,both,1,surface_forms,that,sticks,that,stick,VERB,that,sticks,that,stick,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,143,both,1,surface_forms,I,show,i,show,VERB,I,show,i,show,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,143,both,1,surface_forms,you,tell,you,tell,VERB,you,tell,you,tell,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,143,both,1,surface_forms,you,want,you,want,VERB,you,want,you,want,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,146,both,1,surface_forms,man,got,man,get,VERB,man,got,man,get,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,147,both,1,surface_forms,man,got,man,get,VERB,man,got,man,get,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,149,both,1,surface_forms,you,tell,you,tell,VERB,you,tell,you,tell,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,149,both,1,surface_forms,you,want,you,want,VERB,you,want,you,want,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,154,both,1,surface_forms,we,put,we,put,VERB,we,put,we,put,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,162,both,1,surface_forms,lady,holding,lady,hold,VERB,lady,holding,lady,hold,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,163,both,1,surface_forms,lady,sweeping,lady,sweep,VERB,lady,sweeping,lady,sweep,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,164,both,1,surface_forms,lady,got,lady,get,VERB,lady,got,lady,get,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,166,both,1,surface_forms,you,tell,you,tell,VERB,you,tell,you,tell,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,166,both,1,surface_forms,you,want,you,want,VERB,you,want,you,want,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,174,both,1,surface_forms,she,got,she,get,VERB,she,got,she,get,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,175,both,1,surface_forms,she,got,she,get,VERB,she,got,she,get,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,179,both,1,surface_forms,girl,running,girl,run,VERB,girl,running,girl,run,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,199,both,1,surface_forms,we,put,we,put,VERB,we,put,we,put,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,208,both,1,surface_forms,boy,kicking,boy,kick,VERB,boy,kicking,boy,kick,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,209,both,1,surface_forms,girl,holding,girl,hold,VERB,girl,holding,girl,hold,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,212,both,1,surface_forms,it,is,it,be,AUX,it,is,it,be,AUX
Eng-UK,Fletcher,Fletcher/5/hngav.cha,217,both,1,surface_forms,we,have,we,have,VERB,we,have,we,have,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,218,both,1,surface_forms,cat,standing,cat,stand,VERB,cat,standing,cat,stand,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,223,both,1,surface_forms,dog,sleeping,dog,sleep,VERB,dog,sleeping,dog,sleep,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,230,both,1,surface_forms,you,think,you,think,VERB,you,think,you,think,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,233,both,1,surface_forms,we,put,we,put,VERB,we,put,we,put,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,235,both,1,surface_forms,horsie,fight,horsie,fight,VERB,horsie,fight,horsie,fight,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,236,both,1,surface_forms,they,fight,they,fight,VERB,they,fight,they,fight,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,237,both,1,surface_forms,horsie,says,horsie,say,VERB,horsie,says,horsie,say,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,238,both,1,surface_forms,tiger,says,tiger,say,VERB,tiger,says,tiger,say,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,239,both,1,surface_forms,horsie,says,horsie,say,VERB,horsie,says,horsie,say,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,239,both,1,surface_forms,tiger,likes,tiger,like,VERB,tiger,likes,tiger,like,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,240,both,1,surface_forms,tiger,says,tiger,say,VERB,tiger,says,tiger,say,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,240,both,1,surface_forms,tiger,like,tiger,like,VERB,tiger,like,tiger,like,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,242,both,1,surface_forms,tiger,goes,tiger,go,VERB,tiger,goes,tiger,go,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,243,both,1,surface_forms,you,know,you,know,VERB,you,know,you,know,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,243,both,1,surface_forms,tiger,says,tiger,say,VERB,tiger,says,tiger,say,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,245,both,1,surface_forms,he,says,he,say,VERB,he,says,he,say,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,245,both,1,surface_forms,tiger,go,tiger,go,VERB,tiger,go,tiger,go,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,250,both,1,surface_forms,tiger,eats,tiger,eat,VERB,tiger,eats,tiger,eat,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,252,both,1,surface_forms,tiger,fly,tiger,fly,VERB,tiger,fly,tiger,fly,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,254,both,1,surface_forms,tiger,has,tiger,have,VERB,tiger,has,tiger,have,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,256,both,1,surface_forms,horsie,has,horsie,have,VERB,horsie,has,horsie,have,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,260,both,1,surface_forms,you,ask,you,ask,VERB,you,ask,you,ask,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,260,both,1,surface_forms,you,got,you,get,VERB,you,got,you,get,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,266,both,1,surface_forms,you,have,you,have,VERB,you,have,you,have,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,268,both,1,surface_forms,I,have,i,have,VERB,I,have,i,have,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,270,both,1,surface_forms,I,have,i,have,VERB,I,have,i,have,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,272,both,1,surface_forms,we,ask,we,ask,VERB,we,ask,we,ask,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,272,both,1,surface_forms,he,likes,he,like,VERB,he,likes,he,like,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,274,both,1,surface_forms,you,like,you,like,VERB,you,like,you,like,VERB
Eng-UK,Fletcher,Fletcher/5/hngav.cha,281,both,1,surface_forms,you,give,you,give,VERB,you,give,you,give,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,3,both,1,surface_forms,you,doing,you,do,VERB,you,doing,you,do,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,6,both,1,surface_forms,you,fall,you,fall,VERB,you,fall,you,fall,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,18,both,1,surface_forms,I,know,i,know,VERB,I,know,i,know,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,31,both,1,surface_forms,he,doing,he,do,VERB,he,doing,he,do,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,41,both,1,surface_forms,I,know,i,know,VERB,I,know,i,know,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,44,both,1,surface_forms,it,is,it,be,AUX,it,is,it,be,AUX
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,47,both,1,surface_forms,it,hiding,it,hide,VERB,it,hiding,it,hide,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,50,both,1,surface_forms,you,found,you,find,VERB,you,found,you,find,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,53,both,1,surface_forms,it,is,it,be,AUX,it,is,it,be,AUX
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,58,both,1,surface_forms,you,reading,you,read,VERB,you,reading,you,read,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,63,both,1,surface_forms,I,know,i,know,VERB,I,know,i,know,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,66,both,1,surface_forms,you,tell,you,tell,VERB,you,tell,you,tell,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,68,both,1,surface_forms,you,tell,you,tell,VERB,you,tell,you,tell,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,81,both,1,surface_forms,I,know,i,know,VERB,I,know,i,know,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,87,both,1,surface_forms,I,know,i,know,VERB,I,know,i,know,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,107,both,1,surface_forms,I,think,i,think,VERB,I,think,i,think,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,113,both,1,surface_forms,I,thought,i,think,VERB,I,thought,i,think,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,171,both,1,surface_forms,you,got,you,get,VERB,you,got,you,get,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,177,both,1,surface_forms,Jeannine,gave,jeannine,give,VERB,Jeannine,gave,jeannine,give,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,192,both,1,surface_forms,you,see,you,see,VERB,you,see,you,see,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,194,both,1,surface_forms,you,can,you,can,AUX,you,can,you,can,AUX
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,206,both,1,surface_forms,you,see,you,see,VERB,you,see,you,see,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,214,both,1,surface_forms,they,gone,they,go,VERB,they,gone,they,go,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,222,both,1,surface_forms,he,gets,he,get,VERB,he,gets,he,get,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,223,both,1,surface_forms,I,bet,i,bet,VERB,I,bet,i,bet,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,225,both,1,surface_forms,I,bet,i,bet,VERB,I,bet,i,bet,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,225,both,1,surface_forms,they,will,they,will,AUX,they,will,they,will,AUX
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,229,both,1,surface_forms,you,see,you,see,VERB,you,see,you,see,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,244,both,1,surface_forms,it,is,it,be,AUX,it,is,it,be,AUX
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,246,both,1,surface_forms,it,is,it,be,AUX,it,is,it,be,AUX
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,247,both,1,surface_forms,he,hiding,he,hide,VERB,he,hiding,he,hide,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,249,both,1,surface_forms,he,hiding,he,hide,VERB,he,hiding,he,hide,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,253,both,1,surface_forms,you,count,you,count,VERB,you,count,you,count,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,256,both,1,surface_forms,he,crying,he,cry,VERB,he,crying,he,cry,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,258,both,1,surface_forms,he,do,he,do,VERB,he,do,he,do,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,258,both,1,surface_forms,you,drop,you,drop,VERB,you,drop,you,drop,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,263,both,1,surface_forms,you,got,you,get,VERB,you,got,you,get,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,272,both,1,surface_forms,you,kissing,you,kiss,VERB,you,kissing,you,kiss,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,279,both,1,surface_forms,you,fall,you,fall,VERB,you,fall,you,fall,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,284,both,1,surface_forms,I,know,i,know,VERB,I,know,i,know,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,295,both,1,surface_forms,he,is,he,be,AUX,he,is,he,be,AUX
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,299,both,1,surface_forms,tiger,say,tiger,say,VERB,tiger,say,tiger,say,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,302,both,1,surface_forms,Thomas,heard,thomas,hear,VERB,Thomas,heard,thomas,hear,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,302,both,1,surface_forms,which,opening,which,open,VERB,which,opening,which,open,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,316,both,1,surface_forms,Thomas,asked,thomas,ask,VERB,Thomas,asked,thomas,ask,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,319,both,1,surface_forms,you,see,you,see,VERB,you,see,you,see,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,329,both,1,surface_forms,we,carry,we,carry,VERB,we,carry,we,carry,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,335,both,1,surface_forms,animals,began,animal,begin,VERB,animals,began,animal,begin,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,336,both,1,surface_forms,some,came,some,come,VERB,some,came,some,come,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,337,both,1,surface_forms,engines,worked,engine,work,VERB,engines,worked,engine,work,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,342,both,1,surface_forms,I,know,i,know,VERB,I,know,i,know,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,343,both,1,surface_forms,that,works,that,work,VERB,that,works,that,work,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,344,both,1,surface_forms,he,told,he,tell,VERB,he,told,he,tell,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,346,both,1,surface_forms,I,know,i,know,VERB,I,know,i,know,VERB
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,347,both,1,surface_forms,they,found,they,find,VERB,they,found,they,find,VERB
