subject_lemma,verb_lemma
hedgehog,go
you,remember
hedgehog,be
you,go
xxx,sound
he,go
you,do
you,do
you,do
you,drink
you,go
i,go
i,shut
it,be
i,turn
this,be
we,tap
birthday,be
micky,point
broom,keep
he,hold
broom,push
he,do
he,chop
that,be
piece,start
broom,have
they,keep
mickey,lean
they,keep
they,keep
water,get
he,try
he,find
water,start
mickey,find
he,do
what,happen
sorcerer,come
he,know
mickey,do
he,raise
everything,disappear
sorcerer,look
he,be
sorcerer,take
mickey,laugh
sorcerer,laugh
sorcerer,look
he,say
you,finish
mickey,go
you,put
we,get
i,get
dan,say
he,say
you,read
projectdirector,tell
what,be
us,see
i,wanna
we,look
we,do
that,be
that,be
we,be
we,go
wanna,see
it,be
you,see
you,know
those,be
you,be
it,be
they,be
you,know
you,have
they,be
they,be
it,be
you,wanna
you,know
i,find
i,find
you,wanna
wanna,read
you,remember
i,find
book,be
you,wanna
you,want
it,go
it,be
this,be
you,wanna
you,wanna
you,wanna
you,wanna
wanna,read
you,wanna
you,go
mommy,pick
you,wanna
moon,be
it,be
it,open
it,do
you,wanna
you,wanna
you,wanna
you,wanna
wanna,read
story,be
you,do
you,want
train,rumble
she,be
she,have
she,have
train,carry
that,be
train,stop
she,go
sh,say
clown,say
us,ask
engine,come
they,say
engine,pull
you,pull
engine,say
i,pull
i,be
i,carry
i,go
he,steam
train,be
clown,say
engine,let
us,ask
they,say
engine,pull
you,pull
engine,say
i,be
i,pull
i,be
they,be
clown,say
train,come
he,look
he,help
they,say
engine,pull
you,pull
engine,say
i,be
i,pull
i,can
i,can
i,can
train,be
clown,say
engine,come
they,say
engine,pull
you,pull
engine,break
boy,have
you,help
engine,say
i,be
i,be
i,can
i,think
i,can
i,think
i,can
i,think
i,can
she,hitch
they,start
i,think
i,can
i,think
i,can
i,think
i,can
i,think
i,can
train,climb
they,get
they,know
they,make
they,go
she,keep
i,think
i,could
i,think
i,could
i,think
i,could
i,think
i,could
you,wanna
you,be
you,be
it,be
you,go
you,want
mommy,read
you,be
bird,sit
egg,jump
my,say
baby,be
he,wanna
i,get
i,be
she,go
egg,jump
it,jump
mother,be
he,say
he,look
he,look
he,see
he,look
he,see
she,be
i,go
he,say
he,go
he,go
it,be
bird,fly
he,fly
he,walk
i,go
he,say
he,know
mother,look
he,go
she,do
she,be
she,be
she,go
she,go
baby,eat
it,be
he,come
you,be
he,say
kitten,look
he,say
kitten,be
he,come
you,be
he,say
no,say
kitten,be
hen,be
bird,go
i,find
he,say
he,come
you,be
he,say
that,be
i,be
i,be
kitten,be
hen,be
dog,be
he,go
he,come
you,be
he,say
i,be
i,be
kitten,be
hen,be
mother,have
he,have
he,have
you,have
that,be
mommy,be
bird,walk
he,run
he,see
that,be
he,look
he,see
he,call
boat,answer
he,look
he,see
it,be
i,be
he,say
plane,stop
bird,see
this,be
she,be
he,say
he,run
thing,say
you,be
bird,say
you,be
i,get
bird,get
snort,go
it,go
bird,go
snort,go
snort,go
snort,come
i,say
bird,go
i,wanna
i,want
something,happen
snort,put
bird,be
bird,come
you,know
i,be
she,say
i,know
you,be
bird,say
you,be
you,be
you,be
you,be
you,be
you,go
bird,sit
that,be
bird,come
you,be
snort,put
mommy,come
you,go
you,put
it,be
it,be
wanna,look
i,get
you,wanna
you,wanna
observer,have
you,wanna
that,be
you,wanna
it,be
you,see
you,see
you,tell
you,know
that,be
what,be
that,be
what,be
that,be
child,be
you,know
that,be
it,be
we,use
you,know
it,be
us,see
what,be
that,be
what,be
that,be
that,be
you,know
that,be
you,know
that,be
it,be
it,have
that,mean
you,have
that,be
what,be
that,be
you,know
that,be
you,know
that,be
it,be
you,have
you,know
that,be
light,go
we,have
you,tell
those,be
they,be
strawberry,be
you,be
plum,be
strawberry,be
those,be
strawberry,be
you,tease
what,be
they,be
bird,be
these,be
pea,be
you,count
they,be
i,hear
you,know
pea,be
flower,be
you,know
these,be
these,be
they,look
that,be
it,be
you,know
mouse,be
he,be
he,be
that,be
that,be
that,be
you,know
people,be
that,be
clothe,be
you,tell
clothe,be
you,getting
us,see
we,find
truck,be
bus,be
what,be
that,be
that,be
you,know
that,be
what,be
that,be
us,see
we,find
we,have
we,have
it,be
you,see
that,be
you,see
you,see
what,be
what,be
that,be
that,be
we,have
that,be
what,be
that,be
what,be
that,be
one,be
that,be
he,be
what,be
you,know
what,be
that,be
those,be
that,be
you,walk
you,needta
you,need
key,be
you,be
that,be
key,look
key,be
i,be
key,be
we,have
you,want
i,be
i,bring
i,be
key,be
you,know
you,have
you,remember
those,be
they,be
i,find
i,have
key,let
i,have
you,have
they,go
that,be
you,go
you,do
you,go
you,come
i,know
door,be
it,be
i,think
you,leave
you,take
i,think
he,come
it,be
that,be
he,try
you,have
you,want
that,be
it,be
i,be
it,be
it,be
that,be
it,be
what,be
that,be
it,be
it,be
it,be
it,be
that,be
it,be
it,be
it,be
what,be
that,be
that,be
what,come
it,be
that,be
it,be
it,be
spider,be
that,be
frog,come
he,go
i,give
these,be
they,have
they,have
they,hadta
i,give
i,want
i,have
i,borrow
it,be
you,keep
you,eat
they,watch
they,eat
frog,be
you,get
we,will
who,get
they,get
we,make
you,grind
that,be
daddy,put
you,go
you,push
it,go
you,go
daddy,do
you,eat
you,want
one,fall
that,be
pittsburg,eat
he,have
you,be
you,wanna
xxx,turn
child,push
you,push
i,help
you,be
you,need
you,be
you,be
you,be
you,be
spock,say
this,get
you,get
you,be
i,know
spock,say
i,know
i,know
i,say
i,know
it,be
we,move
you,wanna
you,wanna
you,wanna
that,be
i,know
i,be
i,hear
that,be
we,move
he,want
i,get
he,kill
it,give
he,be
you,talk
who,be
noah,do
he,build
name,be
i,ask
what,be
what,be
it,be
what,be
we,forgot
i,get
you,be
you,be
i,get
i,do
i,get
daddy,make
that,be
mcdonald,have
daddy,prompt
i,be
he,go
i,care
he,go
macdonald,have
mommy,say
you,need
you,need
you,need
you,want
i,give
i,have
that,be
it,get
that,have
letter,run
i,hear
it,be
what,be
that,be
it,be
we,have
we,have
they,be
they,be
person,give
who,give
he,figure
you,boil
i,take
xxx,put
you,have
you,have
that,be
who,teach
you,want
i,think
i,start
i,like
i,think
i,find
it,have
it,be
i,think
kitty,smell
i,have
that,be
president,give
we,hear
that,say
thing,be
you,do
you,wanna
you,want
we,buy
bug,eat
that,be
that,be
daddy,take
which,be
we,miss
that,be
i,forget
kean'll,be
i,take
kean'll,be
kean,come
you,go
he,stay
he,skip
this,be
this,be
i,be
it,be
kean,come
he,know
who,come
you,remember
who,come
you,go
you,climb
you,be
it,be
it,be
what,happen
you,climb
you,fall
he,land
he,learn
he,do
he,pull
that,be
that,be
i,imagine
he,learn
it,be
it,be
he,be
that,be
he,hold
it,be
he,keep
i,know
he,keep
we,block
he,do
he,want
that,be
i,mean
we,lower
i,know
i,mean
he,wander
we,oughta
he,get
it,be
i,think
he,know
you,have
that,be
you,draw
you,write
you,wanna
you,finish
you,wash
marker,come
i,hop
they,say
they,be
i,test
i,give
i,draw
i,wash
i,draw
i,wash
he,get
it,embed
you,wait
it,dry
you,wash
you,do
i,do
i,be
i,know
you,know
i,do
you,go
she,mind
i,take
observer,know
you,talk
you,learn
he,do
child,have
they,do
i,think
they,do
daddy,go
he,be
that,be
you,wanna
you,wipe
you,get
i,tell
he,be
daddy,come
i,know
he,go
he,be
he,come
he,be
it,be
daddy,go
he,look
he,go
he,be
you,eat
you,wanna
you,wanna
kiss,be
he,learn
he,learn
you,rush
you,get
they,melt
it,be
you,kiss
you,wipe
you,go
you,want
you,wanna
us,go
you,wanna
that,be
you,go
you,wear
that,be
us,go
we,read
us,read
we,go
us,read
we,get
mommy,read
that,be
you,wanna
i,fix
mommy,brush
you,comb
comb,brush
mommy,do
we,touch
glue,set
it,be
we,leave
it,be
you,use
i,be
brush,work
you,wanna
you,wanna
you,wanna
us,finish
it,be
it,be
those,be
you,find
you,know
those,be
you,find
that,be
that,be
e,be
you,know
letter,be
that,be
us,see
you,know
o,be
o,be
you,see
o,be
i,see
i,see
that,be
we,go
you,wanna
mommy,carry
that,be
you,wanna
that,be
that,be
that,be
daddy,make
it,be
that,be
us,go
it,go
that,be
you,needta
what,come
we,put
it,be
you,wanna
you,stay
you,go
needta,go
xxx,see
go,go
us,change
we,put
macdonald,have
you,want
it,be
that,be
it,look
it,do
it,be
it,be
i,go
it,look
it,look
you,go
you,wanna
deal,be
face,stick
you,have
they,put
you,take
they,put
they,child
it,be
we,put
you,be
that,go
mommy,have
class,be
i,wait
it,be
that,be
i,feel
you,want
mommy,hold
i,hold
i,forget
you,want
i,get
mommy,go
you,hold
you,go
go,go
we,put
you,wanna
we,start
we,stop
you,stand
i,put
that,touch
that,be
mommy,go
you,go
book,step
you,have
i,think
jill,get
you,step
it,be
mommy,carry
you,do
that,be
wanna,go
this,be
you,be
you,hafta
you,hafta
jill,say
she,get
you,wear
he,be
jill,say
she,get
i,hope
she,remember
i,tell
i,bang
you,go
i,eat
i,take
i,go
i,get
you,want
i,go
you,get
you,make
i,know
i,think
you,make
i,think
o,be
you,do
you,see
i,think
they,scratch
we,cut
i,know
you,like
we,have
it,be
i,cut
we,go
you,be
jill,say
she,remember
she,bring
we,do
that,be
that,be
i,know
you,wanna
it,be
you,have
you,scratch
we,do
we,have
i,know
you,wanna
you,hafta
i,know
that,be
we,have
i,know
you,wanna
child,be
you,know
you,be
it,be
you,get
you,do
you,go
you,wanna
they,be
they,be
this,be
that,be
yours,be
you,wanna
that,be
that,be
it,be
this,be
we,tap
you,remember
it,be
that,be
animal,be
wanna,show
i,think
that,be
necklace,be
you,wanna
it,be
it,be
who,give
who,give
mommy,give
you,have
you,sing
you,have
you,do
you,blow
bear,go
he,go
bear,sit
bear,sit
mommy,be
daddy,be
you,wanna
animal,climb
you,do
you,see
it,snow
animal,fall
i,think
he,fall
i,think
you,push
he,push
he,fall
it,be
that,be
you,take
that,be
you,wanna
it,be
mommy,wear
you,put
you,be
it,be
it,be
it,be
you,wear
you,have
what,be
that,be
what,be
owl,be
cow,say
i,think
you,say
you,wanna
mommy,sit
you,be
you,be
you,be
you,get
this,be
it,be
he,go
you,be
animal,be
animal,be
i,take
he,go
you,get
you,have
you,keep
i,find
i,find
you,have
you,do
you,go
it,be
he,be
he,be
it,be
it,look
it,be
purple,be
he,be
mommy,have
you,have
you,wanna
you,wanna
you,be
what,be
it,be
that,be
who,sleep
it,be
he,try
he,trip
you,wear
you,go
you,wanna
you,stay
you,wanna
i,give
that,be
you,go
you,take
you,go
you,go
you,fall
i,save
you,wanna
that,be
you,wind
he,want
animal,wear
i,think
he,say
it,be
daddy,get
mommy,lose
i,do
i,do
it,pop
i,guess
mommy,do
button,be
child,be
you,stay
i,put
you,pop
that,be
that,be
it,be
it,be
it,go
you,wear
people,wear
that,be
you,pull
that,be
you,go
you,make
you,make
you,know
you,go
i,think
that,be
o,be
you,make
that,be
it,be
that,be
you,be
you,be
what,be
goat,be
that,be
it,be
you,wanna
you,wanna
you,be
you,make
that,be
mommy,have
animal,be
animal,wear
you,go
animal,go
you,go
you,need
you,make
what,be
that,mean
you,make
you,do
you,be
i,have
you,go
you,feel
you,go
you,be
wolf,say
i,come
that,be
you,eat
it,be
you,have
xxx,fall
child,get
he,fall
it,be
you,do
you,do
you,go
broom,be
you,sweep
mommy,help
i,sweep
you,wanna
you,go
you,go
i,help
you,put
i,mean
you,put
you,close
you,close
that,be
mommy,sweep
you,sweep
you,want
mommy,feel
that,be
mommy,feel
you,sweep
you,put
you,put
you,put
you,be
you,sweep
us,see
we,get
you,know
this,drive
i,think
you,go
you,go
we,go
you,do
it,be
us,get
it,be
it,be
i,care
you,wanna
it,be
that,be
i,be
i,wanna
you,pick
you,pick
mommy,help
us,go
we,come
you,wanna
i,know
you,do
i,ask
she,want
you,walk
you,walk
you,walk
you,do
we,get
you,walk
you,do
door,be
useta,come
you,do
you,wanna
i,push
one,stay
you,wanna
you,stand
you,wanna
you,wear
you,put
child,let
i,put
what,be
it,be
it,be
i,wonder
it,be
you,wanna
it,be
you,lie
i,change
you,be
you,want
you,say
you,want
we,put
you,leave
you,remember
we,take
you,get
shoe,be
you,take
i,think
sock,be
sock,be
shoe,be
you,leave
i,think
they,come
we,go
you,sit
i,get
this,be
he,have
you,wanna
you,take
that,be
daddy,help
you,do
honey,go
i,put
you,get
you,get
you,stand
you,be
you,take
i,think
you,have
you,take
you,bring
you,pick
i,wait
i,wait
i,know
you,stand
i,wait
you,bring
i,know
you,take
you,take
shoe,be
you,bring
daddy,help
you,take
he,untie
you,pull
that,be
it,take
ear,hurt
what,be
it,be
it,be
i,get
xxx,put
animal,watch
you,go
i,think
it,be
you,go
it,be
you,wanna
mommy,reach
we,go
you,wanna
you,wanna
we,go
it,be
we,have
i,think
you,need
you,wanna
you,go
it,be
you,go
you,wanna
it,be
you,want
i,read
i,go
you,wanna
you,wanna
you,take
you,read
we,get
you,wanna
you,wanna
you,wanna
it,be
you,take
you,read
you,want
you,read
jill,read
jill,go
jill,go
you,like
jill,come
you,like
jill,come
she,be
she,read
you,go
hasta,go
you,go
monster,come
you,wanna
you,have
she,be
you,wanna
you,wanna
wanna,look
what,be
this,be
what,be
that,be
it,be
you,take
you,want
you,xxx
i,think
it,come
us,see
it,be
what,be
that,be
that,be
you,feed
you,go
i,let
she,play
this,be
it,have
it,be
this,be
this,be
what,be
that,be
what,be
that,be
what,be
that,be
what,be
that,be
you,know
thing,be
what,be
that,be
you,say
you,say
what,be
that,be
it,be
you,say
that,be
wanna,look
this,be
it,be
what,be
you,feed
i,open
you,go
us,tr
she,talk
she,hadta
hadta,tell
she,want
we,try
ring,do
that,be
who,be
it,be
you,go
boy,talk
you,be
you,be
what,be
what,be
it,be
you,get
i,realize
it,work
you,get
you,get
you,get
i,be
i,be
i,be
i,think
that,scare
i,think
i,be
i,scar
i,be
you,wanna
i,be
i,be
i,be
i,put
it,be
it,be
you,do
this,be
it,be
it,be
it,be
it,be
it,be
you,get
ya,go
that,be
what,be
that,be
daddy,be
daddy,be
it,go
you,want
i,go
this,be
block,say
this,be
you,be
lemme,get
they,build
mama,get
that,be
that,be
that,be
that,be
you,wanna
you,tell
you,want
you,can
this,be
lemme,show
you,brush
you,do
that,be
doggie,say
shena,say
ear,feel
that,be
that,be
it,be
that,be
loren,say
who,be
he,be
you,see
you,want
you,want
you,want
you,brush
you,brush
wanna,look
you,look
it,smell
alice,look
you,do
what,smell
that,be
what,be
that,be
that,be
you,be
you,lick
that,feel
it,be
what,be
that,be
these,be
mommy,knock
go,do
you,like
what,s
alice,s
ya,think
i,ask
you,want
she,talk
i,feel
i,feel
i,talk
we,be
that,be
it,scar
i,go
it,be
what,happen
you,be
we,buy
i,be
cloth,cover
i,see
i,like
i,needta
i,can
you,want
alice,come
that,flap
i,want
you,sit
it,be
i,wanna
you,remember
puppet,be
you,be
you,like
you,do
that,be
that,be
that,be
he,get
we,go
this,be
zipper,be
you,wanna
you,try
you,untie
mommy,go
you,untie
that,be
you,like
that,be
that,be
you,go
i,bet
you,rattle
i,put
you,get
we,sit
part,flatten
it,do
you,sit
i,put
you,wanna
wanna,get
us,get
alice,remember
what,be
it,be
you,know
that,be
you,pull
it,be
that,be
it,be
it,be
doggie,say
doggie,say
ahhah,ahhah
he,say
brush,be
it,be
he,like
you,go
i,think
she,say
i,tell
we,look
you,talk
it,be
boy,be
you,do
he,be
he,be
ya,see
i,bet
you,smell
you,look
we,see
that,be
you,think
it,be
you,think
it,be
that,be
you,stick
us,see
baby,say
doggie,get
doggie,say
you,hate
you,do
this,be
wanna,touch
wanna,pull
wanna,come
you,close
she,hat
it,be
i,put
it,be
it,be
that,be
i,know
she,hat
us,put
what,be
daddy,tell
i,tell
ya,go
ya,want
you,want
you,sit
that,be
this,be
who,be
it,be
sister,be
sissie,go
she,go
you,pick
i,know
i,think
you,like
i,get
i,get
you,be
you,be
wanna,do
i,know
that,be
you,say
that,be
i,get
you,be
ya,want
doggie,be
you,want
you,go
that,be
that,be
you,want
you,want
you,want
you,want
that,be
you,want
you,show
you,want
you,want
you,stand
you,want
you,want
you,want
that,be
i,see
you,know
that,be
us,see
we,find
that,be
it,be
it,be
you,know
piggie,say
i,see
i,see
that,be
it,be
it,be
it,be
kitty,be
we,play
i,put
you,get
alice,look
doggie,be
they,fall
you,knock
you,want
alice,look
you,want
you,go
i,will
that,be
that,be
she,be
you,leave
you,get
we,call
us,call
us,talk
alexis,be
you,do
i,put
you,get
ya,want
what,be
i,know
you,look
alice,look
what,be
i,know
you,find
it,be
what,be
sassy,be
you,say
what,be
that,be
what,be
that,be
that,be
you,go
what,be
i,know
you,see
that,be
you,be
that,be
this,be
ya,want
i,leave
i,be
you,get
that,be
we,have
you,restrain
i,know
what,be
that,be
what,be
that,be
it,be
what,be
that,be
it,be
that,be
what,be
that,be
that,be
what,be
that,be
i,go
what,be
that,be
doggie,say
what,be
that,be
she,be
i,try
we,see
animal,sound
she,say
she,say
she,say
she,say
she,say
you,know
i,think
she,have
she,use
she,open
she,say
she,say
she,have
she,say
she,say
she,say
she,zip
we,practice
i,mean
that,be
we,have
it,be
we,call
i,know
we,do
i,put
i,guess
she,could
i,do
we,do
i,have
i,have
i,have
i,play
i,knot
i,know
i,play
we,play
we,have
dog,know
we,have
we,do
she,recognize
i,have
camel,say
we,decide
camel,say
it,stick
i,say
she,start
she,think
it,be
i,make
we,have
we,have
we,call
she,see
they,be
i,think
squirrel,say
we,have
lauren,have
she,like
she,comb
we,have
i,mean
we,have
i,be
she,play
she,be
we,get
she,play
she,like
we,have
i,point
what,be
that,be
i,guess
i,think
i,say
you,say
i,say
i,guess
i,say
i,be
she,say
that,be
she,say
i,tell
she,be
she,do
she,explore
it,be
it,be
i,ask
she,want
she,show
that,be
she,be
it,be
i,say
you,want
she,go
she,might
it,be
i,think
she,want
she,say
i,think
that,be
i,try
i,think
she,say
she,reach
she,be
she,be
she,be
i,mean
she,would
i,mean
she,throw
you,know
i,mean
she,look
she,have
she,do
she,put
she,like
that,be
i,like
she,say
boy,be
you,like
who,be
wanna,look
you,show
you,see
i,see
you,see
bug,be
that,be
it,be
what,be
that,be
that,be
it,be
it,be
