rank,verb,frequency
1,go,8088
2,do,7168
3,have,6416
4,know,6143
5,get,5313
6,want,4724
7,think,3809
8,say,3801
9,see,2908
10,like,2667
11,come,2361
12,eat,2244
13,make,1975
14,put,1765
15,look,1733
16,take,1536
17,tell,1451
18,hear,1102
19,play,1005
20,give,973
21,mean,971
22,need,828
23,happen,824
24,talk,789
25,find,693
26,remember,654
27,sit,603
28,try,588
29,can,535
30,ask,485
31,start,480
32,use,479
33,call,477
34,leave,449
35,run,419
36,bring,416
37,fall,403
38,stay,390
39,work,390
40,feel,382
41,finish,363
42,read,359
43,buy,358
44,guess,357
45,turn,350
46,walk,348
47,let,342
48,love,333
49,keep,332
50,watch,332
51,will,326
52,forget,314
53,help,308
54,pick,287
55,show,287
56,wait,274
57,stop,257
58,wear,257
59,hold,256
60,fly,245
61,hurt,239
62,write,232
63,break,224
64,live,218
65,throw,200
66,listen,200
67,build,198
68,move,191
69,drink,189
70,catch,181
71,win,176
72,understand,176
73,lose,176
74,jump,176
75,sound,171
76,cut,171
77,grow,166
78,hit,164
79,taste,162
80,miss,161
81,open,161
82,sing,159
83,sleep,151
84,haft,147
85,bet,145
86,fix,144
87,could,142
88,wanna,142
89,learn,141
90,wonder,138
91,hope,137
92,wash,133
93,cry,132
94,fit,131
95,change,129
96,pull,127
97,stand,127
98,draw,126
99,would,124
100,drive,124
