rank,verb,frequency
1,go,9235
2,do,6919
3,have,4828
4,want,4759
5,know,4407
6,get,4233
7,think,3698
8,see,2502
9,like,2236
10,say,2234
11,put,1640
12,look,1598
13,come,1596
14,make,1553
15,eat,1412
16,tell,1138
17,take,1047
18,play,870
19,happen,847
20,need,729
21,give,668
22,remember,648
23,find,597
24,mean,582
25,fall,516
26,try,458
27,sit,441
28,bring,402
29,use,396
30,can,389
31,talk,364
32,show,364
33,hear,353
34,help,343
35,work,332
36,call,328
37,run,321
38,turn,304
39,read,300
40,ask,286
41,hurt,285
42,buy,274
43,live,270
44,hold,269
45,walk,264
46,stay,257
47,leave,253
48,fit,251
49,break,244
50,feel,243
51,guess,239
52,watch,220
53,will,219
54,wear,218
55,sleep,212
56,start,203
57,keep,202
58,open,197
59,build,185
60,pick,183
61,forget,181
62,let,176
63,love,175
64,jump,175
65,wait,172
66,bet,167
67,drink,167
68,finish,166
69,fix,164
70,drive,161
71,fly,155
72,wonder,151
73,move,145
74,stand,145
75,ride,144
76,pretend,143
77,cry,143
78,miss,140
79,throw,140
80,catch,136
81,lose,135
82,blow,134
83,draw,134
84,learn,130
85,push,127
86,sing,127
87,hit,126
88,sound,126
89,teach,120
90,cut,113
91,pull,110
92,hide,110
93,grow,110
94,haft,107
95,hope,106
96,wash,105
97,stop,105
98,write,104
99,knock,103
100,would,94
