rank,verb,frequency
1,go,8561
2,have,6490
3,think,5206
4,get,5087
5,do,4910
6,be,4395
7,want,4107
8,know,4040
9,like,4029
10,see,2165
11,play,2070
12,say,1981
13,put,1265
14,look,1233
15,try,1134
16,make,1030
17,come,1000
18,eat,907
19,mean,766
20,seem,693
21,recognize,678
22,need,640
23,take,628
24,love,599
25,give,581
26,read,504
27,find,421
28,hear,400
29,sit,392
30,guess,388
31,feel,362
32,pick,360
33,start,315
34,remember,305
35,tell,304
36,fall,297
37,keep,289
38,can,267
39,hold,265
40,talk,256
41,notice,242
42,use,229
43,show,229
44,pull,222
45,turn,219
46,throw,217
47,let,213
48,ask,209
49,work,190
50,stand,189
51,chew,187
52,help,180
53,prefer,170
54,move,160
55,drop,149
56,sing,148
57,watch,148
58,walk,140
59,shake,138
60,crawl,134
61,will,131
62,touch,131
63,leave,125
64,wave,124
65,bring,122
66,send,122
67,push,121
68,open,120
69,roll,119
70,call,119
71,bang,116
72,enjoy,115
73,feed,115
74,change,115
75,happen,111
76,stay,111
77,sound,111
78,wonder,111
79,grab,110
80,care,107
81,stop,107
82,hide,104
83,drink,102
84,hurt,100
85,knock,98
86,taste,93
87,run,92
88,build,91
89,finish,91
90,dunno,91
91,clap,89
92,wash,89
93,clean,89
94,would,87
95,wear,79
96,hit,78
97,catch,76
98,forget,74
99,tend,74
100,reach,73
