rank,verb,frequency
1,go,87159
2,do,61170
3,be,52256
4,get,44670
5,want,42427
6,have,42044
7,think,32863
8,know,24731
9,see,20837
10,like,19995
11,say,19538
12,put,18735
13,come,12280
14,look,11851
15,make,10929
16,need,9422
17,eat,7677
18,play,7343
19,take,7121
20,find,6072
21,sit,5072
22,fall,4901
23,tell,4899
24,give,4768
25,remember,4330
26,can,3899
27,fit,3288
28,happen,3277
29,mean,3134
30,try,3107
31,will,2877
32,hear,2821
33,talk,2369
34,use,2277
35,hurt,2276
36,help,2250
37,bring,2211
38,open,2184
39,read,2097
40,show,2059
41,hold,2047
42,buy,2036
43,finish,2030
44,work,1998
45,wear,1996
46,love,1962
47,keep,1956
48,turn,1893
49,draw,1872
50,sing,1809
51,break,1790
52,watch,1768
53,leave,1644
54,throw,1592
55,sleep,1550
56,run,1549
57,stay,1538
58,hide,1533
59,feel,1532
60,start,1524
61,build,1520
62,move,1511
63,cry,1486
64,ask,1440
65,drink,1420
66,pick,1412
67,call,1407
68,stand,1398
69,live,1382
70,drive,1268
71,pull,1266
72,drop,1221
73,wait,1209
74,stop,1205
75,let,1180
76,blow,1180
77,wash,1178
78,pretend,1157
79,write,1150
80,walk,1120
81,wonder,1113
82,push,1094
83,lose,1094
84,cut,1077
85,fix,1074
86,jump,1051
87,would,1050
88,knock,1045
89,bet,1029
90,miss,996
91,pop,960
92,forget,894
93,sound,858
94,cook,858
95,guess,826
96,catch,824
97,wake,822
98,stick,809
99,count,788
100,ride,776
