rank,verb,frequency
1,go,18260
2,do,14196
3,have,10763
4,be,10667
5,get,9907
6,know,9063
7,think,8750
8,want,8224
9,say,6299
10,see,5385
11,like,5158
12,look,3552
13,come,3390
14,put,3231
15,tell,3009
16,make,2874
17,eat,2552
18,play,2301
19,take,1957
20,happen,1778
21,need,1648
22,mean,1517
23,find,1325
24,remember,1299
25,give,1056
26,can,996
27,use,971
28,sit,909
29,hear,903
30,start,874
31,fall,874
32,try,851
33,talk,789
34,call,678
35,work,630
36,sound,625
37,help,611
38,bring,609
39,buy,605
40,love,602
41,guess,594
42,walk,576
43,read,575
44,feel,554
45,keep,550
46,turn,529
47,run,525
48,wonder,525
49,will,506
50,show,502
51,leave,473
52,ask,470
53,stay,468
54,bet,456
55,wear,445
56,let,435
57,fit,429
58,forget,429
59,hurt,426
60,live,425
61,finish,410
62,watch,403
63,drive,403
64,pick,400
65,fly,388
66,would,371
67,break,370
68,move,354
69,build,350
70,hold,343
71,open,339
72,wait,313
73,stop,312
74,jump,301
75,pretend,299
76,sleep,291
77,lose,275
78,draw,266
79,write,266
80,could,257
81,stand,242
82,hope,238
83,cry,238
84,drink,236
85,hit,235
86,pull,230
87,sing,228
88,cut,227
89,drop,227
90,catch,222
91,haft,214
92,throw,212
93,learn,205
94,win,200
95,fix,197
96,miss,191
97,push,187
98,understand,180
99,wash,179
100,grow,178
