rank,verb,frequency
1,go,27076
2,want,18648
3,be,13600
4,do,12363
5,get,11562
6,have,10080
7,say,6389
8,know,6173
9,put,6100
10,see,5919
11,think,5819
12,like,5694
13,come,3111
14,look,2850
15,make,2489
16,need,2311
17,play,2036
18,take,1961
19,eat,1933
20,find,1921
21,sit,1424
22,give,1405
23,fall,1255
24,try,1143
25,turn,994
26,hear,915
27,fit,890
28,tell,877
29,open,832
30,throw,819
31,love,814
32,read,811
33,help,747
34,hold,664
35,show,607
36,talk,597
37,can,585
38,draw,570
39,push,553
40,pick,536
41,remember,519
42,use,497
43,mean,493
44,stay,476
45,call,475
46,happen,472
47,work,458
48,drink,457
49,bring,446
50,leave,411
51,cook,407
52,feed,391
53,move,388
54,pull,386
55,feel,384
56,blow,384
57,keep,381
58,hurt,360
59,let,358
60,will,358
61,wear,354
62,build,349
63,ride,348
64,run,333
65,stop,331
66,sing,325
67,fix,324
68,close,318
69,drop,317
70,start,314
71,sleep,309
72,guess,307
73,break,306
74,finish,302
75,stand,301
76,walk,297
77,catch,295
78,begin,294
79,roll,292
80,cry,291
81,jump,289
82,pop,285
83,wash,280
84,hide,267
85,knock,248
86,bet,247
87,ask,245
88,touch,244
89,drive,241
90,miss,234
91,dance,227
92,sound,225
93,write,223
94,live,217
95,color,217
96,watch,215
97,lose,201
98,taste,192
99,climb,190
100,hit,186
