original_transcript_id,n_current_transcripts,current_transcripts
11182,2,NewmanRatner/24/5630WS.cha;NewmanRatner/Interviews/24/5630WS.cha
11183,2,NewmanRatner/24/5777FC.cha;NewmanRatner/Interviews/24/5777FC.cha
11184,2,NewmanRatner/24/5820CP.cha;NewmanRatner/Interviews/24/5820CP.cha
11185,2,NewmanRatner/24/5794ES.cha;NewmanRatner/Interviews/24/5794ES.cha
11186,2,NewmanRatner/24/5837AK.cha;NewmanRatner/Interviews/24/5837AK.cha
11187,2,NewmanRatner/24/5859ME.cha;NewmanRatner/Interviews/24/5859ME.cha
11188,2,NewmanRatner/24/5837JK.cha;NewmanRatner/Interviews/24/5837JK.cha
11189,2,NewmanRatner/24/5878SC.cha;NewmanRatner/Interviews/24/5878SC.cha
11190,2,NewmanRatner/24/5903AE.cha;NewmanRatner/Interviews/24/5903AE.cha
11191,2,NewmanRatner/24/5923MW.cha;NewmanRatner/Interviews/24/5923MW.cha
11192,4,NewmanRatner/24/5196AVI.cha;NewmanRatner/24/5928RL.cha;NewmanRatner/Interviews/24/5196AVI.cha;NewmanRatner/Interviews/24/5928RL.cha
11195,2,NewmanRatner/24/5936SR.cha;NewmanRatner/Interviews/24/5936SR.cha
11197,2,NewmanRatner/24/5965PC.cha;NewmanRatner/Interviews/24/5965PC.cha
11198,2,NewmanRatner/24/5954ML.cha;NewmanRatner/Interviews/24/5954ML.cha
11199,2,NewmanRatner/24/5977QJ.cha;NewmanRatner/Interviews/24/5977QJ.cha
11200,2,NewmanRatner/24/6043AM.cha;NewmanRatner/Interviews/24/6043AM.cha
11202,2,NewmanRatner/24/6071WB.cha;NewmanRatner/Interviews/24/6071WB.cha
11208,2,NewmanRatner/24/6453HS.cha;NewmanRatner/Interviews/24/6453HS.cha
11209,2,NewmanRatner/24/6598JM.cha;NewmanRatner/Interviews/24/6598JM.cha
11210,2,NewmanRatner/24/6337NK.cha;NewmanRatner/Interviews/24/6337NK.cha
11211,2,NewmanRatner/24/6493TM.cha;NewmanRatner/Interviews/24/6493TM.cha
11215,2,NewmanRatner/24/6785KS.cha;NewmanRatner/Interviews/24/6785KS.cha
11216,2,NewmanRatner/24/6815KG.cha;NewmanRatner/Interviews/24/6815KG.cha
11224,2,NewmanRatner/24/7018NB.cha;NewmanRatner/Interviews/24/7018NB.cha
11230,2,NewmanRatner/24/7162MB.cha;NewmanRatner/Interviews/24/7162MB.cha
11231,2,NewmanRatner/24/6878SK.cha;NewmanRatner/Interviews/24/6878SK.cha
11232,2,NewmanRatner/24/7222MD.cha;NewmanRatner/Interviews/24/7222MD.cha
11234,2,NewmanRatner/24/7120CB.cha;NewmanRatner/Interviews/24/7120CB.cha
11235,2,NewmanRatner/24/7534EM.cha;NewmanRatner/Interviews/24/7534EM.cha
11237,2,NewmanRatner/24/7658LT.cha;NewmanRatner/Interviews/24/7658LT.cha
11238,2,NewmanRatner/24/7553JT.cha;NewmanRatner/Interviews/24/7553JT.cha
11239,2,NewmanRatner/24/7300AP.cha;NewmanRatner/Interviews/24/7300AP.cha
11240,2,NewmanRatner/24/7814NB.cha;NewmanRatner/Interviews/24/7814NB.cha
11317,2,Snow/020819c.cha;Snow/021100c.cha
11336,2,Snow/030409b.cha;Snow/030409c.cha
11344,2,Snow/030418c.cha;Snow/030421a.cha
25288,2,MPI-EVA-Manchester/Fraser/020603a.cha;MPI-EVA-Manchester/Helen/030906.cha
25384,2,MPI-EVA-Manchester/Fraser/030029b.cha;MPI-EVA-Manchester/Helen/040007.cha
32833,2,Rescorla/LT/48/mar48.cha;Rescorla/TD/48/mar48.cha
34171,2,Feldman/ParentChild/TD/nchi1418.cha;Feldman/ParentChild/TD/nchi1539.cha
3993,2,NewEngland/14/0more/89.cha;NewEngland/14/89.cha
4008,2,NewEngland/20/0more/13.cha;NewEngland/20/13.cha
4020,2,NewEngland/20/0more/30.cha;NewEngland/20/30.cha
4022,2,NewEngland/20/0more/32.cha;NewEngland/20/32.cha
4023,2,NewEngland/20/0more/34.cha;NewEngland/20/34.cha
4030,2,NewEngland/20/0more/57.cha;NewEngland/20/57.cha
4031,2,NewEngland/20/0more/59.cha;NewEngland/20/59.cha
4040,2,NewEngland/20/0more/85.cha;NewEngland/20/85.cha
4244,2,Peters/020103.cha;Peters/020103a.cha
5036,2,HSLLD/HV1/BR/annbr1.cha;HSLLD/HV1/BR/sambr1.cha
5051,3,HSLLD/HV1/BR/chaact1.cha;HSLLD/HV1/BR/chabr1.cha;HSLLD/HV1/BR/seaact1.cha
5107,2,HSLLD/HV1/BR/rilbr1.cha;HSLLD/HV1/BR/shabr1.cha
5256,2,HSLLD/HV1/MT/jermt1.cha;HSLLD/HV1/MT/josmt1.cha
5283,2,HSLLD/HV1/MT/tamtp1.cha;HSLLD/HV1/TP/tamtp1.cha
5297,2,HSLLD/HV1/TP/anntp1.cha;HSLLD/HV1/TP/samtp1.cha
5314,2,HSLLD/HV1/TP/cal_jaktp1.cha;HSLLD/HV1/TP/contp1.cha
5588,2,HSLLD/HV2/MT/brimt2.cha;HSLLD/HV2/TP/brimt2.cha
5701,2,HSLLD/HV3/ER/coner3.cha;HSLLD/HV3/ER/joeer3.cha
5856,2,HSLLD/HV3/MT/maymt3.cha;HSLLD/HV3/MT/maymt3pt2.cha
6297,2,HSLLD/HV7/MD/jammt7.cha;HSLLD/HV7/MT/jammt7.cha
6350,2,HSLLD/HV7/MT/megmt7.cha;HSLLD/HV7/MT/tammt7.cha
7111,2,Feldman/010210.cha;Feldman/010306.cha
8299,2,Brent/f1/001206.cha;Brent/f1/010006.cha
9618,2,McCune/Alice/010000.cha;McCune/Alice/011000.cha
