collection,corpus,transcript,original_transcript_id,status,unique_matching_utterances,runner_up_matches,total_matching_utterances,original_target_child,original_age_months,original_n_utterances,chat_target_child,chat_age_months,original_id_used_by_multiple_current_transcripts,original_age_raw,original_metadata_join,current_age_raw,current_age_status,parse_status,current_metadata_join,current_age_months,original_age_usable,current_age_usable,age_combination,absolute_age_difference_months,age_conflict_gt_0_1_month
Eng-NA,Hall,Hall/WhitePro/maa.cha,4153,high_confidence_text_match,24,0,24,Matthew,57.0011704552455,3574,,,False,57.0011704552455,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,Hall,Hall/WhitePro/rob.cha,4155,high_confidence_text_match,6,0,6,Robert,57.0011704552455,2825,,,False,57.0011704552455,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,Hall,Hall/WhitePro/tos.cha,4156,high_confidence_text_match,24,0,24,Tony,57.0011704552455,2677,,,False,57.0011704552455,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,Hall,Hall/WhitePro/zoe.cha,4158,high_confidence_text_match,11,0,11,Zoe,57.0011704552455,2023,,,False,57.0011704552455,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,Hall,Hall/WhiteWork/boo.cha,4159,high_confidence_text_match,17,0,17,Bobby,57.0011704552455,5270,,,False,57.0011704552455,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,Hall,Hall/WhiteWork/dal.cha,4160,high_confidence_text_match,14,0,14,David,57.0011704552455,3948,,,False,57.0011704552455,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,Hall,Hall/WhiteWork/kag.cha,4161,high_confidence_text_match,14,0,14,Karen,57.0011704552455,2923,,,False,57.0011704552455,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,Hall,Hall/WhiteWork/kao.cha,4162,high_confidence_text_match,21,0,21,Kayode,57.0011704552455,2514,,,False,57.0011704552455,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,Hall,Hall/WhiteWork/mig.cha,4163,high_confidence_text_match,17,0,17,Michael,57.0011704552455,3147,,,False,57.0011704552455,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,Hall,Hall/WhiteWork/sat.cha,4164,high_confidence_text_match,20,0,20,Samantha,54.0011088523378,2746,,,False,54.0011088523378,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,Hall,Hall/WhiteWork/stl.cha,4165,high_confidence_text_match,48,1,49,Steven,57.0011704552455,4295,,,False,57.0011704552455,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,Hall,Hall/WhiteWork/sut.cha,4168,high_confidence_text_match,13,0,13,Summer,57.0011704552455,3612,,,False,57.0011704552455,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,McCune,McCune/Alice/010000.cha,9618,high_confidence_text_match,7,0,7,Alice,22.0004517546562,311,,,True,22.0004517546562,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,McCune,McCune/Alice/011100.cha,9620,high_confidence_text_match,5,0,5,Alice,23.0004722889587,380,,,False,23.0004722889587,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,McCune,McCune/Aurie/011007.cha,9633,high_confidence_text_match,6,0,6,Laura,22.0004517546562,508,,,False,22.0004517546562,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewEngland,NewEngland/14/0more/89.cha,3993,high_confidence_text_match,5,1,6,Matthew,14.1317070165712,303,CHI,,True,14.1317070165712,both,,missing_age,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewEngland,NewEngland/20/0more/13.cha,4008,high_confidence_text_match,8,1,9,Michael,19.4932134130064,356,,,True,19.4932134130064,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewEngland,NewEngland/20/0more/30.cha,4020,high_confidence_text_match,5,0,5,Eleanora,19.6574878334257,321,,,True,19.6574878334257,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewEngland,NewEngland/20/0more/32.cha,4022,high_confidence_text_match,5,1,6,Joanna,20.3618144109735,428,,,True,20.3618144109735,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewEngland,NewEngland/20/0more/34.cha,4023,high_confidence_text_match,9,1,11,Rachel,21.0661409885213,374,,,True,21.0661409885213,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewEngland,NewEngland/20/0more/57.cha,4030,high_confidence_text_match,5,1,6,Jamie,20.3946692950574,467,,,True,20.3946692950574,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewEngland,NewEngland/20/0more/59.cha,4031,high_confidence_text_match,10,0,10,Rory,20.723218135896,479,,,True,20.723218135896,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewEngland,NewEngland/20/0more/85.cha,4040,high_confidence_text_match,5,1,6,Matthew,20.2303948746381,541,,,True,20.2303948746381,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/07/4269LP.cha,10700,high_confidence_text_match,45,0,45,4269LP7,7.00014374011787,192,,,True,7.00014374011787,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/07/4273WC.cha,10699,high_confidence_text_match,40,0,40,4273WC7,7.00014374011787,82,,,True,7.00014374011787,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/07/4650KS.cha,10707,high_confidence_text_match,22,0,22,4650KS7,7.00014374011787,90,,,True,7.00014374011787,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/07/4697JK.cha,10710,high_confidence_text_match,25,0,25,4697JK7,7.00014374011787,100,,,True,7.00014374011787,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/07/4743NA.cha,10715,high_confidence_text_match,12,1,14,4743NA7,7.00014374011787,60,,,True,7.00014374011787,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/07/4801RB.cha,10716,high_confidence_text_match,25,0,25,4801RB7,7.00014374011787,64,,,True,7.00014374011787,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/07/4802JP.cha,10721,high_confidence_text_match,73,0,73,4802JP7,7.00014374011787,190,,,True,7.00014374011787,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/07/4997LM.cha,10728,high_confidence_text_match,50,0,50,4997LM7,7.00014374011787,182,,,True,7.00014374011787,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/07/5013LA.cha,10729,high_confidence_text_match,36,0,36,5013LA7,7.00014374011787,138,,,True,7.00014374011787,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/07/5066WT.cha,10731,high_confidence_text_match,8,0,8,5066WT7,7.00014374011787,45,,,True,7.00014374011787,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/07/5111CG.cha,10733,high_confidence_text_match,39,1,40,5111CG7,7.00014374011787,159,,,True,7.00014374011787,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/07/5118PM.cha,10734,high_confidence_text_match,10,0,10,5118PM7,7.00014374011787,62,,,True,7.00014374011787,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/07/5193HB.cha,10735,high_confidence_text_match,16,0,16,5193HB7,7.00014374011787,100,,,True,7.00014374011787,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/07/5224EZS.cha,10737,high_confidence_text_match,25,0,25,5224EZS7,7.00014374011787,128,,,True,7.00014374011787,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/07/5244SE.cha,10740,high_confidence_text_match,27,1,28,5244SE7,7.00014374011787,126,,,True,7.00014374011787,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/07/5346GG.cha,10742,high_confidence_text_match,31,0,31,5346GG7,7.00014374011787,130,,,True,7.00014374011787,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/07/5550VS.cha,10751,high_confidence_text_match,51,0,51,5550VS7,7.00014374011787,201,,,True,7.00014374011787,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/07/5561AC.cha,10753,high_confidence_text_match,23,0,23,5561AC7,7.00014374011787,78,,,True,7.00014374011787,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/07/5563DB.cha,10752,high_confidence_text_match,39,0,39,5563DB7,7.00014374011787,162,,,True,7.00014374011787,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/07/5573IH.cha,10756,high_confidence_text_match,17,0,17,5573IH7,7.00014374011787,145,,,True,7.00014374011787,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/07/5593SH.cha,10757,high_confidence_text_match,15,0,15,5593SH7,7.00014374011787,52,,,True,7.00014374011787,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/07/5630WS.cha,10762,high_confidence_text_match,76,0,76,5630WS7,7.00014374011787,247,,,True,7.00014374011787,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/07/5707RT.cha,10763,high_confidence_text_match,23,0,23,5707RT7,7.00014374011787,98,,,True,7.00014374011787,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/07/5794ES.cha,10766,high_confidence_text_match,52,0,52,5794ES7,7.00014374011787,255,,,True,7.00014374011787,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/07/5837JK.cha,10769,high_confidence_text_match,11,0,11,5837JK7,7.00014374011787,60,,,True,7.00014374011787,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/07/5936SR.cha,10776,high_confidence_text_match,14,0,14,5936SR7,7.00014374011787,69,,,True,7.00014374011787,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/07/6047JC.cha,10781,high_confidence_text_match,16,0,16,6047JC7,7.00014374011787,56,,,True,7.00014374011787,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/07/6206MP.cha,10786,high_confidence_text_match,19,0,19,6206MP7,7.00014374011787,87,,,True,7.00014374011787,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/07/6453HS.cha,10789,high_confidence_text_match,38,0,38,6453HS7,7.00014374011787,150,,,True,7.00014374011787,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/07/6454MB.cha,10788,high_confidence_text_match,26,0,26,6454MB7,7.00014374011787,81,,,True,7.00014374011787,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/07/6818AP.cha,10797,high_confidence_text_match,52,0,52,6818AP7,7.00014374011787,263,,,True,7.00014374011787,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/07/7075MB.cha,10807,high_confidence_text_match,42,0,42,7075MB7,7.00014374011787,125,,,True,7.00014374011787,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/07/7252PD.cha,10814,high_confidence_text_match,11,0,11,7252PD7,7.00014374011787,32,,,True,7.00014374011787,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/10/4273WC.cha,10823,high_confidence_text_match,34,1,35,4273WC10,10.0002053430255,79,,,True,10.0002053430255,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/10/4629AB.cha,10830,high_confidence_text_match,31,0,31,4629AB10,10.0002053430255,98,,,True,10.0002053430255,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/10/4743NA.cha,10835,high_confidence_text_match,31,0,31,4743NA10,10.0002053430255,132,,,True,10.0002053430255,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/10/4802JP.cha,10841,high_confidence_text_match,9,0,9,4802JP10,10.0002053430255,47,,,True,10.0002053430255,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/10/4814BS.cha,10843,high_confidence_text_match,38,0,38,4814BS10,10.0002053430255,98,,,True,10.0002053430255,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/10/4866AC.cha,10845,high_confidence_text_match,19,0,19,4866AC10,10.0002053430255,62,,,True,10.0002053430255,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/10/4903LS.cha,10847,high_confidence_text_match,48,0,48,4903LS10,10.0002053430255,124,,,True,10.0002053430255,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/10/5066WT.cha,10854,high_confidence_text_match,8,0,8,5066WT10,10.0002053430255,67,,,True,10.0002053430255,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/10/5118PM.cha,10856,high_confidence_text_match,18,0,18,5118PM10,10.0002053430255,103,,,True,10.0002053430255,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/10/5244SE.cha,10862,high_confidence_text_match,15,0,15,5244SE10,10.0002053430255,54,,,True,10.0002053430255,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/10/5449NG.cha,10868,high_confidence_text_match,14,0,14,5449NG10,10.0002053430255,75,,,True,10.0002053430255,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/10/5593SH.cha,10879,high_confidence_text_match,16,0,16,5593SH10,10.0002053430255,63,,,True,10.0002053430255,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/10/5694MC.cha,10884,high_confidence_text_match,14,0,14,5694MC10,10.0002053430255,63,,,True,10.0002053430255,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/10/5837JK.cha,10892,high_confidence_text_match,16,0,16,5837JK10,10.0002053430255,61,,,True,10.0002053430255,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/10/5949DL.cha,10901,high_confidence_text_match,55,0,55,5949DL10,10.0002053430255,184,,,True,10.0002053430255,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/10/6757JC.cha,10917,high_confidence_text_match,27,0,27,6757JC10,10.0002053430255,123,,,True,10.0002053430255,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/10/7183TB.cha,10935,high_confidence_text_match,6,0,6,7183TB10,10.0002053430255,49,,,True,10.0002053430255,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/10/7419EB.cha,10939,high_confidence_text_match,24,0,24,7419EB10,10.0002053430255,120,,,True,10.0002053430255,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/11/4650KS.cha,10952,high_confidence_text_match,24,0,24,4650KS11,11.0002258773281,87,,,True,11.0002258773281,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/11/4664AM.cha,10953,high_confidence_text_match,8,1,9,4664AM11,11.0002258773281,133,,,True,11.0002258773281,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/11/4687NH.cha,10954,high_confidence_text_match,24,0,24,4687NH11,11.0002258773281,105,,,True,11.0002258773281,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/11/4743NA.cha,10960,high_confidence_text_match,24,0,24,4743NA11,11.0002258773281,126,,,True,11.0002258773281,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/11/4801RB.cha,10962,high_confidence_text_match,22,0,22,4801RB11,11.0002258773281,59,,,True,11.0002258773281,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/11/4997LM.cha,10972,high_confidence_text_match,66,0,66,4997LM11,11.0002258773281,255,,,True,11.0002258773281,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/11/5013LA.cha,10971,high_confidence_text_match,27,1,28,5013LA11,11.0002258773281,62,,,True,11.0002258773281,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/11/5550VS.cha,10994,high_confidence_text_match,21,0,21,5550VS11,11.0002258773281,65,,,True,11.0002258773281,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/11/5630WS.cha,11003,high_confidence_text_match,30,0,30,5630WS11,11.0002258773281,100,,,True,11.0002258773281,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/11/5777FC.cha,11008,high_confidence_text_match,44,0,44,5777FC11,11.0002258773281,153,,,True,11.0002258773281,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/11/5837AK.cha,11010,high_confidence_text_match,23,0,23,5837AK11,11.0002258773281,129,,,True,11.0002258773281,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/11/5936SR.cha,11018,high_confidence_text_match,37,0,37,5936SR11,11.0002258773281,170,,,True,11.0002258773281,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/11/6043AM.cha,11024,high_confidence_text_match,26,0,26,6043AM11,11.0002258773281,147,,,True,11.0002258773281,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/11/6453HS.cha,11028,high_confidence_text_match,22,0,22,6453HS11,11.0002258773281,131,,,True,11.0002258773281,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/11/6878SK.cha,11040,high_confidence_text_match,26,0,26,6878SK11,11.0002258773281,57,,,True,11.0002258773281,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/11/7061AS.cha,11048,high_confidence_text_match,53,0,53,7061AS11,11.0002258773281,137,,,True,11.0002258773281,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/18/5244SE.cha,11067,high_confidence_text_match,23,0,23,5244SE18,18.0003696174459,106,,,True,18.0003696174459,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/18/5440JJ.cha,11070,high_confidence_text_match,17,0,17,5440JJ18,18.0003696174459,53,,,True,18.0003696174459,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/18/5661AP.cha,11083,high_confidence_text_match,17,0,17,5561AP18,18.0003696174459,350,,,True,18.0003696174459,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/18/5707RT.cha,11084,high_confidence_text_match,26,0,26,5707RT18,18.0003696174459,101,,,True,18.0003696174459,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/18/5923MW.cha,11092,high_confidence_text_match,16,0,16,5923MW18,18.0003696174459,61,,,True,18.0003696174459,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/18/6047JC.cha,11099,high_confidence_text_match,37,1,38,6047JC18,18.0003696174459,155,,,True,18.0003696174459,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/18/6337NK.cha,11101,high_confidence_text_match,61,0,61,6337NK18,18.0003696174459,181,,,True,18.0003696174459,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/18/6510LC.cha,11102,high_confidence_text_match,17,0,17,6510LC18,18.0003696174459,62,,,True,18.0003696174459,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/18/6757JC.cha,11108,high_confidence_text_match,23,0,23,6757JC18,18.0003696174459,93,,,True,18.0003696174459,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/18/6826LD.cha,11109,high_confidence_text_match,18,0,18,6826LD18,18.0003696174459,77,,,True,18.0003696174459,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/24/4708IB.cha,11130,high_confidence_text_match,35,0,35,4708IB24,24.0004928232613,137,,,True,24.0004928232613,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/24/4767JC.cha,11135,high_confidence_text_match,28,0,28,4767JC24,24.0004928232613,95,,,True,24.0004928232613,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/24/4858CM.cha,11141,high_confidence_text_match,49,0,49,4858CM24,24.0004928232613,180,,,True,24.0004928232613,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/24/4866AC.cha,11142,high_confidence_text_match,46,0,46,4866AC24,24.0004928232613,168,,,True,24.0004928232613,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/24/4929MM.cha,11144,high_confidence_text_match,63,0,63,4929MM24,24.0004928232613,223,,,True,24.0004928232613,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/24/5013LA.cha,11147,high_confidence_text_match,64,0,64,5013LA24,24.0004928232613,214,,,True,24.0004928232613,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/24/5193HB.cha,11154,high_confidence_text_match,18,0,18,5193HB24,24.0004928232613,91,,,True,24.0004928232613,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/24/5196AVI.cha,11192,high_confidence_text_match,5,1,6,5928RL24,24.0004928232613,167,,,True,24.0004928232613,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/24/5443AO.cha,11163,high_confidence_text_match,36,0,36,5443AO24,24.0004928232613,119,,,True,24.0004928232613,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/24/5540LD.cha,11167,high_confidence_text_match,5,0,5,5540LD24,24.0004928232613,94,,,True,24.0004928232613,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/24/5550VS.cha,11169,high_confidence_text_match,111,0,111,5550VS24,24.0004928232613,427,,,True,24.0004928232613,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/24/5585ME.cha,10632,high_confidence_text_match,6,0,6,5585ME24,24.0004928232613,498,,,True,24.0004928232613,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/24/5593SH.cha,11176,high_confidence_text_match,37,0,37,5593SH24,24.0004928232613,146,,,True,24.0004928232613,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/24/5630WS.cha,11182,high_confidence_text_match,51,1,52,5630WS24,24.0004928232613,165,,,True,24.0004928232613,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/24/5928RL.cha,11192,high_confidence_text_match,83,0,83,5928RL24,24.0004928232613,167,,,True,24.0004928232613,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/24/5965PC.cha,11197,high_confidence_text_match,35,0,35,5965PC24,24.0004928232613,115,,,True,24.0004928232613,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/24/5977QJ.cha,11199,high_confidence_text_match,48,0,48,5977QJ24,24.0004928232613,182,,,True,24.0004928232613,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/24/6598JM.cha,11209,high_confidence_text_match,39,0,39,6598JM24,24.0004928232613,164,,,True,24.0004928232613,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/24/6630TM.cha,10671,high_confidence_text_match,6,0,6,6630TM24,24.0004928232613,225,,,False,24.0004928232613,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/24/7553JT.cha,11238,high_confidence_text_match,53,0,53,7553JT24,24.0004928232613,161,,,True,24.0004928232613,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/Interviews/07/4269LP.cha,10700,high_confidence_text_match,45,0,45,4269LP7,7.00014374011787,192,,,True,7.00014374011787,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/Interviews/07/4273WC.cha,10699,high_confidence_text_match,40,0,40,4273WC7,7.00014374011787,82,,,True,7.00014374011787,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/Interviews/07/4650KS.cha,10707,high_confidence_text_match,22,0,22,4650KS7,7.00014374011787,90,,,True,7.00014374011787,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
Eng-NA,NewmanRatner,NewmanRatner/Interviews/07/4697JK.cha,10710,high_confidence_text_match,25,0,25,4697JK7,7.00014374011787,100,,,True,7.00014374011787,both,,missing_target,parsed,both,,True,False,original_usable_current_missing,,False
