rank,verb,frequency
1,do,390
2,think,368
3,know,314
4,go,263
5,have,185
6,want,176
7,get,159
8,like,125
9,look,119
10,play,106
11,say,98
12,see,95
13,make,70
14,take,57
15,tell,54
16,can,51
17,eat,46
18,come,39
19,happen,36
20,read,36
21,fix,31
22,drive,30
23,sew,30
24,pick,29
25,catch,26
26,feed,25
27,knit,24
28,write,23
29,put,22
30,learn,22
31,paint,22
32,help,22
33,could,22
34,need,21
35,deliver,21
36,try,20
37,talk,19
38,give,19
39,use,19
40,win,18
41,ask,17
42,show,16
43,hold,16
44,wear,16
45,mean,14
46,remember,14
47,find,13
48,hear,13
49,sit,13
50,stick,13
51,will,12
52,chop,12
53,call,12
54,feel,12
55,guess,12
56,live,11
57,bet,11
58,love,11
59,remind,11
60,fall,10
61,start,10
62,turn,10
63,let,8
64,buy,8
65,bring,8
66,sleep,7
67,finish,7
68,sound,7
69,pour,7
70,matter,7
71,dust,7
72,cut,7
73,drink,7
74,open,7
75,forget,7
76,taste,7
77,keep,6
78,run,6
79,throw,6
80,work,6
81,draw,6
82,leave,6
83,haft,6
84,stay,5
85,would,5
86,knock,5
87,exercise,5
88,dance,5
89,walk,5
90,useta,5
91,wonder,5
92,fly,5
93,float,5
94,break,4
95,wish,4
96,stop,4
97,ride,4
98,touch,4
99,whisper,4
100,needta,4
