age_group,alpha,mse,n_utterances,n_pairs,n_unique_subjects,n_unique_verbs,status,scope,collection,annotation_scheme
overall,1.4999999999999993,9.627308096510975e-07,969399,442772,3808,2161,ok,eng_na,Eng-NA,UD: includes copulas
0-12mo,1.5599999999999994,2.6049702703088526e-07,68282,22723,493,588,ok,eng_na,Eng-NA,UD: includes copulas
12-24mo,1.4999999999999993,6.110605143792141e-07,204262,71244,1092,937,ok,eng_na,Eng-NA,UD: includes copulas
24-36mo,1.4399999999999995,1.8077649320599057e-06,266001,129127,1752,1137,ok,eng_na,Eng-NA,UD: includes copulas
36-48mo,1.4399999999999995,1.6496157780681371e-06,162502,83312,1523,1015,ok,eng_na,Eng-NA,UD: includes copulas
48-60mo,1.4499999999999995,6.036007156845886e-06,199456,102526,1836,1305,ok,eng_na,Eng-NA,UD: includes copulas
60-72mo,1.4499999999999995,4.192421897388262e-06,42416,21755,621,603,ok,eng_na,Eng-NA,UD: includes copulas
72-84mo,1.2799999999999996,1.2347758972359978e-05,7639,4024,152,279,ok,eng_na,Eng-NA,UD: includes copulas
84-96mo,1.3799999999999994,1.4438801413948687e-05,18841,8061,304,428,ok,eng_na,Eng-NA,UD: includes copulas
