rank,verb,frequency
1,want,678
2,go,649
3,know,578
4,do,564
5,have,496
6,get,412
7,say,309
8,think,303
9,eat,195
10,like,188
11,write,184
12,see,144
13,make,129
14,come,126
15,put,119
16,tell,117
17,mean,112
18,look,97
19,take,85
20,read,82
21,need,80
22,give,65
23,ask,54
24,love,52
25,start,50
26,spell,50
27,try,48
28,remember,43
29,sit,43
30,miss,41
31,help,40
32,feel,40
33,use,40
34,bring,39
35,call,39
36,work,37
37,hear,37
38,guess,36
39,forget,35
40,talk,35
41,happen,34
42,play,33
43,can,31
44,leave,28
45,sound,27
46,find,26
47,finish,26
48,pick,23
49,move,23
50,live,23
51,let,22
52,keep,22
53,stop,20
54,learn,19
55,cut,19
56,walk,19
57,stay,18
58,haft,18
59,buy,18
60,will,17
61,watch,17
62,wait,17
63,sing,17
64,send,16
65,tape,16
66,become,15
67,open,15
68,bet,14
69,hold,14
70,sleep,14
71,understand,13
72,believe,13
73,fix,12
74,show,12
75,turn,12
76,sign,12
77,bother,12
78,hope,11
79,figure,11
80,taste,11
81,yell,10
82,hurt,10
83,throw,10
84,win,10
85,begin,9
86,act,9
87,pay,9
88,wonder,9
89,drink,9
90,mind,8
91,lay,8
92,fit,8
93,teach,8
94,save,8
95,end,8
96,belong,8
97,care,8
98,cook,8
99,stand,8
100,catch,7
