rank,verb,frequency
1,go,15979
2,do,8245
3,have,6381
4,get,6354
5,want,6135
6,see,5238
7,wanna,5034
8,put,4578
9,say,4335
10,know,4315
11,think,3541
12,like,3426
13,look,2056
14,play,1979
15,come,1919
16,make,1589
17,take,1423
18,need,1373
19,eat,1339
20,find,1077
21,sit,1067
22,try,989
23,give,904
24,turn,878
25,read,795
26,fall,711
27,love,607
28,tell,582
29,hear,572
30,open,569
31,help,537
32,throw,521
33,hold,517
34,show,484
35,happen,465
36,talk,445
37,pick,443
38,fit,439
39,draw,415
40,mean,370
41,can,361
42,push,359
43,remember,341
44,cook,338
45,call,331
46,use,329
47,bring,327
48,stay,327
49,blow,322
50,let,315
51,leave,308
52,move,308
53,walk,303
54,work,299
55,feel,299
56,feed,293
57,drink,290
58,start,290
59,build,288
60,begin,287
61,fix,284
62,pull,272
63,keep,266
64,sing,264
65,guess,259
66,close,259
67,stop,256
68,run,255
69,wear,248
70,wash,243
71,pop,234
72,needta,223
73,cry,223
74,touch,221
75,hurt,220
76,sleep,213
77,stand,205
78,jump,197
79,break,194
80,write,193
81,roll,187
82,catch,183
83,knock,180
84,drop,178
85,bet,174
86,will,174
87,rid,168
88,recognize,167
89,seem,162
90,ask,160
91,dance,157
92,finish,156
93,watch,154
94,miss,152
95,sound,152
96,hide,141
97,climb,138
98,taste,135
99,clean,135
100,understand,131
