rank,verb,frequency
1,go,2756
2,do,2685
3,have,1889
4,think,1782
5,know,1662
6,say,1192
7,get,1165
8,want,1121
9,see,963
10,wanna,945
11,like,823
12,tell,583
13,read,395
14,make,384
15,eat,379
16,look,366
17,put,319
18,mean,307
19,start,303
20,come,290
21,write,286
22,play,284
23,hit,239
24,take,210
25,need,193
26,happen,190
27,try,183
28,call,163
29,help,153
30,give,151
31,move,149
32,use,149
33,remember,142
34,can,140
35,hear,132
36,sound,121
37,work,118
38,talk,118
39,love,115
40,feel,101
41,wear,101
42,ask,100
43,keep,88
44,sit,88
45,guess,84
46,paint,77
47,live,76
48,spell,75
49,learn,74
50,finish,73
51,pick,72
52,grow,71
53,find,69
54,skip,65
55,stop,64
56,hafta,63
57,brush,63
58,bring,62
59,miss,61
60,share,60
61,leave,59
62,wash,59
63,turn,58
64,let,57
65,show,56
66,dress,52
67,wait,47
68,press,46
69,build,42
70,understand,41
71,forget,41
72,fall,41
73,walk,41
74,watch,38
75,hold,38
76,cut,37
77,win,36
78,buy,36
79,flip,35
80,will,34
81,would,34
82,stay,33
83,feed,33
84,become,32
85,needta,32
86,listen,31
87,bet,30
88,teach,30
89,pretend,30
90,send,29
91,useta,28
92,figure,27
93,notice,26
94,lose,26
95,break,26
96,open,26
97,throw,26
98,hurt,26
99,swing,26
100,tie,25
