z,mse
0.1,0.0002484093272929416
0.11,0.00024807517209032994
0.12,0.0002477268211043096
0.13,0.0002473636886425714
0.13999999999999999,0.00024698516895319445
0.14999999999999997,0.0002465906358873069
0.15999999999999998,0.0002461794425885184
0.16999999999999998,0.0002457509212128
0.17999999999999997,0.0002453043826827355
0.18999999999999995,0.00024483911648032436
0.19999999999999996,0.0002443543904827712
0.20999999999999996,0.0002438494508459644
0.21999999999999995,0.0002433235219406042
0.22999999999999995,0.00024277580634621422
0.23999999999999994,0.00024220548490852558
0.24999999999999992,0.0002416117168659886
0.2599999999999999,0.00024099364005141863
0.2699999999999999,0.00024035037117502554
0.2799999999999999,0.00023968100619531336
0.2899999999999999,0.00023898462078454888
0.29999999999999993,0.00023826027089569803
0.30999999999999994,0.0002375069934379051
0.3199999999999999,0.0002367238070677312
0.32999999999999985,0.0002359097131034899
0.33999999999999986,0.00023506369657008767
0.34999999999999987,0.00023418472738181504
0.3599999999999999,0.0002332717616705171
0.3699999999999999,0.00023232374326650535
0.3799999999999999,0.0002313396053394391
0.3899999999999999,0.00023031827220621124
0.3999999999999998,0.00022925866131260053
0.4099999999999998,0.0002281596853951042
0.4199999999999998,0.00022702025482892525
0.4299999999999998,0.0002258392801675627
0.43999999999999984,0.00022461567487882232
0.44999999999999984,0.0002233483582813316
0.45999999999999985,0.00022203625868480264
0.46999999999999986,0.0002206783167363241
0.47999999999999976,0.00021927348897388967
0.48999999999999977,0.00021782075158716671
0.4999999999999998,0.00021631910438419055
0.5099999999999998,0.00021476757496121347
0.5199999999999998,0.00021316522307137192
0.5299999999999998,0.0002115111451861319
0.5399999999999998,0.00020980447924166305
0.5499999999999998,0.00020804440956036482
0.5599999999999997,0.00020623017193573134
0.5699999999999997,0.00020436105886662494
0.5799999999999997,0.00020243642492481336
0.5899999999999997,0.00020045569223735846
0.5999999999999998,0.00019841835606311902
0.6099999999999998,0.0001963239904402843
0.6199999999999998,0.00019417225387950016
0.6299999999999997,0.00019196289507481578
0.6399999999999997,0.0001896957586023957
0.6499999999999997,0.00018737079057473886
0.6599999999999997,0.0001849880442160472
0.6699999999999997,0.0001825476853224452
0.6799999999999997,0.00018004999756897867
0.6899999999999997,0.00017749538762377266
0.6999999999999996,0.00017488439002843144
0.7099999999999996,0.00017221767180275306
0.7199999999999996,0.00016949603673115286
0.7299999999999996,0.0001667204292878619
0.7399999999999997,0.000163891938158037
0.7499999999999997,0.00016101179931240426
0.7599999999999997,0.00015808139859398846
0.7699999999999997,0.0001551022737768768
0.7799999999999997,0.00015207611605884015
0.7899999999999996,0.0001490047709519977
0.7999999999999996,0.000145890238538566
0.8099999999999996,0.00014273467306207628
0.8199999999999996,0.00013954038182825495
0.8299999999999996,0.00013630982339403575
0.8399999999999996,0.00013304560502786525
0.8499999999999996,0.00012975047942954864
0.8599999999999995,0.00012642734070331273
0.8699999999999996,0.0001230792195834876
0.8799999999999996,0.00011970927791816784
0.8899999999999996,0.00011632080242234092
0.8999999999999996,0.00011291719771820146
0.9099999999999996,0.00010950197868661867
0.9199999999999996,0.00010607876215992448
0.9299999999999996,0.0001026512579922514
0.9399999999999996,9.922325954949674e-05
0.9499999999999995,9.579863366654314e-05
0.9599999999999995,9.238131012454166e-05
0.9699999999999995,8.89752707057986e-05
0.9799999999999995,8.558453788802046e-05
0.9899999999999995,8.2213163243315e-05
0.9999999999999996,7.886521561035121e-05
1.0099999999999996,7.55447691104184e-05
1.0199999999999996,7.225589107974366e-05
1.0299999999999996,6.900262999132015e-05
1.0399999999999996,6.57890034396359e-05
1.0499999999999996,6.261898626108998e-05
1.0599999999999996,5.949649886153315e-05
1.0699999999999996,5.6425395820310816e-05
1.0799999999999996,5.340945483743417e-05
1.0899999999999996,5.045236608711488e-05
1.0999999999999996,4.7557722036914435e-05
1.1099999999999997,4.472900778723993e-05
1.1199999999999997,4.196959198093552e-05
1.1299999999999997,3.928271832733661e-05
1.1399999999999997,3.66714977794561e-05
1.1499999999999995,3.413890139702975e-05
1.1599999999999995,3.168775392204522e-05
1.1699999999999995,2.93207280871953e-05
1.1799999999999995,2.7040339671503583e-05
1.1899999999999995,2.484894331125333e-05
1.1999999999999995,2.274872906836892e-05
1.2099999999999995,2.074171975262645e-05
1.2199999999999995,1.882976898856194e-05
1.2299999999999995,1.7014560012756406e-05
1.2399999999999995,1.529760518235014e-05
1.2499999999999996,1.3680246171216491e-05
1.2599999999999996,1.2163654826232667e-05
1.2699999999999996,1.0748834652548978e-05
1.2799999999999996,9.436622893689737e-06
1.2899999999999996,8.227693169729472e-06
1.2999999999999994,7.122558634674008e-06
1.3099999999999994,6.121575612533948e-06
1.3199999999999994,5.224947670395485e-06
1.3299999999999994,4.432730086051473e-06
1.3399999999999994,3.7448346674350503e-06
1.3499999999999994,3.161034881170548e-06
1.3599999999999994,2.680971247994444e-06
1.3699999999999994,2.3041569635708546e-06
1.3799999999999994,2.02998370429833e-06
1.3899999999999995,1.8577275790437785e-06
1.3999999999999995,1.7865551893091964e-06
1.4099999999999995,1.81552976210481e-06
1.4199999999999995,1.94361732173226e-06
1.4299999999999995,2.169692868741904e-06
1.4399999999999995,2.492546536486813e-06
1.4499999999999995,2.9108896979232343e-06
1.4599999999999995,3.423360997574621e-06
1.4699999999999993,4.028532285859046e-06
1.4799999999999993,4.724914435253136e-06
1.4899999999999993,5.510963020010157e-06
1.4999999999999993,6.3850838433452125e-06
1.5099999999999993,7.345638298132722e-06
1.5199999999999994,8.390948549213121e-06
1.5299999999999994,9.519302527370454e-06
1.5399999999999994,1.0728958726905698e-05
1.5499999999999994,1.2018150800489145e-05
1.5599999999999994,1.3385091946620285e-05
1.5699999999999994,1.4827979086556224e-05
1.5799999999999994,1.6344996828981028e-05
1.5899999999999994,1.793432122198585e-05
1.5999999999999994,1.9594123293109025e-05
1.6099999999999994,2.1322572379245854e-05
1.6199999999999992,2.3117839249194797e-05
1.6299999999999992,2.4978099022445175e-05
1.6399999999999992,2.6901533888552805e-05
1.6499999999999992,2.8886335632089488e-05
1.6599999999999993,3.0930707968697776e-05
1.6699999999999993,3.303286869824009e-05
1.6799999999999993,3.519105168140543e-05
1.6899999999999993,3.740350864643617e-05
1.6999999999999993,3.966851083286461e-05
1.7099999999999993,4.1984350479310284e-05
1.7199999999999993,4.434934216249516e-05
1.7299999999999993,4.6761823994682465e-05
1.7399999999999993,4.922015868674747e-05
1.7499999999999993,5.172273448404854e-05
1.7599999999999993,5.4267965982189956e-05
1.7699999999999994,5.685429482965523e-05
1.7799999999999994,5.948019032415275e-05
1.7899999999999991,6.214414990934777e-05
1.7999999999999992,6.484469957847835e-05
1.8099999999999992,6.758039419114034e-05
1.8199999999999992,7.034981770932437e-05
1.8299999999999992,7.315158335855197e-05
1.8399999999999992,7.5984333719729e-05
1.8499999999999992,7.884674075709699e-05
1.8599999999999992,8.173750578741467e-05
1.8699999999999992,8.465535939526565e-05
1.8799999999999992,8.75990612991356e-05
1.8899999999999992,9.056740017267001e-05
1.8999999999999992,9.355919342527572e-05
1.9099999999999993,9.657328694600051e-05
1.9199999999999993,9.960855481439291e-05
1.9299999999999993,0.00010266389898182296
1.939999999999999,0.00010573824892652192
1.949999999999999,0.00010883056128539864
1.959999999999999,0.00011193981946547796
1.969999999999999,0.00011506503323761832
1.979999999999999,0.00011820523831497736
