rank,verb,frequency
1,go,29274
2,do,20558
3,have,15359
4,get,11174
5,want,10786
6,think,10592
7,know,10168
8,see,9529
9,like,7295
10,put,7205
11,wanna,6769
12,say,5869
13,need,4886
14,look,4666
15,make,4131
16,come,3729
17,play,3575
18,eat,3335
19,take,3090
20,happen,2147
21,find,2074
22,give,1994
23,sit,1834
24,tell,1748
25,try,1725
26,fall,1693
27,remember,1620
28,fit,1490
29,help,1242
30,mean,1227
31,read,1122
32,turn,1074
33,show,996
34,hold,972
35,use,948
36,love,945
37,talk,939
38,work,922
39,open,920
40,bring,918
41,hear,917
42,can,897
43,wear,846
44,build,741
45,pop,718
46,pick,712
47,guess,688
48,hurt,688
49,sleep,679
50,drink,660
51,start,657
52,cook,636
53,blow,618
54,fix,612
55,move,601
56,leave,595
57,stay,591
58,knock,591
59,draw,586
60,run,581
61,ask,569
62,stop,568
63,feel,564
64,call,562
65,let,553
66,throw,550
67,sing,548
68,keep,547
69,stand,538
70,drive,506
71,push,505
72,cry,503
73,break,501
74,wash,486
75,write,480
76,wait,475
77,bet,474
78,buy,462
79,finish,461
80,pull,460
81,dance,459
82,will,454
83,cut,442
84,seem,440
85,watch,436
86,jump,429
87,walk,419
88,live,418
89,feed,409
90,drop,408
91,wonder,405
92,pretend,394
93,catch,393
94,miss,377
95,close,364
96,hide,363
97,fly,350
98,hit,338
99,begin,323
100,taste,306
