rank,verb,frequency
1,go,7684
2,do,5831
3,have,4657
4,know,4185
5,get,3606
6,think,3479
7,say,3117
8,see,2786
9,want,2198
10,like,1939
11,eat,1845
12,wanna,1734
13,come,1618
14,look,1607
15,make,1574
16,tell,1273
17,put,1245
18,take,1055
19,happen,989
20,play,852
21,mean,736
22,find,622
23,remember,616
24,need,576
25,give,553
26,try,531
27,talk,513
28,read,475
29,start,450
30,use,422
31,call,408
32,hear,380
33,can,374
34,fall,357
35,feel,317
36,bring,305
37,walk,301
38,ask,298
39,sit,295
40,fly,285
41,help,273
42,run,269
43,stay,268
44,turn,262
45,work,260
46,guess,259
47,love,256
48,buy,256
49,build,237
50,keep,223
51,leave,221
52,show,215
53,let,206
54,finish,205
55,watch,192
56,pick,187
57,wear,173
58,jump,169
59,move,168
60,sound,161
61,hold,157
62,forget,157
63,write,157
64,hit,156
65,sleep,154
66,cut,154
67,drive,154
68,will,150
69,wait,148
70,break,146
71,live,144
72,learn,138
73,drink,138
74,stop,138
75,hurt,135
76,grow,131
77,hafta,129
78,fix,127
79,cry,122
80,bet,121
81,wonder,121
82,wave,118
83,understand,117
84,fit,116
85,win,115
86,laugh,114
87,lose,114
88,useta,112
89,catch,112
90,lie,112
91,pretend,108
92,would,108
93,needta,108
94,draw,108
95,open,108
96,nibble,103
97,miss,101
98,stand,93
99,hadta,92
100,could,89
