rank,verb,frequency
1,have,5940
2,go,5609
3,think,5080
4,do,4037
5,know,3858
6,like,3570
7,get,3220
8,play,2329
9,see,2270
10,say,1870
11,want,1401
12,wanna,1361
13,put,1136
14,look,1110
15,try,1085
16,make,843
17,seem,840
18,mean,839
19,recognize,799
20,eat,780
21,come,733
22,read,569
23,love,548
24,take,532
25,give,447
26,guess,442
27,pick,397
28,sit,370
29,need,327
30,hear,325
31,start,324
32,feel,304
33,find,303
34,talk,282
35,remember,271
36,notice,252
37,keep,244
38,show,236
39,tell,229
40,hold,214
41,prefer,214
42,fall,207
43,ask,204
44,use,201
45,let,196
46,chew,190
47,turn,188
48,can,186
49,pull,185
50,throw,176
51,help,163
52,work,161
53,needta,152
54,walk,150
55,change,146
56,dunno,144
57,move,142
58,touch,134
59,stand,130
60,call,125
61,watch,121
62,shake,120
63,will,119
64,crawl,111
65,sing,110
66,grab,109
67,leave,108
68,feed,108
69,bang,107
70,wash,104
71,open,102
72,care,102
73,roll,99
74,bring,99
75,drink,95
76,happen,94
77,drop,92
78,clean,90
79,hurt,89
80,pretend,88
81,push,86
82,sound,85
83,run,83
84,tend,83
85,wonder,79
86,stay,78
87,enjoy,77
88,wave,75
89,stop,72
90,would,72
91,taste,69
92,laugh,68
93,hadta,68
94,pay,64
95,smile,64
96,spend,63
97,clap,62
98,knock,61
99,close,61
100,wear,60
