rank,verb,frequency
1,go,15010
2,do,11044
3,have,7446
4,get,6435
5,know,6191
6,think,6121
7,see,5066
8,want,4128
9,say,3330
10,like,3328
11,wanna,3203
12,put,2853
13,look,2607
14,come,2332
15,make,2272
16,eat,2065
17,need,1750
18,take,1677
19,happen,1531
20,tell,1527
21,play,1478
22,give,990
23,find,934
24,remember,889
25,try,889
26,mean,872
27,sit,869
28,fall,732
29,help,639
30,fit,594
31,work,591
32,can,584
33,read,576
34,use,575
35,bring,572
36,show,557
37,talk,545
38,turn,542
39,hear,505
40,call,473
41,stay,450
42,run,443
43,hold,426
44,buy,409
45,open,405
46,feel,400
47,ask,393
48,hurt,388
49,walk,385
50,leave,384
51,build,359
52,move,356
53,will,355
54,start,353
55,live,339
56,guess,327
57,break,319
58,drive,317
59,pick,316
60,wear,306
61,sleep,304
62,watch,299
63,keep,295
64,love,290
65,finish,286
66,let,279
67,drink,278
68,jump,270
69,fix,269
70,bet,254
71,wait,252
72,hafta,239
73,miss,238
74,wonder,237
75,stand,233
76,pretend,231
77,push,229
78,catch,226
79,fly,222
80,cry,214
81,needta,207
82,throw,204
83,cut,203
84,stop,190
85,knock,187
86,sing,183
87,blow,182
88,sound,181
89,begin,180
90,close,178
91,choose,178
92,pull,175
93,wash,171
94,hit,167
95,draw,167
96,forget,166
97,lose,165
98,hide,162
99,learn,162
100,grow,161
