rank,verb,frequency
1,do,2964
2,go,2382
3,think,2045
4,have,1858
5,know,1739
6,say,1491
7,see,1213
8,get,1116
9,like,878
10,want,758
11,wanna,731
12,tell,558
13,make,474
14,look,430
15,play,399
16,mean,391
17,start,335
18,happen,326
19,come,299
20,eat,280
21,put,275
22,take,251
23,read,242
24,remember,208
25,hit,190
26,call,169
27,try,166
28,need,165
29,give,148
30,use,143
31,help,141
32,can,139
33,move,133
34,wear,127
35,talk,126
36,hear,117
37,paint,99
38,sound,93
39,ask,93
40,love,91
41,work,90
42,show,88
43,learn,77
44,bet,75
45,brush,74
46,turn,73
47,guess,73
48,pick,71
49,dress,70
50,find,69
51,grow,69
52,feed,68
53,keep,67
54,wash,66
55,finish,65
56,understand,65
57,fix,64
58,let,63
59,sit,63
60,share,62
61,press,62
62,skip,61
63,feel,60
64,live,58
65,useta,55
66,watch,54
67,will,53
68,build,49
69,write,49
70,fall,48
71,hold,48
72,bring,48
73,drive,48
74,jump,47
75,push,45
76,could,45
77,hafta,42
78,walk,41
79,catch,41
80,buy,41
81,run,40
82,throw,38
83,would,38
84,win,37
85,speak,36
86,believe,35
87,stay,34
88,miss,34
89,pretend,34
90,pour,33
91,lose,32
92,stop,31
93,knit,30
94,sew,30
95,hurt,29
96,tie,29
97,draw,29
98,forget,28
99,die,28
100,break,27
