age_group,alpha,mse,n_utterances,n_pairs,n_unique_subjects,n_unique_verbs,status,scope,collection,annotation_scheme
0-12mo,1.4199999999999995,1.890018488108218e-05,135499,68114,814,912,ok,eng_na,Eng-NA,spaCy: CHAT text
12-24mo,1.4299999999999995,1.4345817098537823e-06,326069,124343,1665,1190,ok,eng_na,Eng-NA,spaCy: CHAT text
24-36mo,1.4199999999999995,1.6044771650849937e-06,507763,256426,2587,1575,ok,eng_na,Eng-NA,spaCy: CHAT text
36-48mo,1.3999999999999995,1.7865551893091964e-06,254344,133711,2163,1326,ok,eng_na,Eng-NA,spaCy: CHAT text
48-60mo,1.4099999999999995,2.5376216722084695e-06,143539,80215,1655,1157,ok,eng_na,Eng-NA,spaCy: CHAT text
60-72mo,1.4499999999999995,3.0446264913037732e-06,117590,59947,1155,948,ok,eng_na,Eng-NA,spaCy: CHAT text
72-84mo,1.4599999999999995,8.118145407317758e-07,58898,29516,637,694,ok,eng_na,Eng-NA,spaCy: CHAT text
84-96mo,1.5099999999999993,2.3524694100322674e-06,64071,29154,661,722,ok,eng_na,Eng-NA,spaCy: CHAT text
